interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[15.33879374534624, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[499.29124815367686, 0, 0, 0, 0, 0]","[3529.708751846323, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[618, 0, 0, 0, 0, 0]","[0.5533504074505239, 0.0, 0.0, 0.0, 0.0, 0.0]","[23.7664, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[4271.2336, 17180, 34360, 4295, 17180, 34360]","[372.0, 360.0, 376.54, 372.0, 360.0, 376.54]","[200.0, 305.0, 266.75, 200.0, 305.0, 266.75]","[(1, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[30.67758749069248, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[1117.7349772969199, 0, 0, 0, 0, 0]","[2911.26502270308, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1236, 0, 0, 0, 0, 0]","[1.887959642995731, 0.0, 0.0, 0.0, 0.0, 0.0]","[81.08786666666666, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[4213.912133333333, 17180, 34360, 4295, 17180, 34360]","[372.0, 360.0, 376.54, 372.0, 360.0, 376.54]","[200.0, 305.0, 266.75, 200.0, 305.0, 266.75]","[(2, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[40.75452965996525, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[150.5129573764532, 0, 0, 0, 0, 0]","[3878.4870426235466, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1642, 0, 0, 0, 0, 0]","[2.864499805975941, 0.0, 0.0, 0.0, 0.0, 0.0]","[123.03026666666666, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[4171.969733333333, 17180, 34360, 4295, 17180, 34360]","[372.0, 360.0, 376.54, 372.0, 360.0, 376.54]","[200.0, 305.0, 266.75, 200.0, 305.0, 266.75]","[(3, 0.0, 1.6666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109983333333332), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[25.93695706130553, 26.869908664527276, 0.0, 0.0, 0.0, 0.0]","[2, 2, 0, 0, 0, 0]","[476.0919837416496, 2026.3522859016948, 0, 0, 0, 0]","[3552.9080162583505, 6075.647714098305, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1045, 2177, 0, 0, 0, 0]","[1.1718649592549475, 0.10171362048894063, 0.0, 0.0, 0.0, 0.0]","[50.3316, 17.4744, 0, 0, 0, 0]","[0.009066666666666666, 0.0, 0, 0, 0, 0]","[0.0002666666666666667, 0.0, 0, 0, 0, 0]","[4244.6684, 17162.5256, 34360, 4295, 17180, 34360]","[371.9909333333333, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99973333333332, 305.0, 266.75, 200.0, 305.0, 266.75]","[(4, 0.0, 0.001077777777777778), (5, 0.0, 0.0059499999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10892222222222), (16100, 51.900000000000006, 6.184049999999999), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[27.798461156614547, 38.44729696371266, 0.0, 0.0, 0.0, 0.0]","[2, 3, 0, 0, 0, 0]","[1114.6575087390406, 1680.7879705990372, 0, 0, 0, 0]","[2914.3424912609594, 6421.212029400963, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1120, 3115, 0, 0, 0, 0]","[3.7515715948777646, 0.3697500970120295, 0.0, 0.0, 0.0, 0.0]","[161.13, 63.52306666666667, 0, 0, 0, 0]","[0.009066666666666666, 0.0030666666666666668, 0, 0, 0, 0]","[0.00013333333333333337, 0.0032, 0, 0, 0, 0]","[4133.87, 17116.47693333333, 34360, 4295, 17180, 34360]","[371.9909333333333, 359.99693333333335, 376.54, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9968, 266.75, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0017277777777777782), (8, 0.0, 0.0011055555555555558), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108272222222222), (16097, 51.900000000000006, 6.188894444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[42.616033755274266, 23.685509750678847, 10.5517969089442, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[319.3147248848671, 673.5579985851256, 1397.7390594094966, 0, 0, 0]","[3709.6852751151328, 7428.4420014148745, 14713.260940590504, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1717, 1919, 1700, 0, 0, 0]","[3.328388048117966, 0.23954831199068685, 0.0, 0.0, 0.0, 0.0]","[142.95426666666665, 41.1544, 0.0, 0, 0, 0]","[0.010266666666666665, 0.003466666666666667, 0.0, 0, 0, 0]","[0.008133333333333333, 0.0036, 0.0, 0, 0, 0]","[4152.045733333333, 17138.8456, 34360.0, 4295, 17180, 34360]","[371.98973333333333, 359.99653333333333, 376.54, 372.0, 360.0, 376.54]","[199.99186666666665, 304.9964, 266.75, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0021777777777777776), (6, 0.0, 0.00046111111111111114), (2, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107822222222222), (16099, 51.900000000000006, 6.1895388888888885), (32210, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[30.479027053859518, 31.7822759812392, 21.500837936813358, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[775.1921286349955, 2292.9408894415537, 2990.8180981780506, 0, 0, 0]","[3253.8078713650048, 5809.059110558446, 13120.18190182195, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1228, 2575, 3464, 0, 0, 0]","[0.9480139697322467, 2.9286309662398136, 7.885679860302678, 0.0, 0.0, 0.0]","[40.7172, 503.1388, 2709.5196, 0, 0, 0]","[0.00013333333333333337, 0.0104, 0.0, 0, 0, 0]","[0.00013333333333333337, 0.05613333333333334, 0.0017333333333333335, 0, 0, 0]","[4254.2828, 16676.8612, 31650.4804, 4295, 17180, 34360]","[371.99986666666666, 359.9896, 376.54, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9438666666667, 266.74826666666667, 200.0, 305.0, 266.75]","[(2, 0.0, 0.00016666666666666666), (7, 0.05313333333333333, 0.012633333333333335), (3, 0.0, 0.00011666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109833333333333), (16098, 51.84686666666667, 6.177366666666666), (32209, 58.2, 11.639883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[40.555969223132294, 31.7822759812392, 21.500837936813358, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[526.6574247191721, 802.6664322412792, 1313.5662230264002, 0, 0, 0]","[3502.342575280828, 7299.333567758721, 14797.4337769736, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1634, 2575, 3464, 0, 0, 0]","[1.0985642219635234, 3.0918991074893287, 6.762639891346526, 0.0, 0.0, 0.0]","[47.18333333333333, 531.1882666666667, 2323.6430666666665, 0, 0, 0]","[0.0, 0.0084, 0.0, 0, 0, 0]","[0.0, 0.03213333333333333, 0.002, 0, 0, 0]","[4247.816666666667, 16648.811733333332, 32036.356933333333, 4295, 17180, 34360]","[372.0, 359.9916, 376.54, 372.0, 360.0, 376.54]","[200.0, 304.9678666666667, 266.748, 200.0, 305.0, 266.75]","[(3, 0.0, 1.6666666666666667e-05), (7, 0.06325, 0.012999999999999998), (3, 0.04548333333333333, 0.016088888888888885), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109983333333332), (16098, 51.83675000000001, 6.177), (32209, 58.154516666666666, 11.62391111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[39.587987093571606, 25.685016045420884, 36.73266712184222, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[253.96622867117168, 1120.000055532975, 2675.828664597507, 0, 0, 0]","[3775.033771328828, 6981.999944467025, 13435.171335402492, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1595, 2081, 5918, 0, 0, 0]","[0.7730725649980597, 0.31736748156771444, 8.451263484672099, 0.0, 0.0, 0.0]","[33.203466666666664, 54.52373333333334, 2903.8541333333333, 0, 0, 0]","[0.0002666666666666667, 0.0005333333333333334, 0.0005333333333333334, 0, 0, 0]","[0.0, 0.0004, 0.002, 0, 0, 0]","[4261.796533333333, 17125.47626666667, 31456.145866666666, 4295, 17180, 34360]","[371.9997333333333, 359.99946666666665, 376.53946666666667, 372.0, 360.0, 376.54]","[200.0, 304.9996, 266.748, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0), (4, 0.0, 2.2222222222222223e-05), (7, 0.0, 0.000738888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.11), (16101, 51.900000000000006, 6.189977777777777), (32205, 58.2, 11.639261111111109), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[23.976172747580044, 43.125154282893114, 39.66234249891378, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[248.71930150793688, 2030.1360200541249, 2680.594272817719, 0, 0, 0]","[3780.280698492063, 6071.863979945875, 13430.405727182282, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[966, 3494, 6390, 0, 0, 0]","[2.262342258440046, 1.3885230888630191, 0.6917221575475359, 0.0, 0.0, 0.0]","[97.1676, 238.54826666666668, 237.6757333333333, 0, 0, 0]","[0.009466666666666667, 0.0048000000000000004, 0.009333333333333334, 0, 0, 0]","[0.00013333333333333337, 0.010666666666666666, 0.00013333333333333337, 0, 0, 0]","[4197.8324, 16941.451733333335, 34122.32426666667, 4295, 17180, 34360]","[371.99053333333336, 359.9952, 376.53066666666666, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9893333333333, 266.74986666666666, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0010944444444444443), (7, 0.0, 0.0020944444444444448), (9, 0.0, 0.001261111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108905555555555), (16098, 51.900000000000006, 6.187905555555555), (32203, 58.2, 11.638738888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
