interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
11,"[20.476545048399107, 37.472229079239696, 26.491217180808142, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[150.5129573764532, 1816.6326455388653, 1614.403632382624, 0, 0, 0]","[3878.4870426235466, 6285.367354461135, 14496.596367617376, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[825, 3036, 4268, 0, 0, 0]","[0.5024757469926271, 0.7405432673651533, 0.9745149398525418, 0.0, 0.0, 0.0]","[21.581333333333333, 127.22533333333334, 334.84333333333336, 0, 0, 0]","[0.0, 0.010533333333333334, 0.09759999999999999, 0, 0, 0]","[0.0, 0.0009333333333333334, 0.10453333333333331, 0, 0, 0]","[4273.4186666666665, 17052.774666666668, 34025.15666666667, 4295, 17180, 34360]","[372.0, 359.98946666666666, 376.4424, 372.0, 360.0, 376.54]","[200.0, 304.9990666666667, 266.64546666666666, 200.0, 305.0, 266.75]","[(4, 0.0, 2.2222222222222223e-05), (9, 0.0, 0.0019388888888888889), (5, 0.0, 0.0008277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109977777777777), (16096, 51.900000000000006, 6.188061111111111), (32207, 58.2, 11.639172222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,"[25.639116406056097, 40.75536904468033, 27.91260629383651, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[424.2092031852845, 2715.283165228498, 2743.425215224432, 0, 0, 0]","[3604.7907968147156, 5386.716834771501, 13367.574784775568, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1033, 3302, 4497, 0, 0, 0]","[8.593667054714786, 6.400492045013582, 0.6754497477687232, 0.0, 0.0, 0.0]","[369.098, 1099.6045333333334, 232.08453333333333, 0, 0, 0]","[0.0, 0.01, 0.0092, 0, 0, 0]","[0.0, 0.0006666666666666666, 0.00013333333333333337, 0, 0, 0]","[3925.902, 16080.395466666667, 34127.915466666665, 4295, 17180, 34360]","[372.0, 359.99, 376.5308, 372.0, 360.0, 376.54]","[200.0, 304.9993333333333, 266.74986666666666, 200.0, 305.0, 266.75]","[(2, 0.0, 0.00029444444444444445), (8, 0.012733333333333334, 0.005288888888888889), (4, 0.0, 0.0011111111111111113), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109705555555555), (16097, 51.88726666666667, 6.184711111111111), (32208, 58.2, 11.638888888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,"[27.475800446760985, 56.20834361885954, 27.91260629383651, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1101.8708585111515, 1753.0778190942508, 2876.6479329769218, 0, 0, 0]","[2927.1291414888483, 6348.922180905749, 13234.35206702308, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1107, 4554, 4497, 0, 0, 0]","[11.10826542491269, 7.0637353511835475, 0.9114493597206054, 0.0, 0.0, 0.0]","[477.09999999999997, 1213.5497333333335, 313.174, 0, 0, 0]","[0.0, 0.0388, 0.009466666666666667, 0, 0, 0]","[0.0, 0.38759999999999994, 0.0, 0, 0, 0]","[3817.9, 15966.450266666667, 34046.826, 4295, 17180, 34360]","[372.0, 359.9612, 376.5305333333334, 372.0, 360.0, 376.54]","[200.0, 304.6124, 266.75, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0009833333333333332), (11, 0.0002833333333333333, 0.005738888888888891), (4, 1.666666666666667e-05, 0.0017555555555555558), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109016666666665), (16094, 51.89971666666667, 6.184261111111111), (32208, 58.199983333333336, 11.638244444444442), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,"[38.86820551005212, 31.066403357195753, 49.115511141456146, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[755.2784590336431, 0, 2532.217458658947, 0, 0, 0]","[3273.7215409663568, 8102, 13578.782541341054, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1566, 2517, 7913, 0, 0, 0]","[10.288347691113698, 6.819602638727202, 0.7069821497865735, 0.0, 0.0, 0.0]","[441.8845333333333, 1171.6077333333335, 242.91906666666665, 0, 0, 0]","[0.00013333333333333337, 0.030133333333333328, 0.0184, 0, 0, 0]","[0.00013333333333333337, 0.3882666666666667, 0.0004000000000000001, 0, 0, 0]","[3853.1154666666666, 16008.392266666666, 34117.08093333333, 4295, 17180, 34360]","[371.99986666666666, 359.9698666666667, 376.52160000000003, 372.0, 360.0, 376.54]","[199.99986666666666, 304.61173333333335, 266.7496, 200.0, 305.0, 266.75]","[(7, 1.666666666666667e-05, 0.0010333333333333332), (5, 0.00035, 0.004255555555555556), (4, 0.0, 0.0029055555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09998333333333, 10.108966666666666), (16100, 51.89965000000001, 6.185744444444444), (32208, 58.2, 11.637094444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,"[36.73368081409779, 14.379165638114047, 61.802495189622, 0.0, 0.0, 0.0]","[3, 1, 4, 0, 0, 0]","[359.2479821883697, 0, 8108.385751603419, 0, 0, 0]","[3669.75201781163, 8102, 8002.614248396581, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1480, 1165, 9957, 0, 0, 0]","[1.1840186263096624, 0.21971905316259216, 0.7486841288319751, 0.0, 0.0, 0.0]","[50.8536, 37.74773333333333, 257.24786666666665, 0, 0, 0]","[0.0, 0.00013333333333333337, 0.02333333333333333, 0, 0, 0]","[0.0, 0.00013333333333333337, 0.005200000000000001, 0, 0, 0]","[4244.1464, 17142.252266666666, 34102.752133333335, 4295, 17180, 34360]","[372.0, 359.99986666666666, 376.5166666666667, 372.0, 360.0, 376.54]","[200.0, 304.99986666666666, 266.7448, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0007777777777777776), (3, 0.0, 0.0004111111111111111), (8, 0.0, 0.002972222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109222222222222), (16102, 51.900000000000006, 6.189588888888888), (32204, 58.2, 11.637027777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,"[23.777612310747084, 20.032090841767463, 65.6197628949165, 0.0, 0.0, 0.0]","[2, 2, 5, 0, 0, 0]","[540.9200696050256, 1039.8899974669093, 5354.385203248886, 0, 0, 0]","[3488.0799303949743, 7062.110002533091, 10756.614796751113, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[958, 1623, 10572, 0, 0, 0]","[1.6601350407450526, 1.0579254947613503, 7.254475358944509, 0.0, 0.0, 0.0]","[71.3028, 181.7516, 2492.6377333333335, 0, 0, 0]","[0.009333333333333334, 0.009333333333333334, 0.020666666666666667, 0, 0, 0]","[0.00013333333333333337, 0.0002666666666666667, 0.0036000000000000008, 0, 0, 0]","[4223.6972, 16998.2484, 31867.362266666667, 4295, 17180, 34360]","[371.99066666666664, 359.99066666666664, 376.51933333333335, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9997333333333, 266.7464, 200.0, 305.0, 266.75]","[(4, 0.0, 0.001111111111111111), (5, 0.0, 0.0019555555555555554), (11, 0.0032, 0.004038888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108888888888888), (16100, 51.900000000000006, 6.188044444444444), (32201, 58.1968, 11.63596111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,"[24.79523454951601, 34.79387805480128, 40.49407237291292, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[279.90489652563247, 1943.8286401708974, 1392.7419302419803, 0, 0, 0]","[3749.0951034743675, 6158.171359829103, 14718.25806975802, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[999, 2819, 6524, 0, 0, 0]","[2.734351571594878, 0.7446100116414436, 6.154835467597981, 0.0, 0.0, 0.0]","[117.4404, 127.924, 2114.8014666666663, 0, 0, 0]","[0.009466666666666667, 0.0092, 0.010666666666666666, 0, 0, 0]","[0.0002666666666666667, 0.00013333333333333337, 0.0030666666666666663, 0, 0, 0]","[4177.5596, 17052.076, 32245.198533333332, 4295, 17180, 34360]","[371.99053333333336, 359.9908, 376.52933333333334, 372.0, 360.0, 376.54]","[199.99973333333332, 304.99986666666666, 266.74693333333335, 200.0, 305.0, 266.75]","[(4, 0.0, 0.0010999999999999998), (7, 0.0, 0.007388888888888888), (8, 0.0, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1089), (16098, 51.900000000000006, 6.182611111111111), (32204, 58.2, 11.638866666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,"[22.90891039960288, 35.65786225623303, 23.251194835826457, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[438.82270636743755, 2801.8048666094564, 1510.7508426135992, 0, 0, 0]","[3590.1772936325624, 5300.195133390544, 14600.2491573864, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[923, 2889, 3746, 0, 0, 0]","[2.404731082654249, 0.7685161039968956, 9.391199456732636, 0.0, 0.0, 0.0]","[103.28320000000001, 132.03106666666667, 3226.8161333333333, 0, 0, 0]","[0.009600000000000001, 0.0108, 0.5268, 0, 0, 0]","[0.0005333333333333334, 0.0016, 0.021200000000000004, 0, 0, 0]","[4191.7168, 17047.968933333334, 31133.183866666666, 4295, 17180, 34360]","[371.9904, 359.9892, 376.01320000000004, 372.0, 360.0, 376.54]","[199.99946666666668, 304.9984, 266.7288, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0010555555555555557), (6, 0.0, 0.0017333333333333337), (5, 0.0, 0.009883333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108944444444443), (16099, 51.900000000000006, 6.188266666666666), (32207, 58.2, 11.630116666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0]"
19,"[24.24919334822537, 48.24734633423846, 13.301471044627894, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[349.21228526260575, 1713.7239963187676, 1529.8737087128266, 0, 0, 0]","[3679.7877147373943, 6388.276003681232, 14581.126291287173, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[977, 3909, 2143, 0, 0, 0]","[0.3417462165308498, 0.3901016686069072, 1.9042805587892901, 0.0, 0.0, 0.0]","[14.678, 67.01946666666666, 654.3108000000001, 0, 0, 0]","[0.0, 0.02026666666666667, 0.03386666666666667, 0, 0, 0]","[0.0, 0.002, 0.002133333333333334, 0, 0, 0]","[4280.322, 17112.98053333333, 33705.6892, 4295, 17180, 34360]","[372.0, 359.97973333333334, 376.50613333333337, 372.0, 360.0, 376.54]","[200.0, 304.998, 266.74786666666665, 200.0, 305.0, 266.75]","[(6, 0.0, 1.1111111111111112e-05), (7, 0.0, 0.002872222222222222), (2, 0.0, 0.00023888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10998888888889), (16098, 51.900000000000006, 6.187127777777778), (32210, 58.2, 11.63976111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0]"
20,"[32.51427153139737, 38.97803011602073, 45.261001800012416, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[1217.7074181744933, 1667.9000705722874, 4131.29544722662, 0, 0, 0]","[2811.2925818255067, 6434.099929427713, 11979.704552773379, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1310, 3158, 7292, 0, 0, 0]","[0.5146821885913854, 15.10810942956927, 2.7017997671711296, 0.0, 0.0, 0.0]","[22.105600000000003, 2595.5732000000003, 928.3384000000001, 0, 0, 0]","[0.0008, 0.012133333333333335, 0.0532, 0, 0, 0]","[0.0006666666666666666, 0.0036, 0.002533333333333333, 0, 0, 0]","[4272.8944, 14584.4268, 33431.6616, 4295, 17180, 34360]","[371.9992, 359.98786666666666, 376.4868, 372.0, 360.0, 376.54]","[199.99933333333334, 304.9964, 266.74746666666664, 200.0, 305.0, 266.75]","[(6, 0.0, 9.444444444444444e-05), (3, 0.0, 0.0012722222222222223), (5, 0.0, 0.0024388888888888884), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109905555555555), (16102, 51.900000000000006, 6.188727777777777), (32207, 58.2, 11.63756111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0]"
