interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
11,"[36.46066021345247, 28.412737595655397, 3.59381788839923, 0.0, 0.0, 0.0]","[10, 11, 2, 0, 0, 0]","[1159.9950476432668, 1428.4491350771793, 500.20015450991554, 0, 0, 0]","[2869.004952356733, 6673.55086492282, 15610.799845490084, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1469, 2302, 579, 0, 0, 0]","[16.9217710516104, 3.5796627861854864, 0.769034924330617, 0.0, 0.0, 0.0]","[726.7900666666666, 614.9860666666665, 264.2404, 0, 0, 0]","[0.6678666666666666, 0.8458666666666668, 0.0014666666666666665, 0, 0, 0]","[0.20679999999999998, 0.2786666666666667, 0.0013333333333333333, 0, 0, 0]","[3568.2099333333335, 16565.01393333333, 34095.7596, 4295, 17180, 34360]","[371.33213333333333, 359.15413333333333, 376.53853333333336, 372.0, 360.0, 376.54]","[199.7932, 304.72133333333335, 266.7486666666667, 200.0, 305.0, 266.75]","[(19, 1.666666666666667e-05, 0.0479965811965812), (23, 1.666666666666667e-05, 0.23132222222222226), (2, 0.0, 0.03270555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4007, 67.09998333333333, 10.062003418803418), (16082, 51.89998333333334, 5.958677777777777), (32210, 58.2, 11.607294444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,"[56.043683296103254, 22.043939767958527, 6.35590590279933, 0.0, 0.0, 0.0]","[16, 9, 4, 0, 0, 0]","[1254.5026356803558, 757.7881058023124, 805.016599729845, 0, 0, 0]","[2774.4973643196445, 7344.211894197688, 15305.983400270155, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2258, 1786, 1024, 0, 0, 0]","[24.400473418703918, 2.951007760962359, 3.7292147846332946, 0.0, 0.0, 0.0]","[1048.0003333333332, 506.9831333333333, 1281.3582000000001, 0, 0, 0]","[1.4885333333333333, 0.9862666666666665, 0.22373333333333334, 0, 0, 0]","[0.5548, 0.3268, 1.4889333333333332, 0, 0, 0]","[3246.9996666666666, 16673.016866666665, 33078.6418, 4295, 17180, 34360]","[370.51146666666665, 359.01373333333333, 376.3162666666667, 372.0, 360.0, 376.54]","[199.4452, 304.6732, 265.2610666666667, 200.0, 305.0, 266.75]","[(30, 0.011016666666666666, 0.013683333333333336), (17, 8.333333333333333e-05, 0.28961666666666663), (8, 0.0, 0.031183333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3996, 67.08898333333333, 10.096316666666667), (16088, 51.89991666666667, 5.900383333333333), (32204, 58.2, 11.608816666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,"[47.08364358401588, 22.204393976795853, 11.873874992241326, 0.0, 0.0, 0.0]","[13, 10, 7, 0, 0, 0]","[749.0619082112431, 533.5151681897408, 1173.6093744331054, 0, 0, 0]","[3279.938091788757, 7568.4848318102595, 14937.390625566895, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1897, 1799, 1913, 0, 0, 0]","[24.667028327512604, 3.431147458284827, 6.968881839348079, 0.0, 0.0, 0.0]","[1059.4488666666664, 589.4711333333333, 2394.5078, 0, 0, 0]","[1.3548, 1.2185333333333332, 1.2850666666666668, 0, 0, 0]","[0.4510666666666667, 0.41080000000000005, 1.1529333333333331, 0, 0, 0]","[3235.5511333333334, 16590.528866666667, 31965.4922, 4295, 17180, 34360]","[370.6452, 358.7814666666667, 375.2549333333333, 372.0, 360.0, 376.54]","[199.54893333333334, 304.5892, 265.59706666666665, 200.0, 305.0, 266.75]","[(25, 0.0016666666666666663, 0.005405555555555556), (20, 0.0005833333333333334, 0.37842222222222227), (15, 0.0, 0.0333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4001, 67.09833333333333, 10.104594444444444), (16085, 51.899416666666674, 5.811577777777777), (32197, 58.2, 11.606699999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,"[34.79771655497642, 19.575413478153543, 21.30221587735088, 0.0, 0.0, 0.0]","[10, 9, 12, 0, 0, 0]","[584.1335756935553, 1029.865366620794, 1891.2935011609736, 0, 0, 0]","[3444.866424306445, 7072.134633379206, 14219.706498839027, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1402, 1586, 3432, 0, 0, 0]","[12.671691113698097, 1.9206589057043075, 7.940345168800931, 0.0, 0.0, 0.0]","[544.2491333333332, 329.9692, 2728.3026, 0, 0, 0]","[0.7374666666666666, 0.0196, 9.877733333333333, 0, 0, 0]","[0.31746666666666673, 0.018799999999999997, 0.7676, 0, 0, 0]","[3750.7508666666668, 16850.0308, 31631.6974, 4295, 17180, 34360]","[371.26253333333335, 359.9804, 366.6622666666667, 372.0, 360.0, 376.54]","[199.68253333333334, 304.9812, 265.9824, 200.0, 305.0, 266.75]","[(19, 0.01035, 0.010827777777777776), (19, 0.0, 0.003552136752136752), (24, 0.0, 0.029672222222222218), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4007, 67.08964999999999, 10.099172222222222), (16086, 51.900000000000006, 6.186447863247863), (32188, 58.2, 11.610327777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,"[20.997766195085628, 25.37645025919526, 18.900130345726524, 0.0, 0.0, 0.0]","[7, 12, 10, 0, 0, 0]","[430.5816955064288, 1049.9968776236522, 2111.2960538219018, 0, 0, 0]","[3598.418304493571, 7052.003122376348, 13999.703946178099, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[846, 2056, 3045, 0, 0, 0]","[3.873578579743888, 2.2499871944121073, 6.919035118354677, 0.0, 0.0, 0.0]","[166.37019999999998, 386.5478, 2377.380466666667, 0, 0, 0]","[0.1986666666666667, 0.018133333333333335, 13.543600000000001, 0, 0, 0]","[0.20453333333333334, 0.0204, 0.19453333333333334, 0, 0, 0]","[4128.6298, 16793.4522, 31982.619533333334, 4295, 17180, 34360]","[371.80133333333333, 359.9818666666667, 362.9964, 372.0, 360.0, 376.54]","[199.79546666666667, 304.9796, 266.5554666666667, 200.0, 305.0, 266.75]","[(12, 0.0014833333333333335, 0.0009666666666666666), (24, 0.038316666666666666, 0.016555555555555556), (18, 0.0, 0.017305555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4014, 67.09851666666665, 10.109033333333333), (16081, 51.86168333333334, 6.173444444444444), (32194, 58.2, 11.622694444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,"[15.810374782824521, 25.215996050357937, 22.251877599155854, 0.0, 0.0, 0.0]","[5, 12, 12, 0, 0, 0]","[293.47967392968326, 1122.8904048399618, 2328.4144185000664, 0, 0, 0]","[3735.5203260703165, 6979.109595160038, 13782.585581499934, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[637, 2043, 3585, 0, 0, 0]","[1.3020100892510673, 3.722550252231277, 7.845486030267752, 0.0, 0.0, 0.0]","[55.92133333333334, 639.5341333333334, 2695.709, 0, 0, 0]","[0.0048000000000000004, 0.0124, 21.200933333333335, 0, 0, 0]","[0.0054666666666666665, 0.017599999999999998, 0.30173333333333335, 0, 0, 0]","[4239.078666666666, 16540.465866666666, 31664.291, 4295, 17180, 34360]","[371.9952, 359.9876, 355.33906666666667, 372.0, 360.0, 376.54]","[199.99453333333332, 304.9824, 266.44826666666665, 200.0, 305.0, 266.75]","[(8, 0.0, 0.00039999999999999996), (24, 0.4706666666666667, 0.01615), (21, 0.00031666666666666665, 0.023394444444444447), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109599999999999), (16081, 51.42933333333334, 6.17385), (32191, 58.19968333333333, 11.616605555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,"[13.40282948622487, 19.624784003949642, 22.779467444603068, 0.0, 0.0, 0.0]","[5, 11, 13, 0, 0, 0]","[193.96681514896292, 831.619871670595, 1271.0187763582119, 0, 0, 0]","[3835.0331848510373, 7270.380128329405, 14839.981223641787, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[540, 1590, 3670, 0, 0, 0]","[1.3650849825378346, 2.560264260768335, 7.416077027551417, 0.0, 0.0, 0.0]","[58.6304, 439.85339999999997, 2548.1640666666667, 0, 0, 0]","[0.009733333333333333, 0.5762666666666667, 17.628000000000004, 0, 0, 0]","[0.0013333333333333335, 0.4530666666666666, 0.3082666666666667, 0, 0, 0]","[4236.3696, 16740.1466, 31811.835933333332, 4295, 17180, 34360]","[371.9902666666667, 359.42373333333336, 358.91200000000003, 372.0, 360.0, 376.54]","[199.99866666666668, 304.54693333333336, 266.44173333333333, 200.0, 305.0, 266.75]","[(8, 0.0, 0.0015833333333333335), (20, 0.003083333333333333, 0.060927777777777775), (23, 0.00031666666666666665, 0.020111111111111107), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108416666666667), (16085, 51.89691666666667, 6.129072222222222), (32189, 58.19968333333333, 11.619888888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,"[11.69024571854058, 18.785485065415948, 19.83117124945689, 0.0, 0.0, 0.0]","[5, 9, 10, 0, 0, 0]","[356.69962933604245, 888.017576667168, 1837.648865301963, 0, 0, 0]","[3672.3003706639574, 7213.982423332832, 14273.351134698038, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[471, 1522, 3195, 0, 0, 0]","[4.515520372526193, 2.7871781140861462, 3.4569662398137373, 0.0, 0.0, 0.0]","[193.9416, 478.83719999999994, 1187.8136000000002, 0, 0, 0]","[0.0184, 0.4166666666666667, 14.401733333333333, 0, 0, 0]","[0.0024000000000000002, 0.35266666666666663, 0.3741333333333334, 0, 0, 0]","[4101.0584, 16701.1628, 33172.1864, 4295, 17180, 34360]","[371.9816, 359.5833333333333, 362.1382666666667, 372.0, 360.0, 376.54]","[199.9976, 304.64733333333334, 266.37586666666664, 200.0, 305.0, 266.75]","[(9, 0.0, 0.0041444444444444445), (17, 0.06471666666666667, 0.0794888888888889), (20, 0.00031666666666666665, 0.011949999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.105855555555555), (16088, 51.83528333333334, 6.11051111111111), (32192, 58.19968333333333, 11.628049999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 2, 2, 0, 0, 0]","[2, 0, 0, 0, 0, 0]"
19,"[24.050632911392405, 20.649222414218713, 19.427720191173734, 0.0, 0.0, 0.0]","[8, 9, 10, 0, 0, 0]","[575.9672948720316, 796.2419577929854, 807.1412421484486, 0, 0, 0]","[3453.0327051279683, 7305.758042207015, 15303.85875785155, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[969, 1673, 3130, 0, 0, 0]","[6.932451688009314, 2.7834784633294527, 2.287898137369034, 0.0, 0.0, 0.0]","[297.7488, 478.2016, 786.1218000000001, 0, 0, 0]","[0.24466666666666664, 0.4245333333333333, 6.738133333333333, 0, 0, 0]","[0.2296, 0.35533333333333333, 0.2737333333333334, 0, 0, 0]","[3997.2512, 16701.7984, 33573.8782, 4295, 17180, 34360]","[371.75533333333334, 359.57546666666667, 369.8018666666667, 372.0, 360.0, 376.54]","[199.7704, 304.6446666666667, 266.4762666666667, 200.0, 305.0, 266.75]","[(15, 3.3333333333333335e-05, 0.009622222222222221), (17, 0.0014166666666666666, 0.05923888888888888), (20, 0.0, 0.0067666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4011, 67.09996666666666, 10.100377777777776), (16088, 51.89858333333334, 6.13076111111111), (32192, 58.2, 11.633233333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 2, 2, 0, 0, 0]","[2, 0, 0, 0, 0, 0]"
20,"[30.15636634400596, 20.636879782769686, 17.373223263608715, 0.0, 0.0, 0.0]","[10, 9, 6, 0, 0, 0]","[787.2505903427982, 762.3836345169906, 979.4400407714232, 0, 0, 0]","[3241.749409657202, 7339.61636548301, 15131.559959228576, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1215, 1672, 2799, 0, 0, 0]","[8.747206829646876, 2.714582460225068, 3.306674233604966, 0.0, 0.0, 0.0]","[375.69253333333336, 466.3652666666667, 1136.1732666666664, 0, 0, 0]","[0.29933333333333334, 0.4121333333333333, 0.06480000000000001, 0, 0, 0]","[0.28479999999999994, 0.36306666666666665, 0.0648, 0, 0, 0]","[3919.3074666666666, 16713.634733333332, 33223.826733333335, 4295, 17180, 34360]","[371.7006666666667, 359.5878666666667, 376.47520000000003, 372.0, 360.0, 376.54]","[199.7152, 304.63693333333333, 266.6852, 200.0, 305.0, 266.75]","[(20, 8.333333333333333e-05, 0.009838888888888887), (18, 0.048633333333333334, 0.07072222222222221), (11, 0.0, 0.0009555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4006, 67.09991666666666, 10.100161111111111), (16087, 51.85136666666667, 6.119277777777778), (32201, 58.2, 11.639044444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 2, 4, 0, 0, 0]","[2, 0, 0, 0, 0, 0]"
