interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[13.47728965003723, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[543.2242706685897, 0, 0, 0, 0, 0]","[3485.7757293314103, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[543, 0, 0, 0, 0, 0]","[3.5155762514551805, 0.0, 0.0, 0.0, 0.0, 0.0]","[150.994, 0, 0, 0, 0, 0]","[0.0009333333333333333, 0, 0, 0, 0, 0]","[0.0008, 0, 0, 0, 0, 0]","[4144.006, 17180, 34360, 4295, 17180, 34360]","[371.9990666666667, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.9992, 305.0, 266.75, 200.0, 305.0, 266.75]","[(3, 0.0, 0.0006611111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109338888888889), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[32.86175229585505, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[888.1559754844038, 0, 0, 0, 0, 0]","[3140.844024515596, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1324, 0, 0, 0, 0, 0]","[4.199146294140474, 0.0, 0.0, 0.0, 0.0, 0.0]","[180.35333333333335, 0, 0, 0, 0, 0]","[0.07653333333333333, 0, 0, 0, 0, 0]","[0.002533333333333333, 0, 0, 0, 0, 0]","[4114.6466666666665, 17180, 34360, 4295, 17180, 34360]","[371.9234666666667, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99746666666667, 305.0, 266.75, 200.0, 305.0, 266.75]","[(6, 0.0, 0.007722222222222224), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.102277777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[43.360635393397864, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1069.1044218934562, 0, 0, 0, 0, 0]","[2959.895578106544, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1747, 0, 0, 0, 0, 0]","[6.3149926270857595, 0.0, 0.0, 0.0, 0.0, 0.0]","[271.2289333333334, 0, 0, 0, 0, 0]","[0.07640000000000001, 0, 0, 0, 0, 0]","[0.0026666666666666666, 0, 0, 0, 0, 0]","[4023.7710666666667, 17180, 34360, 4295, 17180, 34360]","[371.9236, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99733333333333, 305.0, 266.75, 200.0, 305.0, 266.75]","[(7, 0.0, 0.0007944444444444446), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109205555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[44.50235790518739, 15.41594667983214, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[855.5284791261961, 676.3704021294876, 0, 0, 0, 0]","[3173.471520873804, 7425.629597870512, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1793, 1249, 0, 0, 0, 0]","[5.257074117190531, 14.811081102056656, 0.0, 0.0, 0.0, 0.0]","[225.7913333333333, 2544.5437333333334, 0, 0, 0, 0]","[0.08586666666666666, 0.0013333333333333333, 0, 0, 0, 0]","[0.0026666666666666666, 0.002, 0, 0, 0, 0]","[4069.208666666667, 14635.456266666666, 34360, 4295, 17180, 34360]","[371.9141333333333, 359.9986666666667, 376.54, 372.0, 360.0, 376.54]","[199.99733333333333, 304.998, 266.75, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0016888888888888886), (1, 0.0, 0.00017777777777777779), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10831111111111), (16104, 51.900000000000006, 6.1898222222222214), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[36.51030032266071, 29.363120217230314, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[1059.6604728619689, 673.0779275711528, 0, 0, 0, 0]","[2969.3395271380314, 7428.922072428847, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1471, 2379, 0, 0, 0, 0]","[2.410834303453628, 31.453201396973224, 0.0, 0.0, 0.0, 0.0]","[103.54533333333333, 5403.66, 0, 0, 0, 0]","[0.009466666666666667, 0.0016, 0, 0, 0, 0]","[0.0, 0.0037333333333333333, 0, 0, 0, 0]","[4191.4546666666665, 11776.34, 34360, 4295, 17180, 34360]","[371.99053333333336, 359.9984, 376.54, 372.0, 360.0, 376.54]","[200.0, 304.99626666666666, 266.75, 200.0, 305.0, 266.75]","[(6, 0.0, 0.0011222222222222222), (3, 0.0, 0.00021666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108877777777778), (16102, 51.900000000000006, 6.189783333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[52.246214941672875, 13.934830905949147, 10.5517969089442, 0.0, 0.0, 0.0]","[4, 1, 1, 0, 0, 0]","[421.4356608994527, 774.2450027182396, 1397.7390594094966, 0, 0, 0]","[3607.5643391005474, 7327.754997281761, 14713.260940590504, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2105, 1129, 1700, 0, 0, 0]","[5.073952658129608, 13.793831587116804, 0.0, 0.0, 0.0, 0.0]","[217.92626666666666, 2369.7802666666666, 0.0, 0, 0, 0]","[0.009333333333333334, 0.0002666666666666667, 0.0, 0, 0, 0]","[0.0, 0.0013333333333333333, 0.0, 0, 0, 0]","[4077.073733333333, 14810.219733333333, 34360.0, 4295, 17180, 34360]","[371.99066666666664, 359.9997333333333, 376.54, 372.0, 360.0, 376.54]","[200.0, 304.9986666666667, 266.75, 200.0, 305.0, 266.75]","[(9, 0.0, 0.0016833333333333331), (2, 0.0, 7.222222222222222e-05), (2, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108316666666665), (16103, 51.900000000000006, 6.189927777777777), (32210, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[33.01067262347977, 57.19575413478154, 10.5517969089442, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[1222.7627999648553, 3320.0451977302478, 1700.3789519328436, 0, 0, 0]","[2806.2372000351447, 4781.954802269753, 14410.621048067156, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1330, 4634, 1700, 0, 0, 0]","[10.705443538998836, 12.40223826154443, 0.008137369033760186, 0.0, 0.0, 0.0]","[459.79879999999997, 2130.704533333333, 2.796, 0, 0, 0]","[0.0, 0.019333333333333334, 0.0, 0, 0, 0]","[0.0044, 0.002533333333333334, 0.0, 0, 0, 0]","[3835.2012, 15049.295466666666, 34357.204, 4295, 17180, 34360]","[372.0, 359.98066666666665, 376.54, 372.0, 360.0, 376.54]","[199.9956, 304.99746666666664, 266.75, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0013166666666666667), (8, 0.0032, 0.004277777777777778), (2, 0.0, 5.555555555555555e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108683333333333), (16097, 51.896800000000006, 6.185722222222222), (32210, 58.2, 11.639944444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[50.732191610821545, 43.26092322883239, 26.15604245546521, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1560.4907493798962, 1617.8045573067006, 1547.3700596382855, 0, 0, 0]","[2468.5092506201036, 6484.195442693299, 14563.629940361714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2044, 3505, 4214, 0, 0, 0]","[4.198424081157492, 0.5889771051610401, 0.28482499029879704, 0.0, 0.0, 0.0]","[180.3223142857143, 101.18626666666668, 97.86586666666666, 0, 0, 0]","[0.0, 0.018666666666666668, 0.009466666666666667, 0, 0, 0]","[0.0041333333333333335, 0.00026666666666666673, 0.00013333333333333337, 0, 0, 0]","[4114.677685714286, 17078.813733333332, 34262.13413333333, 4295, 17180, 34360]","[372.0, 359.98133333333334, 376.5305333333334, 372.0, 360.0, 376.54]","[199.99586666666667, 304.9997333333333, 266.74986666666666, 200.0, 305.0, 266.75]","[(6, 0.008016666666666667, 0.0015452380952380952), (6, 0.0, 0.002088888888888889), (4, 0.0, 0.0010999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09198333333333, 10.108454761904762), (16099, 51.900000000000006, 6.18791111111111), (32208, 58.2, 11.6389), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[67.73392901464383, 32.23895334485312, 26.019489789584753, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[1302.6484946931114, 1492.3284750611547, 2720.1357724822683, 0, 0, 0]","[2726.3515053068886, 6609.671524938845, 13390.864227517732, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2729, 2612, 4192, 0, 0, 0]","[22.227571594877762, 0.716139697322468, 0.47200116414435384, 0.0, 0.0, 0.0]","[954.6741999999999, 123.03280000000001, 162.1796, 0, 0, 0]","[0.012666666666666666, 0.0184, 0.0188, 0, 0, 0]","[0.03986666666666667, 0.00013333333333333337, 0.00026666666666666673, 0, 0, 0]","[3340.3258, 17056.9672, 34197.8204, 4295, 17180, 34360]","[371.9873333333333, 359.9816, 376.5212, 372.0, 360.0, 376.54]","[199.96013333333335, 304.99986666666666, 266.7497333333333, 200.0, 305.0, 266.75]","[(7, 0.0, 0.004651587301587302), (3, 0.0, 0.002138888888888889), (5, 0.0, 0.0021555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.105348412698412), (16102, 51.900000000000006, 6.18786111111111), (32207, 58.2, 11.637844444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[46.9843633655994, 43.186867440138236, 37.30991248215505, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[474.53904722084934, 1861.139479002976, 3062.847641470479, 0, 0, 0]","[3554.460952779151, 6240.860520997024, 13048.152358529522, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1893, 3499, 6011, 0, 0, 0]","[16.772284051222353, 3.7434544043461395, 0.4557252619324796, 0.0, 0.0, 0.0]","[720.3696, 643.1254666666667, 156.5872, 0, 0, 0]","[0.011866666666666664, 2.0136000000000003, 0.018666666666666665, 0, 0, 0]","[0.038933333333333334, 0.014133333333333333, 0.0004, 0, 0, 0]","[3574.6304, 16536.87453333333, 34203.4128, 4295, 17180, 34360]","[371.98813333333334, 357.9864, 376.52133333333336, 372.0, 360.0, 376.54]","[199.96106666666665, 304.98586666666665, 266.7496, 200.0, 305.0, 266.75]","[(6, 0.0, 0.003577777777777778), (8, 0.0, 0.0026666666666666666), (6, 0.0, 0.0026833333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.106422222222221), (16097, 51.900000000000006, 6.187333333333333), (32206, 58.2, 11.637316666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
