interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ram_s,ram_r,ram_w,ramavailable_s,ramavailable_r,ramavailable_w,disk,diskavailable,cpufailures,ramfailures
1,"[13.973690742119633, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[166.15920635027632, 0, 0, 0, 0, 0]","[3862.8407936497238, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[563, 0, 0, 0, 0, 0]","[0.9317687233216918, 0.0, 0.0, 0.0, 0.0, 0.0]","[40.01946666666666, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[4254.980533333333, 17180, 34360, 4295, 17180, 34360]","[372.0, 360.0, 376.54, 372.0, 360.0, 376.54]","[200.0, 305.0, 266.75, 200.0, 305.0, 266.75]","[(3, 0.0, 2.2222222222222223e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109977777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,"[24.398113675850087, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[396.6300035307897, 0, 0, 0, 0, 0]","[3632.3699964692105, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[983, 0, 0, 0, 0, 0]","[2.5003492433061703, 0.0, 0.0, 0.0, 0.0, 0.0]","[107.39000000000001, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[0.0, 0, 0, 0, 0, 0]","[4187.61, 17180, 34360, 4295, 17180, 34360]","[372.0, 360.0, 376.54, 372.0, 360.0, 376.54]","[200.0, 305.0, 266.75, 200.0, 305.0, 266.75]","[(5, 5e-05, 0.00012222222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09994999999999, 10.109877777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,"[29.932985852568876, 15.502345099975315, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[890.8090675902388, 1256.0025722833768, 0, 0, 0, 0]","[3138.1909324097614, 6845.997427716623, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1206, 1256, 0, 0, 0, 0]","[4.551105937136205, 3.548146682188592, 0.0, 0.0, 0.0, 0.0]","[195.46999999999997, 609.5716, 0, 0, 0, 0]","[0.012666666666666665, 0.0, 0, 0, 0, 0]","[0.009733333333333332, 0.0068, 0, 0, 0, 0]","[4099.53, 16570.4284, 34360, 4295, 17180, 34360]","[371.9873333333333, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.99026666666666, 304.9932, 266.75, 200.0, 305.0, 266.75]","[(4, 0.0, 0.00043333333333333337), (2, 0.0, 0.0001277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109566666666666), (16103, 51.900000000000006, 6.189872222222221), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,"[44.25415735914619, 15.502345099975315, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1029.618806085854, 633.892881971301, 0, 0, 0, 0]","[2999.381193914146, 7468.107118028699, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1783, 1256, 0, 0, 0, 0]","[5.452377182770664, 4.524700814901047, 0.0, 0.0, 0.0, 0.0]","[234.17960000000002, 777.3435999999999, 0, 0, 0, 0]","[0.04999999999999999, 0.0, 0, 0, 0, 0]","[0.04186666666666666, 0.007466666666666666, 0, 0, 0, 0]","[4060.8204, 16402.6564, 34360, 4295, 17180, 34360]","[371.95, 360.0, 376.54, 372.0, 360.0, 376.54]","[199.95813333333334, 304.9925333333333, 266.75, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0013222222222222222), (2, 0.0, 6.666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108677777777777), (16103, 51.900000000000006, 6.189933333333332), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,"[44.527177959791516, 26.117008146136754, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[759.9064624413783, 860.8075397068225, 0, 0, 0, 0]","[3269.093537558622, 7241.192460293178, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1794, 2116, 0, 0, 0, 0]","[4.475833915405511, 4.662025611175786, 0.0, 0.0, 0.0, 0.0]","[192.2370666666667, 800.936, 0, 0, 0, 0]","[0.0096, 0.041466666666666666, 0, 0, 0, 0]","[0.0005333333333333334, 0.046266666666666664, 0, 0, 0, 0]","[4102.762933333333, 16379.064, 34360, 4295, 17180, 34360]","[371.9904, 359.9585333333333, 376.54, 372.0, 360.0, 376.54]","[199.99946666666668, 304.95373333333333, 266.75, 200.0, 305.0, 266.75]","[(4, 0.055383333333333326, 0.020927777777777778), (5, 0.0, 2.7777777777777776e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.04461666666666, 10.08907222222222), (16100, 51.900000000000006, 6.189972222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
6,"[37.7264829982626, 21.29103924956801, 12.420085655763142, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[732.0996132746318, 579.1568428921917, 2001.543193618997, 0, 0, 0]","[3296.900386725368, 7522.843157107808, 14109.456806381004, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1520, 1725, 2001, 0, 0, 0]","[5.371017462165308, 19.37952114862243, 0.2400679084206441, 0.0, 0.0, 0.0]","[230.68519999999998, 3329.4017333333336, 82.48733333333331, 0, 0, 0]","[0.009733333333333333, 1.6093333333333335, 0.00013333333333333337, 0, 0, 0]","[0.00013333333333333337, 0.05573333333333333, 0.00013333333333333337, 0, 0, 0]","[4064.3148, 13850.598266666666, 34277.51266666667, 4295, 17180, 34360]","[371.9902666666667, 358.3906666666667, 376.5398666666667, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9442666666667, 266.74986666666666, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0012777777777777776), (6, 0.0, 0.00014444444444444444), (3, 0.00065, 0.00020555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108722222222221), (16099, 51.900000000000006, 6.189855555555555), (32209, 58.19935, 11.639794444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
7,"[33.92901464383222, 24.67292026660084, 23.238780957110052, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[834.6481443241532, 1727.6807629863324, 126.12688022292923, 0, 0, 0]","[3194.3518556758468, 6374.319237013668, 15984.87311977707, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1367, 1999, 3744, 0, 0, 0]","[2.441337989910749, 18.058124951493987, 0.7568242142025611, 0.0, 0.0, 0.0]","[104.85546666666666, 3102.385866666667, 260.0448, 0, 0, 0]","[0.0002666666666666667, 0.19279999999999997, 0.0036, 0, 0, 0]","[0.0008, 0.0038666666666666667, 0.004533333333333333, 0, 0, 0]","[4190.144533333333, 14077.614133333333, 34099.9552, 4295, 17180, 34360]","[371.9997333333333, 359.8072, 376.5364, 372.0, 360.0, 376.54]","[199.9992, 304.9961333333333, 266.7454666666667, 200.0, 305.0, 266.75]","[(5, 0.00065, 0.0002666666666666667), (5, 0.0, 0.0012222222222222224), (5, 0.0, 0.001011111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09935, 10.109733333333333), (16100, 51.900000000000006, 6.188777777777777), (32207, 58.2, 11.638988888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
8,"[34.99627699180938, 36.9785238212787, 10.812488361988704, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[728.0384204583943, 2267.5711781039913, 0, 0, 0, 0]","[3300.9615795416057, 5834.428821896008, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1410, 2996, 1742, 0, 0, 0]","[3.4565246410554904, 19.79150407450524, 0.6347590221187428, 0.0, 0.0, 0.0]","[148.45773333333332, 3400.1804000000006, 218.10320000000002, 0, 0, 0]","[0.00013333333333333337, 2.0046666666666666, 0.0028, 0, 0, 0]","[0.00013333333333333337, 0.016, 0.004, 0, 0, 0]","[4146.542266666666, 13779.819599999999, 34141.8968, 4295, 17180, 34360]","[371.99986666666666, 357.99533333333335, 376.53720000000004, 372.0, 360.0, 376.54]","[199.99986666666666, 304.984, 266.746, 200.0, 305.0, 266.75]","[(5, 0.0, 0.00023333333333333333), (8, 0.0, 0.00165), (2, 0.0, 0.0005999999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109766666666665), (16097, 51.900000000000006, 6.18835), (32210, 58.2, 11.639399999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
9,"[38.0987838173244, 48.88916316958776, 0.0, 0.0, 0.0, 0.0]","[3, 4, 0, 0, 0, 0]","[742.2766846035954, 965.1748065231225, 0, 0, 0, 0]","[3286.7233153964044, 7136.825193476878, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1535, 3961, 0, 0, 0, 0]","[1.2653907644547924, 19.168945285215365, 0.0, 0.0, 0.0, 0.0]","[54.34853333333333, 3293.2248, 0, 0, 0, 0]","[0.00013333333333333337, 1.5697333333333332, 0, 0, 0, 0]","[0.00013333333333333337, 0.016933333333333335, 0, 0, 0, 0]","[4240.651466666666, 13886.7752, 34360, 4295, 17180, 34360]","[371.99986666666666, 358.4302666666667, 376.54, 372.0, 360.0, 376.54]","[199.99986666666666, 304.9830666666667, 266.75, 200.0, 305.0, 266.75]","[(7, 0.0, 0.00016111111111111114), (9, 0.0, 0.002183333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109838888888888), (16096, 51.900000000000006, 6.1878166666666665), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
10,"[42.591213700670146, 22.006911873611454, 42.72857054186581, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[251.15514745673997, 273.62722163552644, 4045.7178304978274, 0, 0, 0]","[3777.84485254326, 7828.372778364474, 12065.282169502172, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1716, 1783, 6884, 0, 0, 0]","[3.259216142801707, 0.7405409390764456, 8.259003104384943, 0.0, 0.0, 0.0]","[139.98333333333332, 127.22493333333334, 2837.7934666666665, 0, 0, 0]","[0.009466666666666667, 0.014, 0.039466666666666664, 0, 0, 0]","[0.00013333333333333337, 0.0041333333333333335, 0.004666666666666667, 0, 0, 0]","[4155.016666666666, 17052.775066666665, 31522.206533333334, 4295, 17180, 34360]","[371.99053333333336, 359.986, 376.50053333333335, 372.0, 360.0, 376.54]","[199.99986666666666, 304.99586666666664, 266.74533333333335, 200.0, 305.0, 266.75]","[(5, 0.0, 0.0010833333333333333), (3, 0.0, 0.0012444444444444445), (5, 0.05115, 0.03772777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108916666666666), (16102, 51.900000000000006, 6.188755555555555), (32207, 58.14885, 11.60227222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
