interval,totalcontainers,newcontainers,deployed,migrations,inqueue
121,355,4,4,4,0
122,357,2,2,2,0
123,360,3,3,3,0
124,364,4,4,4,0
125,366,2,2,2,0
126,369,3,3,3,0
127,372,3,3,3,0
128,375,3,3,3,0
129,378,3,3,3,0
130,381,3,3,3,0
131,382,1,1,1,0
132,387,5,5,5,0
133,390,3,3,3,0
134,391,1,1,1,0
135,396,5,5,5,0
136,397,1,1,1,0
137,401,4,4,4,0
138,405,4,4,4,0
139,409,4,4,4,0
140,411,2,2,2,0
141,416,5,5,5,0
142,419,3,3,3,0
143,422,3,3,3,0
144,425,3,3,4,0
145,427,2,2,2,0
146,430,3,3,3,0
147,433,3,3,3,0
148,435,2,2,2,0
149,439,4,4,4,0
150,442,3,3,3,0
151,444,2,2,2,0
152,449,5,5,5,0
153,451,2,2,2,0
154,452,1,1,1,0
155,457,5,5,5,0
156,459,2,2,2,0
157,462,3,3,3,0
158,466,4,4,4,0
159,469,3,3,3,0
160,472,3,3,3,0
161,474,2,2,2,0
162,478,4,4,4,0
163,480,2,2,2,0
164,482,2,2,2,0
165,486,4,4,4,0
166,488,2,2,2,0
167,491,3,3,3,0
168,495,4,4,4,0
169,498,3,3,3,0
170,502,4,4,4,0
171,505,3,3,3,0
172,507,2,2,2,0
173,512,5,5,5,0
174,514,2,2,2,0
175,516,2,2,2,0
176,518,2,2,2,0
177,520,2,2,2,0
178,524,4,4,4,0
179,527,3,3,3,0
180,532,5,5,5,0
181,534,2,2,2,0
182,538,4,4,4,0
183,541,3,3,3,0
184,543,2,2,2,0
185,547,4,4,4,0
186,550,3,3,3,0
187,553,3,3,3,0
188,557,4,4,4,0
189,560,3,3,4,0
190,563,3,3,3,0
191,564,1,1,2,0
192,567,3,3,3,0
193,572,5,5,5,0
194,573,1,1,1,0
195,576,3,3,3,0
196,579,3,3,3,0
197,582,3,3,3,0
198,584,2,2,2,0
199,589,5,5,5,0
200,591,2,2,2,0
201,595,4,4,4,0
202,596,1,1,1,0
203,602,6,6,6,0
204,603,1,1,1,0
205,608,5,5,5,0
206,610,2,2,2,0
207,612,2,2,2,0
208,617,5,5,5,0
209,619,2,2,2,0
210,622,3,3,3,0
211,626,4,4,4,0
212,627,1,1,1,0
213,630,3,3,3,0
214,634,4,4,4,0
215,637,3,3,3,0
216,639,2,2,2,0
217,644,5,5,5,0
218,646,2,2,2,0
219,649,3,3,3,0
220,652,3,3,3,0
221,654,2,2,2,0
222,659,5,5,5,0
223,662,3,3,3,0
224,665,3,3,3,0
225,667,2,2,2,0
226,671,4,4,4,0
227,673,2,2,2,0
228,676,3,3,3,0
229,678,2,2,2,0
230,681,3,3,3,0
231,685,4,4,4,0
232,687,2,2,2,0
233,690,3,3,3,0
234,693,3,3,3,0
235,697,4,4,4,0
236,699,2,2,2,0
237,701,2,2,3,0
238,707,6,6,6,0
239,708,1,1,3,0
240,711,3,3,3,0
241,713,2,2,2,0
242,716,3,3,3,0
243,721,5,5,5,0
244,724,3,3,3,0
245,726,2,2,2,0
246,731,5,5,5,0
247,732,1,1,1,0
248,735,3,3,3,0
249,738,3,3,3,0
250,740,2,2,2,0
251,743,3,3,3,0
252,746,3,3,3,0
253,750,4,4,4,0
254,752,2,2,2,0
255,757,5,5,5,0
256,761,4,4,4,0
257,764,3,3,3,0
258,766,2,2,2,0
259,769,3,3,3,0
260,771,2,2,2,0
261,774,3,3,3,0
262,777,3,3,3,0
263,782,5,5,5,0
264,783,1,1,2,0
265,786,3,3,3,0
266,790,4,4,4,0
267,791,1,1,1,0
268,795,4,4,4,0
269,797,2,2,2,0
270,800,3,3,3,0
271,804,4,4,4,0
272,807,3,3,3,0
273,812,5,5,5,0
274,815,3,3,3,0
275,816,1,1,1,0
276,820,4,4,4,0
277,823,3,3,3,0
278,824,1,1,1,0
279,826,2,2,2,0
280,830,4,4,4,0
281,833,3,3,3,0
282,837,4,4,4,0
283,840,3,3,3,0
284,844,4,4,4,0
285,847,3,3,3,0
286,849,2,2,2,0
287,854,5,5,5,0
288,857,3,3,3,0
289,858,1,1,1,0
290,860,2,2,2,0
291,863,3,3,3,0
292,867,4,4,4,0
293,870,3,3,3,0
294,872,2,2,2,0
295,875,3,3,3,0
296,880,5,5,5,0
297,883,3,3,3,0
298,885,2,2,2,0
299,888,3,3,3,0
300,892,4,4,4,0
301,895,3,3,3,0
302,897,2,2,2,0
303,901,4,4,4,0
304,903,2,2,2,0
305,908,5,5,5,0
306,910,2,2,2,0
307,913,3,3,3,0
308,916,3,3,3,0
309,919,3,3,3,0
310,920,1,1,1,0
311,923,3,3,3,0
312,926,3,3,3,0
313,930,4,4,4,0
314,932,2,2,2,0
315,936,4,4,4,0
316,938,2,2,2,0
317,942,4,4,4,0
318,945,3,3,3,0
319,947,2,2,2,0
320,952,5,5,5,0
321,954,2,2,2,0
322,958,4,4,4,0
323,960,2,2,2,0
324,965,5,5,5,0
325,966,1,1,1,0
326,970,4,4,4,0
327,973,3,3,3,0
328,976,3,3,3,0
329,979,3,3,3,0
330,981,2,2,2,0
331,982,1,1,1,0
332,987,5,5,5,0
333,991,4,4,4,0
334,993,2,2,3,0
335,996,3,3,4,0
336,999,3,3,3,0
337,1003,4,4,4,0
338,1005,2,2,2,0
339,1009,4,4,4,0
340,1012,3,3,3,0
341,1014,2,2,2,0
342,1018,4,4,4,0
343,1020,2,2,2,0
344,1024,4,4,4,0
345,1027,3,3,3,0
346,1029,2,2,2,0
347,1032,3,3,3,0
348,1036,4,4,4,0
349,1038,2,2,2,0
350,1042,4,4,4,0
351,1045,3,3,3,0
352,1048,3,3,3,0
353,1051,3,3,3,0
354,1053,2,2,2,0
355,1056,3,3,3,0
356,1059,3,3,3,0
357,1061,2,2,2,0
358,1065,4,4,4,0
359,1070,5,5,5,0
360,1072,2,2,3,0
361,1074,2,2,2,0
362,1079,5,5,5,0
363,1081,2,2,2,0
364,1084,3,3,3,0
365,1087,3,3,3,0
366,1090,3,3,3,0
367,1092,2,2,2,0
368,1096,4,4,4,0
369,1098,2,2,2,0
370,1102,4,4,4,0
371,1105,3,3,3,0
372,1107,2,2,2,0
373,1110,3,3,3,0
374,1113,3,3,3,0
375,1116,3,3,3,0
376,1122,6,6,6,0
377,1124,2,2,2,0
378,1125,1,1,1,0
379,1130,5,5,5,0
380,1131,1,1,1,0
381,1136,5,5,5,0
382,1138,2,2,2,0
383,1140,2,2,2,0
384,1144,4,4,4,0
385,1145,1,1,1,0
386,1149,4,4,4,0
387,1151,2,2,2,0
388,1155,4,4,4,0
389,1158,3,3,3,0
390,1161,3,3,3,0
391,1163,2,2,2,0
392,1166,3,3,3,0
393,1168,2,2,2,0
394,1174,6,6,6,0
395,1175,1,1,1,0
396,1179,4,4,4,0
397,1183,4,4,4,0
398,1186,3,3,3,0
399,1189,3,3,3,0
400,1193,4,4,4,0
401,1194,1,1,1,0
402,1196,2,2,2,0
403,1201,5,5,5,0
404,1204,3,3,3,0
405,1206,2,2,3,0
406,1209,3,3,4,0
407,1212,3,3,4,0
408,1217,5,5,7,0
409,1220,3,3,3,0
410,1221,1,1,1,0
411,1224,3,3,3,0
412,1228,4,4,4,0
413,1230,2,2,2,0
414,1233,3,3,3,0
415,1237,4,4,4,0
416,1239,2,2,2,0
417,1242,3,3,3,0
418,1247,5,5,5,0
419,1248,1,1,1,0
420,1252,4,4,4,0
421,1255,3,3,3,0
422,1258,3,3,3,0
423,1261,3,3,3,0
424,1264,3,3,3,0
425,1266,2,2,2,0
426,1270,4,4,4,0
427,1274,4,4,4,0
428,1275,1,1,1,0
429,1279,4,4,4,0
430,1282,3,3,3,0
431,1285,3,3,4,0
432,1287,2,2,2,0
433,1291,4,4,4,0
434,1293,2,2,2,0
435,1296,3,3,3,0
436,1300,4,4,4,0
437,1302,2,2,2,0
438,1306,4,4,4,0
439,1308,2,2,2,0
440,1311,3,3,3,0
441,1315,4,4,4,0
442,1318,3,3,3,0
443,1321,3,3,3,0
444,1323,2,2,2,0
445,1327,4,4,4,0
446,1330,3,3,3,0
447,1334,4,4,4,0
448,1335,1,1,1,0
449,1338,3,3,3,0
450,1341,3,3,3,0
451,1344,3,3,3,0
452,1348,4,4,4,0
453,1350,2,2,2,0
454,1353,3,3,3,0
455,1358,5,5,5,0
456,1360,2,2,2,0
457,1362,2,2,2,0
458,1366,4,4,4,0
459,1368,2,2,2,0
460,1373,5,5,5,0
461,1375,2,2,2,0
462,1378,3,3,3,0
463,1380,2,2,2,0
464,1382,2,2,2,0
465,1386,4,4,4,0
466,1388,2,2,2,0
467,1393,5,5,5,0
468,1395,2,2,2,0
469,1397,2,2,2,0
470,1401,4,4,4,0
471,1406,5,5,5,0
472,1407,1,1,1,0
473,1410,3,3,3,0
474,1414,4,4,4,0
475,1416,2,2,2,0
476,1417,1,1,1,0
477,1423,6,6,6,0
478,1425,2,2,3,0
479,1431,6,6,6,0
480,1432,1,1,2,0
481,1435,3,3,3,0
482,1439,4,4,4,0
483,1440,1,1,1,0
484,1443,3,3,3,0
485,1447,4,4,4,0
486,1449,2,2,2,0
487,1452,3,3,3,0
488,1453,1,1,1,0
489,1459,6,6,6,0
490,1461,2,2,2,0
491,1465,4,4,4,0
492,1468,3,3,3,0
493,1470,2,2,2,0
494,1473,3,3,3,0
495,1476,3,3,3,0
496,1478,2,2,2,0
497,1481,3,3,3,0
498,1488,7,7,7,0
499,1489,1,1,1,0
500,1492,3,3,3,0
501,1494,2,2,2,0
502,1497,3,3,3,0
503,1501,4,4,4,0
504,1503,2,2,3,0
505,1507,4,4,4,0
506,1510,3,3,3,0
507,1512,2,2,2,0
508,1517,5,5,5,0
509,1520,3,3,3,0
510,1521,1,1,1,0
511,1525,4,4,4,0
512,1527,2,2,2,0
513,1530,3,3,3,0
514,1533,3,3,3,0
515,1536,3,3,3,0
516,1539,3,3,3,0
517,1542,3,3,3,0
518,1546,4,4,4,0
519,1550,4,4,4,0
520,1552,2,2,2,0
521,1555,3,3,3,0
522,1558,3,3,3,0
523,1561,3,3,3,0
524,1562,1,1,1,0
525,1566,4,4,4,0
526,1569,3,3,3,0
527,1572,3,3,3,0
528,1575,3,3,3,0
529,1578,3,3,3,0
530,1582,4,4,4,0
531,1583,1,1,1,0
532,1586,3,3,3,0
533,1590,4,4,4,0
534,1593,3,3,3,0
535,1597,4,4,4,0
536,1600,3,3,3,0
537,1604,4,4,4,0
538,1606,2,2,2,0
539,1609,3,3,3,0
540,1612,3,3,3,0
541,1616,4,4,4,0
542,1618,2,2,2,0
543,1621,3,3,3,0
544,1626,5,5,5,0
545,1627,1,1,1,0
546,1628,1,1,1,0
547,1632,4,4,4,0
548,1634,2,2,2,0
549,1638,4,4,4,0
550,1641,3,3,4,0
551,1642,1,1,2,0
552,1648,6,6,6,0
553,1651,3,3,3,0
554,1653,2,2,2,0
555,1657,4,4,4,0
556,1660,3,3,3,0
557,1664,4,4,4,0
558,1667,3,3,3,0
559,1669,2,2,2,0
560,1671,2,2,2,0
561,1675,4,4,4,0
562,1677,2,2,2,0
563,1679,2,2,2,0
564,1682,3,3,3,0
565,1686,4,4,4,0
566,1689,3,3,3,0
567,1692,3,3,3,0
568,1697,5,5,5,0
569,1699,2,2,2,0
570,1702,3,3,3,0
571,1704,2,2,2,0
572,1709,5,5,5,0
573,1710,1,1,1,0
574,1713,3,3,3,0
575,1717,4,4,4,0
576,1719,2,2,3,0
577,1722,3,3,3,0
578,1725,3,3,3,0
579,1728,3,3,3,0
580,1732,4,4,4,0
581,1734,2,2,2,0
582,1738,4,4,4,0
583,1741,3,3,3,0
584,1744,3,3,3,0
585,1747,3,3,3,0
586,1749,2,2,2,0
587,1753,4,4,4,0
588,1755,2,2,2,0
589,1757,2,2,2,0
590,1760,3,3,3,0
591,1764,4,4,4,0
592,1767,3,3,3,0
593,1769,2,2,2,0
594,1774,5,5,5,0
595,1778,4,4,4,0
596,1781,3,3,3,0
597,1783,2,2,2,0
598,1786,3,3,3,0
599,1787,1,1,2,0
600,1791,4,4,4,0
601,1794,3,3,3,0
602,1796,2,2,2,0
603,1801,5,5,5,0
604,1804,3,3,3,0
605,1808,4,4,4,0
606,1809,1,1,1,0
607,1811,2,2,2,0
608,1816,5,5,5,0
609,1819,3,3,3,0
610,1821,2,2,2,0
611,1825,4,4,4,0
612,1827,2,2,2,0
613,1831,4,4,4,0
614,1832,1,1,1,0
615,1837,5,5,5,0
616,1839,2,2,2,0
617,1842,3,3,3,0
618,1846,4,4,4,0
619,1849,3,3,3,0
620,1852,3,3,3,0
621,1854,2,2,2,0
622,1857,3,3,3,0
623,1861,4,4,4,0
624,1864,3,3,3,0
625,1867,3,3,3,0
626,1869,2,2,2,0
627,1873,4,4,4,0
628,1875,2,2,2,0
629,1879,4,4,4,0
630,1881,2,2,2,0
631,1885,4,4,4,0
632,1887,2,2,2,0
633,1891,4,4,4,0
634,1894,3,3,3,0
635,1898,4,4,4,0
636,1899,1,1,1,0
637,1902,3,3,3,0
638,1904,2,2,2,0
639,1906,2,2,2,0
640,1911,5,5,5,0
641,1913,2,2,2,0
642,1916,3,3,3,0
643,1917,1,1,1,0
644,1923,6,6,6,0
645,1926,3,3,4,0
646,1929,3,3,3,0
647,1933,4,4,4,0
648,1936,3,3,3,0
649,1939,3,3,3,0
650,1942,3,3,3,0
651,1944,2,2,2,0
652,1949,5,5,5,0
653,1951,2,2,2,0
654,1952,1,1,1,0
655,1956,4,4,4,0
656,1960,4,4,4,0
657,1963,3,3,3,0
658,1966,3,3,3,0
659,1971,5,5,5,0
660,1972,1,1,1,0
661,1976,4,4,4,0
662,1978,2,2,2,0
663,1981,3,3,3,0
664,1984,3,3,3,0
665,1986,2,2,2,0
666,1989,3,3,3,0
667,1992,3,3,3,0
668,1996,4,4,4,0
669,1999,3,3,3,0
670,2002,3,3,3,0
671,2003,1,1,2,0
672,2008,5,5,5,0
673,2010,2,2,2,0
674,2012,2,2,2,0
675,2016,4,4,4,0
676,2020,4,4,4,0
677,2022,2,2,2,0
678,2025,3,3,3,0
679,2029,4,4,4,0
680,2032,3,3,3,0
681,2035,3,3,3,0
682,2037,2,2,2,0
683,2042,5,5,5,0
684,2044,2,2,2,0
685,2045,1,1,1,0
686,2049,4,4,4,0
687,2053,4,4,4,0
688,2055,2,2,2,0
689,2060,5,5,5,0
690,2062,2,2,2,0
691,2064,2,2,2,0
692,2068,4,4,4,0
693,2071,3,3,3,0
694,2074,3,3,3,0
695,2077,3,3,3,0
696,2081,4,4,4,0
697,2084,3,3,3,0
698,2087,3,3,3,0
699,2090,3,3,3,0
700,2092,2,2,2,0
701,2095,3,3,3,0
702,2098,3,3,3,0
703,2101,3,3,3,0
704,2103,2,2,2,0
705,2105,2,2,2,0
706,2108,3,3,3,0
707,2114,6,6,6,0
708,2115,1,1,1,0
709,2117,2,2,2,0
710,2122,5,5,5,0
711,2124,2,2,2,0
712,2127,3,3,3,0
713,2130,3,3,3,0
714,2133,3,3,3,0
715,2135,2,2,2,0
716,2139,4,4,4,0
717,2143,4,4,4,0
718,2144,1,1,2,0
719,2149,5,5,6,0
720,2151,2,2,2,0
721,2154,3,3,3,0
722,2157,3,3,3,0
723,2159,2,2,2,0
724,2163,4,4,4,0
725,2166,3,3,3,0
726,2168,2,2,2,0
727,2172,4,4,4,0
728,2176,4,4,4,0
729,2178,2,2,2,0
730,2183,5,5,5,0
731,2185,2,2,2,0
732,2187,2,2,2,0
733,2191,4,4,4,0
734,2194,3,3,3,0
735,2197,3,3,3,0
736,2199,2,2,2,0
737,2202,3,3,3,0
738,2206,4,4,4,0
739,2209,3,3,3,0
740,2212,3,3,3,0
741,2215,3,3,3,0
742,2219,4,4,4,0
743,2220,1,1,2,0
744,2224,4,4,4,0
745,2226,2,2,2,0
746,2231,5,5,5,0
747,2233,2,2,2,0
748,2236,3,3,3,0
749,2238,2,2,2,0
750,2241,3,3,3,0
751,2243,2,2,2,0
752,2245,2,2,2,0
753,2250,5,5,5,0
754,2252,2,2,2,0
755,2256,4,4,4,0
756,2259,3,3,3,0
757,2262,3,3,3,0
758,2266,4,4,4,0
759,2269,3,3,3,0
760,2271,2,2,2,0
761,2274,3,3,3,0
762,2279,5,5,5,0
763,2280,1,1,1,0
764,2284,4,4,4,0
765,2289,5,5,5,0
766,2291,2,2,2,0
767,2293,2,2,2,0
768,2296,3,3,3,0
769,2299,3,3,3,0
770,2301,2,2,2,0
771,2304,3,3,3,0
772,2307,3,3,3,0
773,2309,2,2,2,0
774,2313,4,4,4,0
775,2316,3,3,3,0
776,2319,3,3,3,0
777,2322,3,3,3,0
778,2327,5,5,5,0
779,2329,2,2,2,0
780,2331,2,2,2,0
781,2334,3,3,3,0
782,2337,3,3,3,0
783,2339,2,2,2,0
784,2342,3,3,3,0
785,2347,5,5,5,0
786,2351,4,4,4,0
787,2352,1,1,2,0
788,2356,4,4,4,0
789,2358,2,2,2,0
790,2361,3,3,3,0
791,2364,3,3,4,0
792,2367,3,3,3,0
793,2371,4,4,4,0
794,2376,5,5,5,0
795,2378,2,2,2,0
796,2380,2,2,2,0
797,2384,4,4,4,0
798,2385,1,1,1,0
799,2388,3,3,3,0
800,2393,5,5,5,0
801,2394,1,1,1,0
802,2398,4,4,4,0
803,2401,3,3,3,0
804,2403,2,2,2,0
805,2406,3,3,3,0
806,2410,4,4,4,0
807,2413,3,3,3,0
808,2416,3,3,3,0
809,2420,4,4,4,0
810,2422,2,2,2,0
811,2425,3,3,3,0
812,2429,4,4,4,0
813,2431,2,2,2,0
814,2435,4,4,4,0
815,2437,2,2,2,0
816,2438,1,1,2,0
817,2442,4,4,4,0
818,2445,3,3,3,0
819,2447,2,2,2,0
820,2451,4,4,4,0
821,2454,3,3,3,0
822,2458,4,4,4,0
823,2460,2,2,2,0
824,2462,2,2,2,0
825,2467,5,5,5,0
826,2469,2,2,2,0
827,2473,4,4,4,0
828,2476,3,3,3,0
829,2479,3,3,3,0
830,2482,3,3,3,0
831,2484,2,2,2,0
832,2486,2,2,2,0
833,2490,4,4,4,0
834,2492,2,2,2,0
835,2494,2,2,2,0
836,2498,4,4,4,0
837,2499,1,1,2,0
838,2503,4,4,4,0
839,2508,5,5,6,0
840,2510,2,2,3,0
841,2515,5,5,5,0
842,2517,2,2,2,0
843,2521,4,4,4,0
844,2523,2,2,2,0
845,2527,4,4,4,0
846,2529,2,2,2,0
847,2532,3,3,3,0
848,2535,3,3,3,0
849,2540,5,5,5,0
850,2542,2,2,2,0
851,2545,3,3,3,0
852,2547,2,2,2,0
853,2550,3,3,3,0
854,2554,4,4,4,0
855,2557,3,3,3,0
856,2560,3,3,3,0
857,2562,2,2,2,0
858,2567,5,5,5,0
859,2568,1,1,1,0
860,2573,5,5,5,0
861,2575,2,2,2,0
862,2578,3,3,3,0
863,2579,1,1,2,0
864,2585,6,6,6,0
865,2587,2,2,2,0
866,2589,2,2,2,0
867,2592,3,3,3,0
868,2595,3,3,3,0
869,2599,4,4,4,0
870,2600,1,1,1,0
871,2604,4,4,4,0
872,2606,2,2,2,0
873,2609,3,3,3,0
874,2613,4,4,4,0
875,2617,4,4,4,0
876,2619,2,2,2,0
877,2623,4,4,4,0
878,2626,3,3,3,0
879,2628,2,2,2,0
880,2631,3,3,3,0
881,2636,5,5,5,0
882,2637,1,1,1,0
883,2640,3,3,3,0
884,2644,4,4,4,0
885,2648,4,4,4,0
886,2649,1,1,1,0
887,2654,5,5,5,0
888,2657,3,3,3,0
889,2658,1,1,1,0
890,2663,5,5,5,0
891,2664,1,1,1,0
892,2668,4,4,4,0
893,2672,4,4,4,0
894,2674,2,2,2,0
895,2677,3,3,3,0
896,2681,4,4,4,0
897,2683,2,2,2,0
898,2687,4,4,4,0
899,2689,2,2,2,0
900,2693,4,4,4,0
901,2696,3,3,3,0
902,2697,1,1,1,0
903,2701,4,4,4,0
904,2704,3,3,3,0
905,2706,2,2,2,0
906,2709,3,3,3,0
907,2711,2,2,2,0
908,2717,6,6,6,0
909,2718,1,1,1,0
910,2722,4,4,4,0
911,2726,4,4,4,0
912,2727,1,1,3,0
913,2732,5,5,5,0
914,2734,2,2,2,0
915,2736,2,2,2,0
916,2739,3,3,3,0
917,2742,3,3,3,0
918,2746,4,4,4,0
919,2748,2,2,2,0
920,2751,3,3,3,0
921,2755,4,4,4,0
922,2758,3,3,3,0
923,2759,1,1,1,0
924,2763,4,4,4,0
925,2765,2,2,2,0
926,2770,5,5,5,0
927,2772,2,2,2,0
928,2774,2,2,2,0
929,2778,4,4,4,0
930,2781,3,3,3,0
931,2784,3,3,3,0
932,2787,3,3,3,0
933,2792,5,5,5,0
934,2793,1,1,1,0
935,2798,5,5,5,0
936,2800,2,2,2,0
937,2804,4,4,4,0
938,2806,2,2,2,0
939,2808,2,2,2,0
940,2812,4,4,4,0
941,2815,3,3,3,0
942,2817,2,2,2,0
943,2821,4,4,4,0
944,2822,1,1,1,0
945,2826,4,4,4,0
946,2829,3,3,3,0
947,2831,2,2,2,0
948,2834,3,3,3,0
949,2838,4,4,4,0
950,2841,3,3,2,1
951,2843,2,3,2,1
952,2847,4,5,5,0
953,2848,1,1,1,0
954,2854,6,6,6,0
955,2856,2,2,2,0
956,2860,4,4,4,0
957,2863,3,3,3,0
958,2866,3,3,3,0
959,2869,3,3,3,0
960,2872,3,3,3,0
961,2875,3,3,3,0
962,2876,1,1,1,0
963,2880,4,4,4,0
964,2884,4,4,4,0
965,2887,3,3,3,0
966,2890,3,3,3,0
967,2894,4,4,4,0
968,2896,2,2,2,0
969,2900,4,4,4,0
970,2903,3,3,3,0
971,2905,2,2,2,0
972,2907,2,2,2,0
973,2911,4,4,4,0
974,2916,5,5,5,0
975,2918,2,2,2,0
976,2919,1,1,1,0
977,2923,4,4,4,0
978,2926,3,3,3,0
979,2929,3,3,3,0
980,2932,3,3,3,0
981,2935,3,3,3,0
982,2937,2,2,2,0
983,2940,3,3,4,0
984,2943,3,3,3,0
985,2945,2,2,2,0
986,2951,6,6,6,0
987,2953,2,2,2,0
988,2954,1,1,1,0
989,2958,4,4,4,0
990,2960,2,2,2,0
991,2964,4,4,4,0
992,2967,3,3,3,0
993,2970,3,3,3,0
994,2974,4,4,4,0
995,2976,2,2,2,0
996,2979,3,3,3,0
997,2983,4,4,4,0
998,2985,2,2,2,0
999,2987,2,2,2,0
1000,2990,3,3,3,0
1001,2993,3,3,3,0
