interval,totalcontainers,newcontainers,deployed,migrations,inqueue
1,1,1,1,1,0
2,2,1,1,1,0
3,3,1,1,1,0
4,6,3,3,3,0
5,8,2,2,2,0
6,9,1,1,1,0
7,13,4,4,4,0
8,16,3,3,3,0
9,19,3,3,3,0
10,22,3,3,3,0
11,24,2,2,1,1
12,27,3,4,4,0
13,31,4,4,4,0
14,34,3,3,3,0
15,37,3,3,3,0
16,39,2,2,2,0
17,43,4,4,4,0
18,44,1,1,1,0
19,48,4,4,4,0
20,50,2,2,2,0
21,54,4,4,4,0
