interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[18.96252171754778, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[478.11857075076193, 0, 0, 0, 0, 0]","[3550.881429249238, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[764, 0, 0, 0, 0, 0]","[(19.573400000000003, 0.004733333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4275.4266, 1859.9952666666666, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 0.0011166666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.108883333333333), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[30.60312732688012, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[915.3111577424957, 0, 0, 0, 0, 0]","[3113.6888422575043, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1233, 0, 0, 0, 0, 0]","[(25.8646, 0.004733333333333333, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4269.1354, 1859.9952666666666, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0014944444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108505555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[44.05559692231323, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1590.739529788195, 0, 0, 0, 0, 0]","[2438.260470211805, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1775, 0, 0, 0, 0, 0]","[(48.1468, 0.008533333333333334, 0.003933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4246.8532, 1859.9914666666666, 999.9960666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0011555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108844444444443), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[58.25266815586995, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, 0, 0, 0, 0, 0]","[729.1243083396737, 0, 0, 0, 0, 0]","[3299.875691660326, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2347, 0, 0, 0, 0, 0]","[(63.39426666666666, 0.006400000000000001, 0.006933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4231.605733333334, 1859.9936, 999.9930666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0017555555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108244444444443), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[45.91710101762224, 25.52456183658356, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[251.15514745673997, 1696.0277810234502, 0, 0, 0, 0]","[3777.84485254326, 6405.97221897655, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1850, 2068, 0, 0, 0, 0]","[(90.43866666666668, 0.0056, 0.0062), (95.0708, 0.009266666666666666, 0.00020000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4204.561333333333, 1859.9944, 999.9938), (17084.9292, 1799.9907333333333, 1524.9998), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0013), (2, 0.0, 0.0022500000000000003), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108699999999999), (16103, 51.900000000000006, 6.187749999999999), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[29.659965251923552, 55.10984941989632, 0.0, 0.0, 0.0, 0.0]","[2, 4, 0, 0, 0, 0]","[279.90489652563247, 2629.3726523421396, 0, 0, 0, 0]","[3749.0951034743675, 5472.627347657861, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1195, 4465, 0, 0, 0, 0]","[(75.4974, 0.0094, 0.00020000000000000004), (1361.7500666666667, 0.018533333333333332, 0.0124), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4219.5026, 1859.9906, 999.9998), (15818.249933333333, 1799.9814666666666, 1524.9876), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.002122222222222222), (7, 1.666666666666667e-05, 0.002561111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107877777777777), (16098, 51.89998333333334, 6.187438888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[28.617522958550506, 66.81066403357195, 0.0, 0.0, 0.0, 0.0]","[2, 5, 0, 0, 0, 0]","[1018.0838406145581, 1588.8534212109994, 0, 0, 0, 0]","[3010.916159385442, 6513.146578789001, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1153, 5413, 0, 0, 0, 0]","[(55.224333333333334, 0.004666666666666667, 0.00013333333333333334), (1339.3796, 0.0212, 0.013599999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4239.775666666666, 1859.9953333333333, 999.9998666666667), (15840.6204, 1799.9788, 1524.9864), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0011833333333333335), (10, 0.045483333333333334, 0.013633333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108816666666666), (16095, 51.85451666666667, 6.176366666666667), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[39.985107967237525, 25.20365341890891, 33.77816398733785, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1088.8505558386728, 0, 3458.1815847926455, 0, 0, 0]","[2940.149444161327, 8102, 12652.818415207355, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1611, 2042, 5442, 0, 0, 0]","[(62.738800000000005, 0.004533333333333333, 0.00013333333333333334), (306.1834, 0.0126, 0.013066666666666667), (100.6632, 0.009533333333333333, 0.004533333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4232.2612, 1859.9954666666667, 999.9998666666667), (16873.8166, 1799.9874, 1524.9869333333334), (34259.3368, 1882.6904666666667, 1333.7454666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0022500000000000003), (6, 0.0006833333333333333, 0.0035722222222222214), (5, 0.04615, 0.01966666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10775), (16099, 51.89931666666667, 6.186427777777777), (32207, 58.153850000000006, 11.620333333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[40.28294862248697, 12.58948407800543, 59.61144559617652, 0.0, 0.0, 0.0]","[3, 1, 5, 0, 0, 0]","[849.9780451915426, 997.2231192291202, 6562.946083043696, 0, 0, 0]","[3179.0219548084574, 7104.77688077088, 9548.053916956305, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1623, 1020, 9604, 0, 0, 0]","[(20.009, 0.0, 0.0), (0.0, 0.004733333333333333, 6.666666666666668e-05), (1558.8819333333336, 0.028066666666666663, 0.012066666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.991, 1860.0, 1000.0), (17180.0, 1799.9952666666666, 1524.9999333333333), (32801.11806666667, 1882.6719333333333, 1333.7379333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0007444444444444443), (1, 0.0, 0.001077777777777778), (8, 0.15601666666666666, 0.07093888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109255555555555), (16104, 51.900000000000006, 6.188922222222222), (32204, 58.04398333333334, 11.56906111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[40.555969223132294, 24.068131325598618, 59.61144559617652, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[463.4866838317982, 991.5296684427998, 3774.3136168955234, 0, 0, 0]","[3565.513316168202, 7110.470331557201, 12336.686383104476, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1634, 1950, 9604, 0, 0, 0]","[(16.339133333333333, 0.0, 0.0), (20.490266666666667, 0.005466666666666667, 0.0008666666666666667), (1156.2289333333333, 0.032400000000000005, 0.015066666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4278.660866666667, 1860.0, 1000.0), (17159.509733333332, 1799.9945333333333, 1524.9991333333332), (33203.77106666667, 1882.6676, 1333.7349333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0001111111111111111), (4, 0.0, 0.0011333333333333334), (8, 0.00315, 0.005483333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109888888888888), (16101, 51.900000000000006, 6.188866666666666), (32204, 58.196850000000005, 11.634516666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
