interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[10.374782824522214, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[317.8853161136635, 0, 0, 0, 0, 0]","[3711.1146838863365, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[418, 0, 0, 0, 0, 0]","[(33.5544, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4261.4456, 1859.9953333333333, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0011055555555555554), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108894444444443), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[21.12186646810623, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[433.1775814580644, 0, 0, 0, 0, 0]","[3595.822418541936, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[851, 0, 0, 0, 0, 0]","[(28.57306666666667, 0.0064, 0.0016666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4266.426933333333, 1859.9936, 999.9983333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.001111111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108888888888888), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[21.494167287168032, 13.774376697111823, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[841.607985151478, 1116.065298514448, 0, 0, 0, 0]","[3187.392014848522, 6985.934701485552, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[866, 1116, 0, 0, 0, 0]","[(22.717933333333335, 0.0036, 0.003533333333333333), (8.3886, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4272.282066666667, 1859.9964, 999.9964666666667), (17171.6114, 1800.0, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 2.777777777777778e-05), (3, 0.0, 1.1111111111111112e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109972222222222), (16102, 51.900000000000006, 6.189988888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[38.37180441796972, 13.774376697111823, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1059.41026131119, 563.2678341234054, 0, 0, 0, 0]","[2969.58973868881, 7538.732165876595, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1546, 1116, 0, 0, 0, 0]","[(3554.409199999999, 0.005133333333333333, 0.0046), (0.0, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(740.5908000000009, 1859.9948666666667, 999.9954), (17180.0, 1800.0, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 7.777777777777778e-05), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109922222222222), (16102, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[39.31496649292628, 26.363860775117253, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[267.6050180976449, 997.2231192291202, 0, 0, 0, 0]","[3761.394981902355, 7104.77688077088, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1584, 2136, 0, 0, 0, 0]","[(2320.934, 0.0019333333333333331, 0.002533333333333333), (0.0, 0.004733333333333333, 0.0010666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(1974.0659999999998, 1859.9980666666668, 999.9974666666667), (17180.0, 1799.9952666666666, 1524.9989333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 6.666666666666667e-05), (4, 0.0, 0.001088888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109933333333332), (16101, 51.900000000000006, 6.188911111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[23.852072474559442, 45.17403110343125, 13.605611073179816, 0.0, 0.0, 0.0]","[2, 3, 1, 0, 0, 0]","[431.20079432063125, 3589.7959860359656, 1492.620801770176, 0, 0, 0]","[3597.7992056793687, 4512.204013964034, 14618.379198229824, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[961, 3660, 2192, 0, 0, 0]","[(17.8686, 0.0, 0.0), (1103.8002000000001, 0.0108, 0.0014666666666666667), (7.776466666666666, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4277.1314, 1860.0, 1000.0), (16076.1998, 1799.9892, 1524.9985333333334), (34352.22353333333, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 2.7777777777777776e-05), (6, 0.0, 0.0028555555555555556), (2, 0.0, 7.777777777777777e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109972222222222), (16099, 51.900000000000006, 6.187144444444444), (32210, 58.2, 11.639922222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[22.884090344998757, 64.61367563564552, 13.605611073179816, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[922.3331413417698, 4875.399417531957, 1588.9591415005873, 0, 0, 0]","[3106.66685865823, 3226.6005824680433, 14522.040858499413, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[922, 5235, 2192, 0, 0, 0]","[(28.791133333333327, 0.0, 0.0), (2236.9608, 0.010733333333333334, 0.002266666666666667), (8.650333333333334, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4266.208866666667, 1860.0, 1000.0), (14943.0392, 1799.9892666666667, 1524.9977333333334), (34351.34966666667, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 5.555555555555556e-05), (8, 0.0, 0.003466666666666667), (2, 0.0, 1.1111111111111112e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109944444444444), (16097, 51.900000000000006, 6.186533333333333), (32210, 58.2, 11.639988888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[41.84661206254654, 64.61367563564552, 13.605611073179816, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[899.810008001103, 1289.1737814460512, 0, 0, 0, 0]","[3129.189991998897, 6812.826218553949, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1686, 5235, 2192, 0, 0, 0]","[(47.01006666666667, 0.004733333333333333, 6.666666666666668e-05), (2267.0198, 0.009999999999999998, 0.003), (13.893, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4247.989933333333, 1859.9952666666666, 999.9999333333334), (14912.9802, 1799.99, 1524.997), (34346.107, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0011555555555555555), (8, 0.0, 0.0030444444444444447), (2, 0.0, 0.00010555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108844444444443), (16097, 51.900000000000006, 6.186955555555555), (32210, 58.2, 11.639894444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[41.573591461901216, 32.4734633423846, 45.366519769101856, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[890.9121697308833, 1904.5361725378716, 3579.3763108610533, 0, 0, 0]","[3138.0878302691167, 6197.463827462128, 12531.623689138947, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1675, 2631, 7309, 0, 0, 0]","[(72.3512, 0.0094, 6.666666666666668e-05), (1177.2007333333333, 0.0009333333333333332, 0.0008), (231.90933333333334, 0.020666666666666667, 0.022199999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4222.6488, 1859.9906, 999.9999333333334), (16002.799266666667, 1799.9990666666667, 1524.9992), (34128.09066666666, 1882.6793333333335, 1333.7278), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.002627777777777778), (4, 0.0, 0.00031666666666666665), (4, 0.0, 0.001822222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10737222222222), (16101, 51.900000000000006, 6.189683333333333), (32208, 58.2, 11.638177777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[50.359890791759746, 51.30831893359664, 45.366519769101856, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[502.6176964802392, 1416.0236468211137, 3463.0832739296175, 0, 0, 0]","[3526.3823035197606, 6685.976353178887, 12647.916726070383, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2029, 4157, 7309, 0, 0, 0]","[(155.88766666666666, 0.015666666666666666, 0.004866666666666666), (1455.4224666666667, 8.277533333333334, 0.14746666666666666), (205.69466666666668, 0.017333333333333333, 0.017533333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4139.1123333333335, 1859.9843333333333, 999.9951333333333), (15724.577533333333, 1791.7224666666666, 1524.8525333333334), (34154.30533333333, 1882.6826666666668, 1333.7324666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0023277777777777776), (5, 8.906633333333335, 3.6882499999999996), (4, 0.0, 0.0018666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107672222222222), (16100, 42.993366666666674, 2.50175), (32208, 58.2, 11.638133333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
