interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[43.70811615785555, 10.478894100222167, 47.663087331636774, 0.0, 0.0, 0.0]","[3, 1, 4, 0, 0, 0]","[960.8427427365198, 813.1456506558753, 6006.667652936829, 0, 0, 0]","[3068.1572572634805, 7288.854349344125, 10104.332347063171, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1761, 849, 7679, 0, 0, 0]","[(74.09846666666667, 0.0074, 0.0004), (53.1276, 0.0052, 0.003733333333333333), (1626.6897333333334, 0.005399999999999999, 0.0015333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4220.901533333334, 1859.9926, 999.9996), (17126.8724, 1799.9948, 1524.9962666666668), (32733.310266666667, 1882.6946, 1333.7484666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 1.666666666666667e-05, 0.0012555555555555553), (3, 0.0, 0.0011277777777777777), (8, 0.06125, 0.02715), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09998333333333, 10.108744444444444), (16102, 51.900000000000006, 6.188872222222222), (32204, 58.13875, 11.612849999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[47.728965003723005, 23.265860281411996, 47.663087331636774, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1438.640671782283, 1035.9607076495156, 3424.8844467001522, 0, 0, 0]","[2590.359328217717, 7066.039292350484, 12686.115553299847, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1923, 1885, 7679, 0, 0, 0]","[(80.30213333333334, 0.0, 0.0), (1507.1525333333334, 0.14826666666666666, 0.5983999999999999), (1613.4076666666667, 0.0064, 0.006933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4214.697866666666, 1860.0, 1000.0), (15672.847466666666, 1799.8517333333334, 1524.4016), (32746.592333333334, 1882.6936, 1333.7430666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00012222222222222221), (6, 0.005116666666666666, 0.18773333333333334), (8, 0.0008833333333333334, 0.01791111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109877777777777), (16099, 51.89488333333334, 6.002266666666666), (32204, 58.19911666666667, 11.622088888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[61.156614544552, 12.774623549740804, 35.00093104090373, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[869.96036598205, 751.7468534600678, 1614.403632382624, 0, 0, 0]","[3159.03963401795, 7350.2531465399325, 14496.596367617376, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2464, 1035, 5639, 0, 0, 0]","[(96.11779999999999, 0.0, 0.0002666666666666667), (1311.4188000000001, 0.1956, 0.7402000000000001), (1194.6765333333335, 0.0, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4198.8822, 1860.0, 999.9997333333333), (15868.5812, 1799.8044, 1524.2598), (33165.32346666667, 1882.7, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.05158333333333333, 0.01835), (3, 0.0006, 0.11304444444444445), (7, 0.0, 0.0005722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.04841666666665, 10.09165), (16102, 51.89940000000001, 6.076955555555555), (32205, 58.2, 11.639427777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[42.14445271779598, 39.91607010614663, 10.055241760288002, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[953.8031566879397, 2157.2443381392313, 1605.3328675697371, 0, 0, 0]","[3075.19684331206, 5944.755661860769, 14505.667132430262, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1698, 3234, 1620, 0, 0, 0]","[(15.2034, 0.00013333333333333334, 0.00013333333333333334), (1372.2358666666667, 0.1432, 0.465), (74.09926666666667, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4279.7966, 1859.9998666666668, 999.9998666666667), (15807.764133333334, 1799.8568, 1524.535), (34285.900733333336, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00010555555555555555), (8, 1.666666666666667e-05, 0.12471666666666667), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109894444444445), (16097, 51.89998333333334, 6.0652833333333325), (32209, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[38.94266567386448, 40.42211799555665, 20.110483520576004, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1021.3484609599323, 2847.1093708519793, 1614.403632382624, 0, 0, 0]","[3007.6515390400677, 5254.890629148021, 14496.596367617376, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1569, 3275, 3240, 0, 0, 0]","[(25.86373333333333, 0.002, 0.001), (1308.6223333333335, 0.009800000000000001, 0.0019333333333333338), (251.65746666666666, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4269.136266666666, 1859.998, 999.999), (15871.377666666667, 1799.9902, 1524.9980666666668), (34108.342533333336, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00045), (6, 0.0, 0.0030499999999999998), (6, 1.666666666666667e-05, 0.0006222222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109549999999999), (16099, 51.900000000000006, 6.1869499999999995), (32206, 58.199983333333336, 11.639377777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[43.75775626706378, 52.172303135028386, 10.055241760288002, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[735.310726432239, 1811.927869440764, 0, 0, 0, 0]","[3293.689273567761, 6290.072130559236, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1763, 4227, 1620, 0, 0, 0]","[(81.08866666666665, 0.005066666666666667, 0.008466666666666667), (2306.1662666666666, 0.009066666666666666, 0.003), (74.09926666666667, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4213.9113333333335, 1859.9949333333334, 999.9915333333333), (14873.833733333333, 1799.9909333333333, 1524.997), (34285.900733333336, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0023388888888888886), (8, 1.666666666666667e-05, 0.003238888888888889), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10766111111111), (16097, 51.89998333333334, 6.18676111111111), (32209, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[29.610325142715315, 47.30930634411257, 29.718825647073427, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[775.8612355012185, 2223.279708521137, 4615.345395498944, 0, 0, 0]","[3253.1387644987817, 5878.720291478863, 11495.654604501056, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1193, 3833, 4788, 0, 0, 0]","[(87.9048, 0.0027333333333333333, 0.006933333333333334), (2227.5227333333332, 0.05326666666666667, 0.02826666666666667), (150.9948, 0.004866666666666667, 0.0004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4207.0952, 1859.9972666666667, 999.9930666666667), (14952.477266666667, 1799.9467333333334, 1524.9717333333333), (34209.0052, 1882.6951333333334, 1333.7496), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0020722222222222223), (6, 0.04548333333333333, 0.021122222222222223), (3, 0.0, 0.006955555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107927777777777), (16099, 51.85451666666667, 6.1688777777777775), (32209, 58.2, 11.633044444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[41.3005708612559, 34.01629227351271, 53.66519769101856, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[701.7055525093045, 1657.6462906735505, 2567.1464294117077, 0, 0, 0]","[3327.2944474906953, 6444.3537093264495, 13543.853570588293, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1664, 2756, 8646, 0, 0, 0]","[(52.820866666666674, 0.002533333333333333, 0.0066), (1140.4994000000002, 0.05193333333333333, 0.02666666666666667), (251.65800000000002, 0.009466666666666668, 0.0008666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4242.179133333333, 1859.9974666666667, 999.9934), (16039.5006, 1799.9480666666666, 1524.9733333333334), (34108.342, 1882.6905333333334, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0017777777777777776), (5, 0.0, 0.0008456349206349206), (4, 1.666666666666667e-05, 0.005027777777777779), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108222222222222), (16100, 51.900000000000006, 6.189154365079364), (32208, 58.199983333333336, 11.63497222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 1, 0, 0, 0]"
19,"[37.82576321667908, 35.53443594174278, 49.258270746694805, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[1021.1356297277721, 1757.769351305346, 1819.471380528662, 0, 0, 0]","[3007.864370272228, 6344.2306486946545, 14291.528619471337, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1524, 2879, 7936, 0, 0, 0]","[(95.55046666666667, 0.0046, 6.666666666666668e-05), (163.22719999999998, 0.05226666666666666, 0.027), (195.73399999999998, 0.004599999999999999, 0.0002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4199.449533333333, 1859.9954, 999.9999333333334), (17016.7728, 1799.9477333333334, 1524.973), (34164.266, 1882.6954, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0020166666666666666), (6, 0.04601666666666666, 0.017133333333333334), (3, 0.0, 0.0069388888888888885), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107983333333333), (16099, 51.85398333333334, 6.172866666666666), (32209, 58.2, 11.63306111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 1, 0, 0, 0]"
20,"[44.37825763216679, 36.36139224882745, 35.22438085779902, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[926.9273206397679, 553.644077674176, 1268.7020096544675, 0, 0, 0]","[3102.072679360232, 7548.355922325824, 14842.297990345533, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1788, 2946, 5675, 0, 0, 0]","[(72.61306666666667, 0.004733333333333333, 0.0), (74.7976, 0.0, 0.002), (43.34080000000001, 0.004733333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4222.386933333333, 1859.9952666666666, 1000.0), (17105.2024, 1800.0, 1524.998), (34316.6592, 1882.6952666666666, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0016777777777777776), (5, 0.0, 8.888888888888888e-05), (4, 0.0, 0.001261111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108322222222222), (16100, 51.900000000000006, 6.189911111111111), (32208, 58.2, 11.638738888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 1, 0, 0, 0]"
21,"[46.810622983370564, 25.672673413971857, 53.50381726770529, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1403.2865983556185, 1006.9845423014142, 5487.892161363421, 0, 0, 0]","[2625.7134016443815, 7095.015457698586, 10623.107838636579, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1886, 2080, 8620, 0, 0, 0]","[(13.630533333333334, 0.004666666666666666, 6.666666666666668e-05), (11.184266666666664, 0.00013333333333333334, 0.004666666666666666), (1043.6822666666667, 0.009266666666666666, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4281.369466666667, 1859.9953333333333, 999.9999333333334), (17168.815733333333, 1799.9998666666668, 1524.9953333333333), (33316.31773333333, 1882.6907333333334, 1333.7488666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.0011111111111111111), (4, 0.0, 0.0002111111111111111), (6, 0.0, 0.002761111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108888888888888), (16101, 51.900000000000006, 6.189788888888889), (32206, 58.2, 11.637238888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 1, 0, 0, 0]"
22,"[78.5554728220402, 12.56479881510738, 64.50251381044008, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[1220.583579437091, 782.6690916395479, 6101.624485097198, 0, 0, 0]","[2808.416420562909, 7319.330908360452, 10009.375514902802, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3165, 1018, 10392, 0, 0, 0]","[(119.3618, 0.007933333333333332, 0.0074666666666666675), (6.8152, 0.0, 0.0), (1330.9915333333333, 0.025799999999999997, 0.0108), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4175.6382, 1859.9920666666667, 999.9925333333333), (17173.1848, 1800.0, 1525.0), (33029.008466666666, 1882.6742000000002, 1333.7392), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(11, 0.0, 0.003), (3, 0.0, 1.6666666666666667e-05), (9, 0.0, 0.01816111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015, 67.1, 10.107), (16102, 51.900000000000006, 6.189983333333333), (32203, 58.2, 11.621838888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 1, 0, 0, 0]"
