interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
245,"[32.63837180441797, 60.42952357442607, 24.678790888213022, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[650.9798576177765, 3511.905332047628, 1929.1756166240234, 0, 0, 0]","[3378.0201423822236, 4590.094667952372, 14181.824383375977, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1315, 4896, 3976, 0, 0, 0]","[(3586.129466666666, 0.008333333333333333, 0.006200000000000001), (54.48166666666667, 0.0074, 0.0037333333333333333), (99.2648, 0.004866666666666667, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(708.8705333333342, 1859.9916666666666, 999.9938), (17125.518333333333, 1799.9926, 1524.9962666666668), (34260.7352, 1882.6951333333334, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.003616666666666667), (7, 0.0, 0.004555555555555556), (3, 0.0, 0.0022833333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.106383333333333), (16098, 51.900000000000006, 6.185444444444444), (32209, 58.2, 11.637716666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
246,"[29.436584760486472, 62.021723031350284, 22.059462479051582, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[947.7228910688383, 3268.3730965202158, 1184.2313299584257, 0, 0, 0]","[3081.277108931162, 4833.626903479784, 14926.768670041574, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1186, 5025, 3554, 0, 0, 0]","[(2303.6768666666667, 0.002333333333333333, 0.0028), (42.68453333333332, 0.008333333333333333, 0.004599999999999999), (30.758200000000002, 0.0046, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(1991.3231333333333, 1859.9976666666666, 999.9972), (17137.315466666667, 1799.9916666666666, 1524.9954), (34329.2418, 1882.6954, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 4.9999999999999996e-05), (9, 0.0, 0.004272222222222222), (4, 0.0, 0.0011555555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10995), (16096, 51.900000000000006, 6.185727777777777), (32208, 58.2, 11.638844444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
247,"[40.15884834946637, 52.13527524068131, 23.294643411333873, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[352.61113105048065, 0, 3332.697610310277, 0, 0, 0]","[3676.3888689495193, 8102, 12778.302389689723, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1618, 4224, 3753, 0, 0, 0]","[(1624.7671333333335, 0.0029999999999999996, 0.0036), (32.98526666666667, 0.008, 0.0038666666666666667), (311.7762, 0.0006, 0.00046666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2670.2328666666663, 1859.997, 999.9964), (17147.014733333333, 1799.992, 1524.9961333333333), (34048.2238, 1882.6994, 1333.7495333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.00065, 0.00025), (8, 0.0, 0.004155555555555555), (3, 0.0, 0.001711111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09935, 10.10975), (16097, 51.900000000000006, 6.185844444444444), (32209, 58.2, 11.638288888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
248,"[22.015388433854554, 24.179215008639844, 67.44460306622805, 0.0, 0.0, 0.0]","[2, 2, 6, 0, 0, 0]","[839.2432404410306, 1959.8214340234158, 4523.528804300484, 0, 0, 0]","[3189.7567595589694, 6142.178565976585, 11587.471195699516, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[887, 1959, 10866, 0, 0, 0]","[(82.13759999999999, 0.0002, 6.666666666666668e-05), (86.68173333333333, 0.0092, 0.0014), (1614.8056000000001, 0.014866666666666667, 0.004933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4212.8624, 1859.9998, 999.9999333333334), (17093.318266666665, 1799.9908, 1524.9986), (32745.1944, 1882.6851333333334, 1333.7450666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00024444444444444443), (3, 0.0, 0.0031277777777777784), (9, 0.0, 0.004622222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109755555555555), (16102, 51.900000000000006, 6.186872222222222), (32203, 58.2, 11.635377777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
249,"[32.86175229585505, 24.179215008639844, 34.55403140711315, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[405.3709868765465, 0, 3803.792267336261, 0, 0, 0]","[3623.6290131234537, 8102, 12307.207732663739, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1324, 1959, 5567, 0, 0, 0]","[(121.2844, 0.004733333333333333, 0.0003333333333333334), (68.50633333333332, 0.009066666666666667, 0.0011333333333333336), (1124.7716666666665, 0.009133333333333334, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4173.7155999999995, 1859.9952666666666, 999.9996666666667), (17111.493666666665, 1799.9909333333333, 1524.9988666666666), (33235.22833333333, 1882.6908666666668, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.00065, 0.00165), (3, 0.0, 0.0028555555555555556), (4, 0.0, 0.0019055555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09935, 10.10835), (16102, 51.900000000000006, 6.187144444444444), (32208, 58.2, 11.638094444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
250,"[33.655994043186894, 16.11947667242656, 57.06660045931351, 0.0, 0.0, 0.0]","[3, 1, 4, 0, 0, 0]","[833.1541273912635, 1201.4860773609792, 5287.587423710133, 0, 0, 0]","[3195.8458726087365, 6900.513922639021, 10823.412576289866, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1356, 1306, 9194, 0, 0, 0]","[(125.47826666666668, 0.0051333333333333335, 0.0027333333333333333), (83.88560000000001, 0.0044666666666666665, 0.0), (1108.6932666666667, 0.013866666666666666, 0.0007999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4169.521733333333, 1859.9948666666667, 999.9972666666666), (17096.1144, 1799.9955333333332, 1525.0), (33251.30673333333, 1882.6861333333334, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0004166666666666667, 0.001916666666666667), (2, 0.0, 0.0008722222222222223), (7, 1.666666666666667e-05, 0.003033333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.108083333333333), (16103, 51.900000000000006, 6.189127777777777), (32205, 58.199983333333336, 11.636966666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
251,"[38.3469843633656, 28.906442853616394, 33.45540314071131, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[823.7806147681006, 2133.1179133681635, 1497.3838228387908, 0, 0, 0]","[3205.2193852318997, 5968.8820866318365, 14613.61617716121, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1545, 2342, 5390, 0, 0, 0]","[(425.02166666666676, 0.5581333333333333, 0.16226666666666667), (1463.8114, 0.14733333333333334, 0.5943999999999999), (1400.8972, 0.0046, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3869.9783333333335, 1859.4418666666666, 999.8377333333333), (15716.1886, 1799.8526666666667, 1524.4056), (32959.1028, 1882.6954, 1333.7493333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.00573888888888889), (5, 0.005116666666666666, 0.1877), (4, 0.0, 0.0010944444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10426111111111), (16100, 51.89488333333334, 6.002299999999999), (32208, 58.2, 11.638905555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
252,"[40.23330851327873, 39.54579116267588, 13.853888647507913, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[775.5067212801781, 2336.2274264512716, 0, 0, 0, 0]","[3253.493278719822, 5765.772573548728, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1621, 3204, 2232, 0, 0, 0]","[(547.3552, 0.019799999999999995, 0.029400000000000006), (1389.3622, 0.20273333333333332, 0.7616666666666667), (1375.7314, 0.0002, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3747.6448, 1859.9802, 999.9706), (15790.6378, 1799.7972666666667, 1524.2383333333332), (32984.2686, 1882.6998, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0004166666666666667, 0.004238888888888889), (6, 0.00135, 0.11445), (2, 0.0, 5.555555555555555e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09958333333333, 10.10576111111111), (16099, 51.89865, 6.07555), (32210, 58.2, 11.639944444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
253,"[44.08041697691735, 53.3201678597877, 0.0, 0.0, 0.0, 0.0]","[3, 4, 0, 0, 0, 0]","[1656.9819995595872, 1116.065298514448, 0, 0, 0, 0]","[2372.018000440413, 6985.934701485552, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1776, 4320, 0, 0, 0, 0]","[(322.95986666666676, 0.0061333333333333335, 0.017533333333333335), (1331.8653333333332, 0.13986666666666667, 0.47740000000000005), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3972.0401333333334, 1859.9938666666667, 999.9824666666667), (15848.134666666667, 1799.8601333333334, 1524.5226), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0036333333333333335), (9, 0.00011666666666666668, 0.12306666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106366666666666), (16096, 51.89988333333334, 6.066933333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
254,"[58.89798957557707, 13.774376697111823, 37.58922475327416, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[937.75845402811, 563.2678341234054, 5356.401653636966, 0, 0, 0]","[3091.24154597189, 7538.732165876595, 10754.598346363033, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2373, 1116, 6056, 0, 0, 0]","[(292.02733333333333, 0.007666666666666667, 0.026666666666666665), (0.0, 0.0, 0.001), (2283.884466666667, 0.0005333333333333334, 0.0015333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4002.9726666666666, 1859.9923333333334, 999.9733333333334), (17180.0, 1800.0, 1524.999), (32076.115533333334, 1882.6994666666667, 1333.7484666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0035), (3, 0.0, 0.0), (6, 1.666666666666667e-05, 0.00022222222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.106499999999999), (16102, 51.900000000000006, 6.1899999999999995), (32206, 58.199983333333336, 11.639777777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
255,"[42.06999255398362, 44.16193532461121, 37.58922475327416, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[840.5803764779982, 2390.3606026352018, 3081.2405727993996, 0, 0, 0]","[3188.4196235220015, 5711.639397364798, 13029.7594272006, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1695, 3578, 6056, 0, 0, 0]","[(65.0978, 0.004666666666666667, 6.666666666666668e-05), (1033.8512666666668, 0.002466666666666667, 0.0024), (2631.487866666667, 0.0, 0.0015999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4229.9022, 1859.9953333333333, 999.9999333333334), (16146.148733333333, 1799.9975333333334, 1524.9976), (31728.512133333334, 1882.7, 1333.7484), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0011111111111111111), (6, 0.0, 0.00011666666666666667), (6, 0.0, 0.00011666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108888888888888), (16099, 51.900000000000006, 6.1898833333333325), (32206, 58.2, 11.639883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
256,"[45.69372052618515, 49.8518884226117, 36.25473279126063, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[478.11857075076193, 2005.6746585356987, 3233.4169679925744, 0, 0, 0]","[3550.881429249238, 6096.325341464301, 12877.583032007426, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1841, 4039, 5841, 0, 0, 0]","[(57.147066666666674, 0.0094, 6.666666666666668e-05), (2217.5180666666665, 0.0010666666666666667, 0.0026666666666666666), (1281.9698666666668, 0.0, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4237.852933333334, 1859.9906, 999.9999333333334), (14962.481933333333, 1799.9989333333333, 1524.9973333333332), (33078.030133333334, 1882.7, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.00215), (6, 0.0, 0.0008944444444444445), (5, 0.08385, 0.027038888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10785), (16099, 51.900000000000006, 6.189105555555555), (32207, 58.116150000000005, 11.61296111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
257,"[29.089103996028793, 55.578869414959264, 36.25473279126063, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[700.5437754186344, 2101.955763170343, 3510.5763999332767, 0, 0, 0]","[3328.456224581366, 6000.044236829657, 12600.423600066722, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1172, 4503, 5841, 0, 0, 0]","[(67.1088, 0.0094, 6.666666666666668e-05), (1130.0141333333336, 0.002133333333333333, 0.0028666666666666667), (1274.4555999999998, 0.19126666666666667, 0.013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4227.8912, 1859.9906, 999.9999333333334), (16049.985866666666, 1799.9978666666666, 1524.9971333333333), (33085.5444, 1882.5087333333333, 1333.7366666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.002588888888888889), (9, 0.0, 0.0002833333333333333), (5, 0.07118333333333333, 0.024433333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10741111111111), (16096, 51.900000000000006, 6.1897166666666665), (32207, 58.12881666666667, 11.615566666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
258,"[43.75775626706378, 40.644285361639106, 61.93904785550245, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[813.8932858789519, 1553.8269375332438, 6834.678329029703, 0, 0, 0]","[3215.106714121048, 6548.173062466756, 9276.321670970297, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1763, 3293, 9979, 0, 0, 0]","[(69.905, 0.009333333333333334, 0.0), (14.67993333333333, 0.0006, 0.0014), (1262.7459333333334, 0.19613333333333333, 0.013266666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4225.095, 1859.9906666666666, 1000.0), (17165.320066666667, 1799.9994, 1524.9986), (33097.25406666667, 1882.5038666666667, 1333.7367333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.002094444444444444), (6, 0.0, 0.0001388888888888889), (6, 0.32739999999999997, 0.10367222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107905555555554), (16099, 51.900000000000006, 6.189861111111111), (32206, 57.872600000000006, 11.536327777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 1, 0, 0, 0, 0]"
259,"[37.32936212459668, 56.14663046161441, 49.413444230649866, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[688.2542484951923, 1256.0025722833768, 2611.460627965786, 0, 0, 0]","[3340.7457515048077, 6845.997427716623, 13499.539372034214, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1504, 4549, 7961, 0, 0, 0]","[(20.578, 0.006866666666666666, 0.0022), (317.3686, 0.0006, 0.0048000000000000004), (1107.2078000000001, 0.0046, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.422, 1859.9931333333334, 999.9978), (16862.6314, 1799.9994, 1524.9952), (33252.792199999996, 1882.6954, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0010333333333333334), (8, 0.0, 0.00029444444444444445), (5, 0.04608333333333333, 0.017444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108966666666666), (16097, 51.900000000000006, 6.189705555555555), (32207, 58.15391666666667, 11.622555555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 1, 0, 0, 0, 0]"
260,"[56.043683296103254, 45.45791162675882, 37.4340512693191, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[973.3895620315506, 1396.445001611212, 2304.049959430995, 0, 0, 0]","[3055.6104379684493, 6705.554998388788, 13806.950040569005, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2258, 3683, 6031, 0, 0, 0]","[(8.037933333333333, 6.0574666666666666, 6.031800000000001), (510.3062666666666, 0.017466666666666665, 0.007266666666666666), (1196.7746, 0.0048, 0.0044), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4286.962066666667, 1853.9425333333334, 993.9682), (16669.693733333334, 1799.9825333333333, 1524.9927333333333), (33163.2254, 1882.6952, 1333.7456), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0), (3, 0.0032333333333333337, 0.00044444444444444447), (4, 0.0, 0.0034999999999999996), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.11), (16102, 51.89676666666667, 6.189555555555555), (32208, 58.2, 11.636499999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
261,"[60.53611317944899, 58.03505307331523, 21.221525665694248, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1159.368528065304, 1927.6842945176718, 1700.3789519328436, 0, 0, 0]","[2869.631471934696, 6174.315705482328, 14410.621048067156, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2439, 4702, 3419, 0, 0, 0]","[(9.305133333333332, 0.00013333333333333334, 0.00013333333333333334), (581.6086666666666, 0.00013333333333333334, 0.006466666666666666), (185.9472, 0.005, 0.0038666666666666663), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4285.694866666667, 1859.9998666666668, 999.9998666666667), (16598.391333333333, 1799.9998666666668, 1524.9935333333333), (34174.0528, 1882.695, 1333.7461333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 5.555555555555557e-06), (6, 1.666666666666667e-05, 0.0004444444444444444), (3, 0.0, 0.002483333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109994444444444), (16099, 51.89998333333334, 6.189555555555555), (32209, 58.2, 11.637516666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
262,"[65.37602382725241, 66.10713404097753, 23.561541803736578, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1448.5197433543551, 1859.4017637452957, 2095.6805828629576, 0, 0, 0]","[2580.4802566456447, 6242.598236254704, 14015.319417137041, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2634, 5356, 3796, 0, 0, 0]","[(147.1927333333333, 0.0008666666666666666, 0.0018), (1360.1766000000002, 0.017666666666666667, 0.004), (185.24733333333333, 0.0009333333333333332, 0.002333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4147.807266666667, 1859.9991333333332, 999.9982), (15819.8234, 1799.9823333333334, 1524.996), (34174.75266666667, 1882.6990666666668, 1333.7476666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0705, 0.02561111111111111), (5, 0.0014333333333333331, 0.0005166666666666667), (5, 0.44465, 0.003922222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.0295, 10.084388888888888), (16100, 51.898566666666675, 6.189483333333333), (32207, 57.75535, 11.636077777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 2, 0, 0, 0, 0]"
263,"[67.46090841399851, 65.88496667489508, 31.36366457699708, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1261.7152027523462, 2109.106079602124, 1366.149239274299, 0, 0, 0]","[2767.284797247654, 5992.893920397876, 14744.850760725702, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2718, 5338, 5053, 0, 0, 0]","[(164.01386666666662, 0.004533333333333333, 0.0012000000000000003), (1233.4733999999999, 0.004666666666666666, 0.0010666666666666667), (372.2434, 0.0009333333333333333, 0.0024), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4130.986133333334, 1859.9954666666667, 999.9988), (15946.526600000001, 1799.9953333333333, 1524.9989333333333), (33987.7566, 1882.6990666666668, 1333.7476), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 1.666666666666667e-05, 0.001688888888888889), (6, 1.666666666666667e-05, 0.0010444444444444446), (6, 0.8448166666666667, 0.038072222222222216), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09998333333333, 10.10831111111111), (16099, 51.89998333333334, 6.188955555555555), (32206, 57.355183333333336, 11.601927777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 2, 0, 0, 0, 0]"
264,"[49.56564904442789, 47.259935818316464, 25.367761156973494, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1525.5162278776797, 2583.636132502213, 1076.6868189637923, 0, 0, 0]","[2503.4837721223203, 5518.3638674977865, 15034.313181036208, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1997, 3829, 4087, 0, 0, 0]","[(153.79026666666667, 0.005266666666666666, 0.007466666666666666), (2343.2164, 0.005, 0.0021999999999999997), (307.5818, 0.005733333333333334, 0.0024), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4141.209733333333, 1859.9947333333334, 999.9925333333333), (14836.7836, 1799.995, 1524.9978), (34052.4182, 1882.6942666666666, 1333.7476), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.002216666666666667), (6, 0.04548333333333333, 0.01762222222222222), (4, 0.7182166666666667, 0.01246111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107783333333332), (16099, 51.85451666666667, 6.172377777777777), (32208, 57.48178333333334, 11.627538888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
265,"[62.72027798461156, 33.96692174771661, 22.909813171125318, 0.0, 0.0, 0.0]","[4, 2, 2, 0, 0, 0]","[451.83259181833955, 1195.705287231691, 1397.7390594094966, 0, 0, 0]","[3577.1674081816604, 6906.294712768309, 14713.260940590504, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2527, 2752, 3691, 0, 0, 0]","[(353.7181333333333, 0.008533333333333332, 0.013000000000000001), (1488.9769999999996, 0.004266666666666667, 0.0008666666666666667), (47.5354, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3941.2818666666667, 1859.9914666666666, 999.987), (15691.023000000001, 1799.9957333333334, 1524.9991333333332), (34312.4646, 1882.6953333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 1.666666666666667e-05, 0.003327777777777778), (5, 0.0, 0.0008611111111111111), (3, 0.0, 0.001011111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09998333333333, 10.106672222222223), (16100, 51.900000000000006, 6.1891388888888885), (32209, 58.2, 11.638988888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
