interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
153,"[43.58401588483495, 45.81584793878054, 22.549810688349574, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[837.7983039582637, 3699.395053176044, 2550.5938555126163, 0, 0, 0]","[3191.2016960417363, 4402.604946823956, 13560.406144487384, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1756, 3712, 3633, 0, 0, 0]","[(316.669, 0.42160000000000003, 0.13533333333333333), (415.2354666666667, 0.0021333333333333334, 0.0006666666666666666), (18.830133333333336, 0.004266666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3978.331, 1859.5784, 999.8646666666667), (16764.764533333335, 1799.9978666666666, 1524.9993333333334), (34341.16986666666, 1882.6957333333335, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0421, 0.24351111111111112), (5, 0.015133333333333334, 0.0011333333333333332), (4, 0.0, 0.0008777777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.05789999999999, 9.866488888888888), (16100, 51.884866666666674, 6.188866666666666), (32208, 58.2, 11.639122222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
154,"[43.80739637627203, 58.010367810417186, 22.549810688349574, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[570.0420654646568, 1906.4499963749072, 0, 0, 0, 0]","[3458.957934535343, 6195.550003625092, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1765, 4700, 3633, 0, 0, 0]","[(287.83259999999996, 0.49633333333333324, 0.1638), (408.9438666666666, 0.007533333333333333, 0.003466666666666667), (16.908, 0.0044, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4007.1674000000003, 1859.5036666666667, 999.8362), (16771.05613333333, 1799.9924666666666, 1524.9965333333334), (34343.092, 1882.6956, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 8.333333333333333e-05, 0.28641111111111106), (8, 0.01145, 0.0022500000000000003), (4, 0.0, 0.0008611111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09991666666666, 9.823588888888889), (16097, 51.88855, 6.187749999999999), (32208, 58.2, 11.639138888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
155,"[26.65673864482502, 49.49395211058998, 20.87393706163491, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[408.1113784619685, 4008.2044826658425, 2630.7970578285467, 0, 0, 0]","[3620.8886215380317, 4093.7955173341575, 13480.202942171454, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1074, 4010, 3363, 0, 0, 0]","[(33.203799999999994, 0.0, 0.0), (1544.5514, 0.15506666666666666, 0.5968666666666665), (41.943, 0.009133333333333334, 0.0003333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4261.7962, 1860.0, 1000.0), (15635.4486, 1799.8449333333333, 1524.4031333333332), (34318.057, 1882.6908666666668, 1333.7496666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 9.999999999999999e-05), (10, 0.005116666666666666, 0.18847222222222224), (3, 0.0, 0.0024222222222222227), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1099), (16095, 51.89488333333334, 6.001527777777778), (32209, 58.2, 11.637577777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
156,"[30.206006453214197, 61.57738829918539, 20.87393706163491, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[705.2964897923745, 1677.0705846433252, 2148.7701082068434, 0, 0, 0]","[3323.7035102076256, 6424.929415356675, 13962.229891793157, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1217, 4989, 3363, 0, 0, 0]","[(10.659266666666667, 0.0004, 0.0003333333333333333), (1405.4400666666668, 0.20746666666666666, 0.7430000000000001), (33.5544, 0.008799999999999999, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4284.340733333333, 1859.9996, 999.9996666666667), (15774.559933333334, 1799.7925333333333, 1524.257), (34326.4456, 1882.6912, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0001), (12, 0.0006, 0.11653333333333334), (3, 0.0, 0.0018833333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.1099), (16093, 51.89940000000001, 6.073466666666667), (32209, 58.2, 11.638116666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
157,"[31.198808637379, 36.57121698346087, 55.0183104711067, 0.0, 0.0, 0.0]","[2, 3, 5, 0, 0, 0]","[999.0452286736823, 1472.8430871162757, 8249.261121086443, 0, 0, 0]","[3029.9547713263178, 6629.1569128837245, 7861.738878913557, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1257, 2963, 8864, 0, 0, 0]","[(16.514066666666665, 0.028399999999999998, 0.028466666666666664), (1345.4096, 0.13873333333333335, 0.4642), (241.87113333333332, 0.018466666666666666, 0.00046666666666666677), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4278.485933333333, 1859.9716, 999.9715333333334), (15834.590400000001, 1799.8612666666668, 1524.5358), (34118.128866666666, 1882.6815333333334, 1333.7495333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00018888888888888888), (6, 1.666666666666667e-05, 0.12330555555555556), (6, 0.0, 0.006622222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10981111111111), (16099, 51.89998333333334, 6.066694444444444), (32206, 58.2, 11.633377777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
158,"[46.43832216430876, 23.784250802271046, 67.0597728260195, 0.0, 0.0, 0.0]","[3, 2, 6, 0, 0, 0]","[1355.8002776003477, 524.2632168285745, 6255.108657075206, 0, 0, 0]","[2673.1997223996523, 7577.7367831714255, 9855.891342924795, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1871, 1927, 10804, 0, 0, 0]","[(26.955466666666666, 0.0834, 0.08346666666666668), (61.77806666666667, 0.0046, 6.666666666666668e-05), (432.0123333333333, 0.018266666666666667, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4268.044533333334, 1859.9166, 999.9165333333333), (17118.221933333334, 1799.9954, 1524.9999333333333), (33927.98766666667, 1882.6817333333333, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0001833333333333333), (3, 0.0, 0.0014555555555555554), (7, 0.08385, 0.031966666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109816666666665), (16102, 51.900000000000006, 6.188544444444444), (32205, 58.116150000000005, 11.608033333333331), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
159,"[62.447257383966246, 11.700814613675634, 56.787288188194395, 0.0, 0.0, 0.0]","[4, 1, 5, 0, 0, 0]","[831.0766503001779, 0, 1630.8020564194846, 0, 0, 0]","[3197.923349699822, 8102, 14480.197943580515, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2516, 948, 9149, 0, 0, 0]","[(292.06966666666676, 0.6377333333333333, 0.24659999999999999), (39.146800000000006, 0.0044666666666666665, 0.0), (1631.5834, 0.2006666666666667, 0.013466666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4002.9303333333332, 1859.3622666666668, 999.7534), (17140.8532, 1799.9955333333332, 1525.0), (32728.4166, 1882.4993333333334, 1333.7365333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.004033333333333335), (1, 0.0, 0.0010611111111111112), (6, 0.07118333333333333, 0.02810555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.105966666666665), (16104, 51.900000000000006, 6.188938888888888), (32206, 58.12881666666667, 11.611894444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
160,"[45.371059816331595, 23.72253764502592, 22.599466203215194, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[849.3424721834817, 1815.523092580079, 2627.879338501377, 0, 0, 0]","[3179.6575278165183, 6286.476907419921, 13483.120661498622, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1828, 1922, 3641, 0, 0, 0]","[(473.95546666666667, 0.023999999999999994, 0.026733333333333338), (265.63886666666673, 0.0046, 0.00020000000000000004), (1245.7078666666669, 0.04126666666666667, 0.0024666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3821.044533333333, 1859.976, 999.9732666666666), (16914.361133333332, 1799.9954, 1524.9998), (33114.292133333336, 1882.6587333333334, 1333.7475333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.004555555555555556), (4, 0.0, 0.00255), (4, 0.0, 0.00021111111111111108), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.105444444444444), (16101, 51.900000000000006, 6.187449999999999), (32208, 58.2, 11.639788888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
161,"[40.95309009679821, 40.829424833374475, 22.599466203215194, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[941.035633517298, 2611.065293804737, 2010.2595573766505, 0, 0, 0]","[3087.9643664827017, 5490.934706195263, 14100.74044262335, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1650, 3308, 3641, 0, 0, 0]","[(450.18786666666676, 0.015466666666666667, 0.0176), (229.2876, 0.0051333333333333335, 0.00020000000000000004), (1068.8476666666668, 0.040799999999999996, 0.0022), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3844.8121333333333, 1859.9845333333333, 999.9824), (16950.7124, 1799.9948666666667, 1524.9998), (33291.15233333333, 1882.6592, 1333.7478), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.006116666666666667), (6, 0.0, 0.002838888888888888), (4, 0.0, 0.00019444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.103883333333332), (16099, 51.900000000000006, 6.18716111111111), (32208, 58.2, 11.639805555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
162,"[40.82898982377761, 50.75290051839052, 12.475948109986966, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[476.0919837416496, 1950.6359564778083, 0, 0, 0, 0]","[3552.9080162583505, 6151.364043522191, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1645, 4112, 2010, 0, 0, 0]","[(75.49740000000001, 0.013866666666666666, 0.00020000000000000004), (400.5551333333333, 0.0098, 0.0013333333333333333), (31.457, 0.041133333333333334, 0.0016), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4219.5026, 1859.9861333333333, 999.9998), (16779.444866666665, 1799.9902, 1524.9986666666666), (34328.543, 1882.6588666666667, 1333.7484), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0032500000000000003), (9, 0.0, 0.0062), (2, 0.0, 0.00015555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10675), (16096, 51.900000000000006, 6.1838), (32210, 58.2, 11.639844444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
163,"[29.982625961777114, 54.98642310540607, 27.937434051269317, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[423.04803616590937, 2941.693190889238, 2322.3236776131207, 0, 0, 0]","[3605.9519638340907, 5160.306809110762, 13788.67632238688, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1208, 4455, 4501, 0, 0, 0]","[(103.4594, 0.0092, 0.00013333333333333337), (1416.9742, 0.010133333333333333, 0.0026), (55.924, 0.0046, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4191.5406, 1859.9908, 999.9998666666667), (15763.0258, 1799.9898666666666, 1524.9974), (34304.076, 1882.6954, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0021555555555555555), (10, 0.0, 0.004405555555555557), (3, 0.0, 0.0012111111111111114), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107844444444444), (16095, 51.900000000000006, 6.185594444444444), (32209, 58.2, 11.638788888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
164,"[38.39662447257383, 66.60083929893852, 47.228601576562596, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[1110.8441056286947, 2415.2616857385497, 5974.673798334701, 0, 0, 0]","[2918.1558943713053, 5686.738314261451, 10136.326201665299, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1547, 5396, 7609, 0, 0, 0]","[(78.905, 0.008466666666666666, 0.003933333333333333), (1649.7582666666663, 0.013666666666666667, 0.002066666666666667), (123.0328, 0.009266666666666666, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4216.095, 1859.9915333333333, 999.9960666666667), (15530.241733333334, 1799.9863333333333, 1524.9979333333333), (34236.9672, 1882.6907333333334, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.001116666666666667), (10, 0.0, 0.004088888888888889), (5, 0.0, 0.0027055555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108883333333333), (16095, 51.900000000000006, 6.1859111111111105), (32207, 58.2, 11.637294444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
165,"[50.583271283196815, 46.30955319674154, 65.68183228849854, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[728.4975588730376, 705.7484970562865, 5527.6182006643485, 0, 0, 0]","[3300.5024411269624, 7396.251502943714, 10583.381799335652, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2038, 3752, 10582, 0, 0, 0]","[(49.19486666666667, 0.005666666666666667, 0.0011333333333333336), (1279.2623333333333, 0.004666666666666666, 0.0010666666666666667), (184.4178, 0.009133333333333334, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4245.805133333333, 1859.9943333333333, 999.9988666666667), (15900.737666666666, 1799.9953333333333, 1524.9989333333333), (34175.5822, 1882.6908666666668, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.001238888888888889), (5, 0.0, 0.0012666666666666666), (10, 0.0, 0.002255555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.10876111111111), (16100, 51.900000000000006, 6.1887333333333325), (32202, 58.2, 11.637744444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 0, 0, 0, 0]"
166,"[49.88830975428146, 46.40829424833374, 67.81081248836199, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[850.1039305000404, 956.2374912637823, 4755.122344874127, 0, 0, 0]","[3178.8960694999596, 7145.762508736218, 11355.877655125874, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2010, 3760, 10925, 0, 0, 0]","[(29.184333333333328, 0.0006, 0.0005333333333333334), (1096.1110666666668, 0.0048, 0.0008666666666666667), (394.9189333333333, 0.004933333333333333, 0.0014666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4265.815666666666, 1859.9994, 999.9994666666666), (16083.888933333334, 1799.9952, 1524.9991333333332), (33965.081066666666, 1882.6950666666667, 1333.7485333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00015555555555555556), (4, 0.0, 0.0011555555555555555), (8, 0.0, 0.002661111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109844444444445), (16101, 51.900000000000006, 6.188844444444444), (32204, 58.2, 11.637338888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
167,"[52.320675105485236, 43.989138484324855, 65.01768977717087, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1017.0120533466752, 699.8515467508195, 4248.232690508403, 0, 0, 0]","[3011.987946653325, 7402.14845324918, 11862.767309491597, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2108, 3564, 10475, 0, 0, 0]","[(40.937466666666666, 0.004533333333333333, 0.00013333333333333334), (851.3988, 0.0016, 0.0024000000000000002), (448.22139999999996, 0.003933333333333333, 0.0030666666666666663), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4254.062533333334, 1859.9954666666667, 999.9998666666667), (16328.6012, 1799.9984, 1524.9976), (33911.7786, 1882.6960666666666, 1333.7469333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0011111111111111113), (5, 0.0, 0.00020555555555555556), (8, 0.0, 0.0021388888888888885), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108888888888888), (16100, 51.900000000000006, 6.189794444444444), (32204, 58.2, 11.63786111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 1, 1, 0, 0, 0]"
168,"[42.02035244477538, 21.784744507529005, 38.48302402085532, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[989.3307467807971, 1382.0554826918822, 3092.481317373994, 0, 0, 0]","[3039.669253219203, 6719.944517308118, 13018.518682626007, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1693, 1765, 6200, 0, 0, 0]","[(73.3998, 0.004533333333333333, 6.666666666666668e-05), (221.90413333333333, 0.004733333333333333, 0.02766666666666667), (504.01466666666664, 0.005, 0.0036), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4221.6002, 1859.9954666666667, 999.9999333333334), (16958.095866666667, 1799.9952666666666, 1524.9723333333334), (33855.98533333333, 1882.695, 1333.7464), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0010444444444444446), (6, 0.05313333333333333, 0.012205555555555556), (5, 1.666666666666667e-05, 0.002355555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108955555555555), (16099, 51.84686666666667, 6.177794444444444), (32207, 58.199983333333336, 11.637644444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
169,"[41.499131298088855, 37.21303381881017, 25.274657066600458, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[933.5475637635589, 1503.6368616640002, 1161.2390325445572, 0, 0, 0]","[3095.452436236441, 6598.363138336, 14949.760967455442, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1672, 3015, 4072, 0, 0, 0]","[(53.8266, 0.004533333333333333, 6.666666666666668e-05), (1523.4921333333334, 0.004933333333333333, 0.0172), (23.0686, 0.004266666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4241.1734, 1859.9954666666667, 999.9999333333334), (15656.507866666667, 1799.9950666666666, 1524.9828), (34336.9314, 1882.6957333333335, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.001511111111111111), (7, 0.06325, 0.01317222222222222), (4, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.108488888888889), (16098, 51.83675000000001, 6.176827777777778), (32208, 58.2, 11.639), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
170,"[40.23330851327873, 41.00222167366083, 28.806405561417662, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[823.2485285753544, 628.7750658402916, 990.9370936802097, 0, 0, 0]","[3205.7514714246454, 7473.224934159708, 15120.06290631979, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1621, 3322, 4641, 0, 0, 0]","[(41.943, 0.004666666666666667, 0.00013333333333333334), (1586.8439999999998, 0.0029333333333333334, 0.016666666666666666), (181.4032, 0.004533333333333334, 0.00020000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4253.057, 1859.9953333333333, 999.9998666666667), (15593.156, 1799.9970666666666, 1524.9833333333333), (34178.5968, 1882.6954666666668, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0010944444444444443), (7, 0.08965000000000001, 0.01569444444444444), (5, 0.05556666666666666, 0.027522222222222215), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.108905555555555), (16098, 51.81035000000001, 6.174305555555555), (32207, 58.14443333333334, 11.612477777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
171,"[40.77934971456937, 29.918538632436437, 42.00235863695612, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[647.7815892431975, 1469.8915940493048, 3142.4823994288217, 0, 0, 0]","[3381.2184107568028, 6632.108405950696, 12968.517600571178, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1643, 2424, 6767, 0, 0, 0]","[(110.44959999999999, 0.0892, 0.004733333333333333), (1034.5939333333333, 0.0002, 0.0014), (310.3772666666667, 0.022866666666666664, 0.006066666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4184.5504, 1859.9108, 999.9952666666667), (16145.406066666666, 1799.9998, 1524.9986), (34049.62273333333, 1882.6771333333334, 1333.7439333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.08209444444444444), (6, 0.0, 0.003955555555555555), (5, 0.123, 0.05921666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.027905555555556), (16099, 51.900000000000006, 6.186044444444444), (32207, 58.077000000000005, 11.580783333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
172,"[38.57036485480268, 42.06368797827697, 23.642232015393212, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[352.61113105048065, 1269.49318303327, 1874.6166507122373, 0, 0, 0]","[3676.3888689495193, 6832.50681696673, 14236.383349287762, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1554, 3408, 3809, 0, 0, 0]","[(176.50946666666667, 0.08926666666666667, 0.0044), (1427.4604666666667, 0.0092, 0.0124), (111.84753333333333, 0.02713333333333334, 0.0086), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4118.490533333334, 1859.9107333333334, 999.9956), (15752.539533333333, 1799.9908, 1524.9876), (34248.15246666667, 1882.6728666666668, 1333.7414), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.00065, 0.07706666666666666), (9, 1.666666666666667e-05, 0.004411111111111111), (2, 0.00315, 0.00255), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09935, 10.032933333333332), (16096, 51.89998333333334, 6.185588888888889), (32210, 58.196850000000005, 11.63745), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
173,"[22.089848597666915, 53.82621574919773, 27.360188690956488, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[664.2797253099241, 2859.9678918345353, 1061.4250322148832, 0, 0, 0]","[3364.7202746900757, 5242.032108165465, 15049.574967785116, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[890, 4361, 4408, 0, 0, 0]","[(87.07473333333333, 0.0002, 6.666666666666668e-05), (2192.2217333333333, 0.013800000000000002, 0.013066666666666664), (49.6318, 0.0044, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4207.925266666667, 1859.9998, 999.9999333333334), (14987.778266666666, 1799.9862, 1524.9869333333334), (34310.3682, 1882.6956, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0002666666666666667), (10, 1.666666666666667e-05, 0.0015944444444444446), (4, 0.0, 0.0010944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109733333333333), (16095, 51.89998333333334, 6.188405555555555), (32208, 58.2, 11.638905555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
