interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,cpufailures
11,"[37.9746835443038, 20.22957294495186, 47.855502451741046, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1020.5020027941778, 965.0255466448691, 3847.553813539107, 0, 0, 0]","[3008.4979972058222, 7136.974453355131, 12263.446186460893, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1530, 1639, 7710, 0, 0, 0]","[(128.6252, 0.013866666666666666, 6.666666666666668e-05), (422.22619999999995, 0.007333333333333333, 0.21073333333333333), (3611.8625333333334, 0.0002, 0.0028666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4166.3748, 1859.9861333333333, 999.9999333333334), (16757.7738, 1799.9926666666668, 1524.7892666666667), (30748.137466666667, 1882.6998, 1333.7471333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0031999999999999997), (3, 0.21001666666666666, 0.1182277777777778), (6, 0.04548333333333333, 0.01624444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1068), (16102, 51.68998333333334, 6.071772222222222), (32206, 58.154516666666666, 11.623755555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[38.644825018615045, 31.017032831399654, 33.99540686487493, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[267.1482963937084, 531.1208804818593, 1389.3548229680591, 0, 0, 0]","[3761.8517036062917, 7570.87911951814, 14721.64517703194, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1557, 2513, 5477, 0, 0, 0]","[(76.50200000000001, 0.011666666666666665, 0.0022), (562.6909333333333, 0.0114, 0.20046666666666665), (2416.5734, 0.0021999999999999997, 0.009933333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4218.498, 1859.9883333333332, 999.9978), (16617.30906666667, 1799.9886, 1524.7995333333333), (31943.4266, 1882.6978000000001, 1333.7400666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0020666666666666663), (6, 0.058233333333333324, 0.05198888888888889), (4, 0.0, 0.00018888888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.107933333333333), (16099, 51.84176666666667, 6.13801111111111), (32208, 58.2, 11.63981111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
13,"[23.926532638371807, 42.38459639595162, 38.73750853454162, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[458.24219408979775, 2310.182721446651, 3836.996878738514, 0, 0, 0]","[3570.7578059102025, 5791.817278553349, 12274.003121261485, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[964, 3434, 6241, 0, 0, 0]","[(12.931466666666665, 0.002933333333333333, 0.0027333333333333333), (124.69246666666663, 0.13226666666666667, 0.11126666666666665), (121.76520000000001, 0.0002666666666666667, 0.0004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4282.068533333333, 1859.9970666666666, 999.9972666666666), (17055.307533333333, 1799.8677333333333, 1524.8887333333332), (34238.2348, 1882.6997333333334, 1333.7496), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.000988888888888889), (5, 0.0032333333333333337, 0.003327777777777778), (4, 0.0, 0.0062833333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.10901111111111), (16100, 51.89676666666667, 6.186672222222222), (32208, 58.2, 11.633716666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
14,"[27.10349962769918, 55.430757837570965, 26.633976786046798, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[855.536163918977, 2651.6642871899776, 3127.8483630747987, 0, 0, 0]","[3173.463836081023, 5450.335712810022, 12983.151636925202, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1092, 4491, 4291, 0, 0, 0]","[(14.9414, 0.0, 0.0), (226.57826666666665, 0.006666666666666668, 0.0028), (166.37353333333334, 0.0002666666666666667, 0.0007333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4280.0586, 1860.0, 1000.0), (16953.421733333333, 1799.9933333333333, 1524.9972), (34193.62646666667, 1882.6997333333334, 1333.7492666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.000711111111111111), (8, 1.666666666666667e-05, 0.004072222222222222), (2, 1.666666666666667e-05, 0.002483333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109288888888889), (16097, 51.89998333333334, 6.185927777777778), (32210, 58.199983333333336, 11.637516666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
15,"[41.424671134276494, 44.64329795112318, 39.64372168083918, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[439.1948243283037, 1057.0143914888952, 3052.2304095514946, 0, 0, 0]","[3589.8051756716964, 7044.985608511105, 13058.769590448504, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1669, 3617, 6387, 0, 0, 0]","[(47.6216, 0.004666666666666667, 6.666666666666668e-05), (182.80073333333337, 0.022600000000000002, 0.0044666666666666665), (342.53340000000003, 0.0009999999999999998, 0.002533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4247.3784, 1859.9953333333333, 999.9999333333334), (16997.199266666667, 1799.9774, 1524.9955333333332), (34017.4666, 1882.699, 1333.7474666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0020388888888888887), (5, 0.0014333333333333331, 0.003761111111111111), (5, 0.44465, 0.009783333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107961111111111), (16100, 51.898566666666675, 6.186238888888888), (32207, 57.75535, 11.630216666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
16,"[25.93695706130553, 41.952604295235744, 59.567997020669104, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[463.4866838317982, 2237.4467850104948, 5366.399101645379, 0, 0, 0]","[3565.513316168202, 5864.553214989505, 10744.60089835462, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1045, 3399, 9597, 0, 0, 0]","[(11.883600000000001, 0.004733333333333333, 0.0), (1571.4644666666668, 0.14733333333333334, 0.5950666666666666), (2343.9149333333335, 0.0012000000000000001, 0.0041333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4283.1164, 1859.9952666666666, 1000.0), (15608.535533333334, 1799.8526666666667, 1524.4049333333332), (32016.085066666667, 1882.6988000000001, 1333.7458666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.001472222222222222), (8, 0.005116666666666666, 0.1885), (6, 0.78925, 0.01727777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108527777777777), (16097, 51.89488333333334, 6.001499999999999), (32206, 57.41075, 11.62272222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
17,"[23.802432365351205, 41.4835843001728, 64.8314815964248, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[872.4045941153149, 1758.731395761482, 6248.534672878177, 0, 0, 0]","[3156.595405884685, 6343.268604238518, 9862.465327121823, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[959, 3361, 10445, 0, 0, 0]","[(10.966066666666668, 0.0, 0.0), (1360.3514666666667, 0.20020000000000002, 0.7438666666666668), (2510.988533333333, 0.0058, 0.0041333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4284.033933333333, 1860.0, 1000.0), (15819.648533333333, 1799.7998, 1524.2561333333333), (31849.011466666667, 1882.6942000000001, 1333.7458666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 4.4444444444444447e-05), (8, 0.0006, 0.11397777777777778), (7, 0.8093666666666668, 0.044683333333333325), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109955555555555), (16097, 51.89940000000001, 6.076022222222222), (32205, 57.390633333333334, 11.595316666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
18,"[46.835443037974684, 25.35176499629721, 64.52734156787288, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[758.460997801451, 782.6690916395479, 5154.6780482798, 0, 0, 0]","[3270.539002198549, 7319.330908360452, 10956.3219517202, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1887, 2054, 10396, 0, 0, 0]","[(19.878199999999996, 0.0, 0.0), (1262.31, 0.13406666666666667, 0.4640666666666667), (2492.8140000000003, 0.004733333333333333, 0.0016666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4275.1218, 1860.0, 1000.0), (15917.69, 1799.8659333333333, 1524.5359333333333), (31867.186, 1882.6952666666666, 1333.7483333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00015000000000000001), (6, 1.666666666666667e-05, 0.1218), (5, 1.666666666666667e-05, 0.003977777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10985), (16099, 51.89998333333334, 6.068199999999999), (32207, 58.199983333333336, 11.636022222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
19,"[52.246214941672875, 27.104418662058748, 42.98926199491031, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[913.7925058849653, 1614.050151178319, 3538.759030224631, 0, 0, 0]","[3115.207494115035, 6487.949848821681, 12572.240969775368, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2105, 2196, 6926, 0, 0, 0]","[(23.63526666666666, 0.0, 0.0), (925.8914666666667, 0.0002, 0.001), (419.4297333333333, 0.02093333333333333, 0.009933333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.364733333334, 1860.0, 1000.0), (16254.108533333334, 1799.9998, 1524.999), (33940.57026666667, 1882.6790666666668, 1333.7400666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.00012222222222222224), (6, 0.0, 0.00015555555555555556), (6, 0.0, 0.018099999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109877777777777), (16099, 51.900000000000006, 6.189844444444444), (32206, 58.2, 11.621899999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[1, 0, 0, 0, 0, 0]"
20,"[70.14147431124348, 45.531967415452975, 23.698094469617033, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[921.8883074601822, 2017.2792741156281, 1771.6346260561663, 0, 0, 0]","[3107.111692539818, 6084.720725884372, 14339.365373943834, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2826, 3689, 3818, 0, 0, 0]","[(46.747466666666654, 0.0, 0.0), (1288.1744666666666, 0.004733333333333333, 0.0009999999999999998), (468.3634, 0.011466666666666667, 0.006066666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4248.252533333333, 1860.0, 1000.0), (15891.825533333333, 1799.9952666666666, 1524.999), (33891.6366, 1882.6885333333335, 1333.7439333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 5e-05), (8, 0.0, 0.0016777777777777776), (4, 1.666666666666667e-05, 0.01902222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10995), (16097, 51.900000000000006, 6.188322222222221), (32208, 58.199983333333336, 11.620977777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[2, 0, 0, 0, 0, 0]"
21,"[74.55944403077687, 51.160207356208346, 21.941530631245733, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[0, 1932.631003593991, 1290.4392936531015, 0, 0, 0]","[4029, 6169.368996406009, 14820.560706346898, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3004, 4145, 3535, 0, 0, 0]","[(46.834933333333325, 0.004200000000000001, 0.004266666666666667), (2319.449333333333, 0.004733333333333333, 0.0018), (1558.8822, 0.008733333333333333, 0.005600000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4248.1650666666665, 1859.9958, 999.9957333333333), (14860.550666666666, 1799.9952666666666, 1524.9982), (32801.1178, 1882.6912666666667, 1333.7444), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0001111111111111111), (6, 0.0, 0.0011777777777777778), (4, 0.0, 0.021833333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109888888888888), (16099, 51.900000000000006, 6.188822222222222), (32208, 58.2, 11.618166666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[2, 0, 0, 0, 0, 0]"
22,"[55.64656242243733, 70.59985188842262, 31.97815157345913, 0.0, 0.0, 0.0]","[1, 5, 2, 0, 0, 0]","[352.61113105048065, 3261.8435927968667, 1290.4391462452068, 0, 0, 0]","[3676.3888689495193, 4840.156407203133, 14820.560853754792, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2242, 5720, 5152, 0, 0, 0]","[(33.20446666666667, 6.666666666666668e-05, 0.0002), (2133.501, 0.0152, 0.21206666666666668), (2426.4041333333334, 0.0, 0.0018), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4261.795533333333, 1859.9999333333333, 999.9998), (15046.499, 1799.9848, 1524.7879333333333), (31933.595866666667, 1882.7, 1333.7482), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.00065, 0.00018333333333333334), (10, 0.2932166666666667, 0.14573888888888892), (2, 0.0, 0.00013888888888888886), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.09935, 10.109816666666665), (16095, 51.60678333333334, 6.04426111111111), (32210, 58.2, 11.63986111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[3, 0, 1, 0, 0, 0]"
