interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[13.849590469099033, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[253.96622867117168, 0, 0, 0, 0, 0]","[3775.033771328828, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[558, 0, 0, 0, 0, 0]","[(3.3202, 0.00013333333333333334, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4291.6798, 1859.9998666666668, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[30.75204765450484, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[910.4475247681228, 0, 0, 0, 0, 0]","[3118.552475231877, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1239, 0, 0, 0, 0, 0]","[(3534.0502666666657, 0.0013333333333333333, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(760.9497333333343, 1859.9986666666666, 999.9992), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 4.4444444444444447e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109955555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[44.72573839662447, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[846.7338010254063, 0, 0, 0, 0, 0]","[3182.266198974594, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1802, 0, 0, 0, 0, 0]","[(2323.5556, 6.666666666666668e-05, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(1971.4443999999999, 1859.9999333333333, 999.9993333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 7.222222222222222e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.109927777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[47.62968478530652, 13.255986176252776, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1338.809733060026, 954.6312914962789, 0, 0, 0, 0]","[2690.190266939974, 7147.368708503721, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1919, 1074, 0, 0, 0, 0]","[(1655.8751333333335, 6.666666666666668e-05, 0.0007999999999999999), (27.962, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2639.1248666666665, 1859.9999333333333, 999.9992), (17152.038, 1800.0, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0007555555555555555), (3, 0.04601666666666666, 0.016216666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109244444444444), (16102, 51.85398333333334, 6.173783333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[44.08041697691735, 29.78276968649716, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[1077.7051817012255, 2401.955697138643, 0, 0, 0, 0]","[2951.2948182987748, 5700.044302861357, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1776, 2413, 0, 0, 0, 0]","[(2183.832866666667, 6.666666666666668e-05, 0.0009333333333333332), (111.6728, 0.0006, 0.005533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2111.167133333333, 1859.9999333333333, 999.9990666666666), (17068.3272, 1799.9994, 1524.9944666666668), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0006277777777777779), (5, 0.0007666666666666667, 0.00030555555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109372222222222), (16100, 51.89923333333334, 6.189694444444444), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[46.68652271034996, 46.29721056529252, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[922.063858704439, 3624.676585245188, 0, 0, 0, 0]","[3106.936141295561, 4477.323414754812, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1881, 3751, 0, 0, 0, 0]","[(124.03633333333333, 0.006333333333333332, 0.004866666666666666), (55.48646666666666, 0.0004, 0.0038), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4170.9636666666665, 1859.9936666666667, 999.9951333333333), (17124.513533333335, 1799.9996, 1524.9962), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0008166666666666666), (7, 3.3333333333333335e-05, 0.00031666666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109183333333332), (16098, 51.89996666666667, 6.189683333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[41.59841151650534, 58.63984201431746, 0.0, 0.0, 0.0, 0.0]","[3, 4, 0, 0, 0, 0]","[1263.4276568523333, 3633.936438877649, 0, 0, 0, 0]","[2765.5723431476667, 4468.0635611223515, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1676, 4751, 0, 0, 0, 0]","[(90.83153333333334, 0.0, 0.0002), (99.91933333333336, 0.0008666666666666666, 0.004399999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4204.168466666667, 1860.0, 999.9998), (17080.080666666665, 1799.9991333333332, 1524.9956), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00012222222222222221), (10, 0.06351666666666665, 0.014261111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109877777777777), (16095, 51.83648333333334, 6.175738888888889), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[51.97319434102755, 45.371513206615646, 13.816647011358699, 0.0, 0.0, 0.0]","[4, 3, 1, 0, 0, 0]","[317.8853161136635, 2318.838777200005, 1594.192548763792, 0, 0, 0]","[3711.1146838863365, 5783.161222799995, 14516.807451236207, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2094, 3676, 2226, 0, 0, 0]","[(103.02080000000001, 0.004666666666666667, 0.00013333333333333337), (80.5206, 0.001, 0.0032), (1185.5895333333335, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4191.9792, 1859.9953333333333, 999.9998666666667), (17099.4794, 1799.999, 1524.9968), (33174.41046666667, 1882.7, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.05473333333333333, 0.020377777777777776), (7, 5e-05, 0.00039444444444444444), (2, 0.04596666666666667, 0.01621111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.04526666666666, 10.089622222222221), (16098, 51.899950000000004, 6.189605555555555), (32210, 58.15403333333334, 11.623788888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[24.224373293621245, 65.82325351764996, 27.335360933523678, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[603.1844306689529, 3028.098270125688, 3844.535660018848, 0, 0, 0]","[3425.8155693310473, 5073.901729874312, 12266.464339981152, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[976, 5333, 4404, 0, 0, 0]","[(20.0974, 0.004866666666666667, 6.666666666666668e-05), (1954.980266666667, 0.144, 0.5987999999999999), (1114.2859333333333, 0.016, 0.023), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.9026, 1859.9951333333333, 999.9999333333334), (15225.019733333333, 1799.856, 1524.4012), (33245.71406666667, 1882.684, 1333.727), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010999999999999998), (13, 0.01785, 0.19085555555555556), (4, 0.0, 0.00015000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.1089), (16092, 51.88215, 5.999144444444444), (32208, 58.2, 11.63985), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[34.59915611814346, 40.96519377931375, 49.003786233008505, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[577.3529832640098, 2761.7038683084884, 6744.787070445991, 0, 0, 0]","[3451.6470167359903, 5340.296131691512, 9366.212929554009, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1394, 3319, 7895, 0, 0, 0]","[(62.564800000000005, 0.0094, 6.666666666666668e-05), (1773.3156666666669, 0.20813333333333334, 0.9292666666666667), (1526.7256000000002, 0.033999999999999996, 0.031933333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4232.4352, 1859.9906, 999.9999333333334), (15406.684333333333, 1799.7918666666667, 1524.0707333333332), (32833.2744, 1882.666, 1333.7180666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.002138888888888889), (8, 0.0008833333333333332, 0.11602222222222222), (8, 0.0, 0.018416666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107861111111111), (16097, 51.89911666666667, 6.0739777777777775), (32204, 58.2, 11.621583333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
