interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[11.913626209977663, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[474.53904722084934, 0, 0, 0, 0, 0]","[3554.460952779151, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[480, 0, 0, 0, 0, 0]","[(13.4562, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4281.5438, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0007), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.1093), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[31.422189128816086, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[976.5037582159844, 0, 0, 0, 0, 0]","[3052.4962417840156, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1266, 0, 0, 0, 0, 0]","[(101.0118, 0.006399999999999999, 0.004933333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4193.9882, 1859.9936, 999.9950666666666), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0009166666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109083333333333), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[45.24695954331099, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[1145.8509576739661, 0, 0, 0, 0, 0]","[2883.149042326034, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1823, 0, 0, 0, 0, 0]","[(234.52986666666666, 0.0007333333333333332, 0.0007999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4060.4701333333333, 1859.9992666666667, 999.9992), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.029633333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.080366666666666), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[47.15810374782824, 10.639348309059491, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1112.459987284875, 277.9961214515266, 0, 0, 0, 0]","[2916.540012715125, 7824.003878548473, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1900, 862, 0, 0, 0, 0]","[(295.697, 0.0014666666666666665, 0.0009333333333333333), (55.574, 0.0027333333333333333, 0.021466666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3999.303, 1859.9985333333334, 999.9990666666666), (17124.426, 1799.9972666666667, 1524.9785333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.05473333333333333, 0.04977777777777778), (1, 0.00075, 0.0005888888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.04526666666666, 10.060222222222222), (16104, 51.89925000000001, 6.18941111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[40.431868950111685, 24.413725006171315, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[557.033011368459, 1116.065298514448, 0, 0, 0, 0]","[3471.966988631541, 6985.934701485552, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1629, 1978, 0, 0, 0, 0]","[(238.9864, 0.0012666666666666666, 0.00046666666666666666), (59.593533333333326, 0.0013333333333333333, 0.013333333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4056.0136, 1859.9987333333333, 999.9995333333334), (17120.406466666667, 1799.9986666666666, 1524.9866666666667), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.003222222222222222), (4, 0.0001, 0.0004888888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.106777777777777), (16101, 51.8999, 6.189511111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[28.64234301315463, 45.13700320908418, 12.420085655763142, 0.0, 0.0, 0.0]","[2, 3, 1, 0, 0, 0]","[319.3147248848671, 2436.623758346188, 2001.543193618997, 0, 0, 0]","[3709.6852751151328, 5665.376241653812, 14109.456806381004, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1154, 3657, 2001, 0, 0, 0]","[(124.9546, 0.0010666666666666667, 0.004133333333333333), (61.3412, 0.0006, 0.006533333333333333), (41.243666666666655, 6.666666666666668e-05, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4170.0454, 1859.9989333333333, 999.9958666666666), (17118.6588, 1799.9994, 1524.9934666666666), (34318.75633333333, 1882.6999333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0015388888888888887), (8, 0.0007666666666666667, 0.00029444444444444445), (3, 0.00065, 0.00020555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.10846111111111), (16097, 51.89923333333334, 6.189705555555555), (32209, 58.19935, 11.639794444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[26.383718044179698, 55.24561836583559, 12.420085655763142, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[647.0358799732971, 1593.3935214328221, 0, 0, 0, 0]","[3381.964120026703, 6508.606478567178, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1063, 4476, 2001, 0, 0, 0]","[(9.174199999999999, 0.0003333333333333333, 6.666666666666668e-05), (130.19706666666667, 0.0004, 0.0048000000000000004), (50.3308, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4285.8258, 1859.9996666666666, 999.9999333333334), (17049.802933333332, 1799.9996, 1524.9952), (34309.6692, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0), (10, 0.047516666666666665, 0.017783333333333335), (3, 0.0, 7.777777777777777e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.11), (16095, 51.85248333333334, 6.1722166666666665), (32209, 58.2, 11.639922222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[37.75130305286672, 26.623056035546778, 33.169883930234, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[712.7984231547024, 615.6891135853655, 2963.045780809841, 0, 0, 0]","[3316.2015768452975, 7486.310886414634, 13147.95421919016, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1521, 2157, 5344, 0, 0, 0]","[(63.43806666666667, 0.004733333333333333, 0.0002), (103.80806666666669, 0.0004, 0.0030666666666666668), (78.2936, 0.0092, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4231.561933333333, 1859.9952666666666, 999.9998), (17076.19193333333, 1799.9996, 1524.9969333333333), (34281.7064, 1882.6908, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0011333333333333332), (4, 0.06351666666666665, 0.014772222222222221), (5, 0.0, 0.0022333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108866666666666), (16101, 51.83648333333334, 6.175227777777777), (32207, 58.2, 11.637766666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[32.96103251427153, 23.142433966921747, 48.016882875054314, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[848.8780624382578, 1010.2298734214519, 2097.770047607016, 0, 0, 0]","[3180.121937561742, 7091.770126578548, 14013.229952392983, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1328, 1875, 7736, 0, 0, 0]","[(1300.9325999999999, 0.09646666666666667, 0.0018666666666666666), (73.39959999999999, 0.0, 0.0004), (62.73906666666667, 0.011600000000000001, 0.002466666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2994.0674, 1859.9035333333334, 999.9981333333334), (17106.6004, 1800.0, 1524.9996), (34297.26093333333, 1882.6884, 1333.7475333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0011), (5, 0.0, 0.0012722222222222221), (8, 0.0, 0.002088888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.1089), (16100, 51.900000000000006, 6.188727777777777), (32204, 58.2, 11.63791111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[31.471829238024323, 26.141693409034804, 30.57538327850537, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[1227.246584948932, 1610.658469163071, 3453.5667419609467, 0, 0, 0]","[2801.7534150510683, 6491.341530836929, 12657.433258039053, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1268, 2118, 4926, 0, 0, 0]","[(2517.979933333333, 0.09653333333333333, 0.0027333333333333333), (54.17586666666667, 0.0, 0.0011333333333333334), (7.251666666666667, 0.0006666666666666666, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(1777.020066666667, 1859.9034666666666, 999.9972666666666), (17125.82413333333, 1800.0, 1524.9988666666666), (34352.74833333334, 1882.6993333333335, 1333.7493333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0011555555555555555), (4, 0.0, 0.0006555555555555555), (6, 0.0, 0.00029444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108844444444443), (16101, 51.900000000000006, 6.189344444444444), (32206, 58.2, 11.639705555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
