interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[13.179448994787787, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[398.9829821031236, 0, 0, 0, 0, 0]","[3630.0170178968765, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[531, 0, 0, 0, 0, 0]","[(2.3588, 0.029066666666666668, 0.028866666666666672), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4292.6412, 1859.9709333333333, 999.9711333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 2.2222222222222223e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109977777777777), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[26.234797716554976, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[896.8722267128201, 0, 0, 0, 0, 0]","[3132.12777328718, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1057, 0, 0, 0, 0, 0]","[(477.88733333333334, 4.829666666666666, 0.047266666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3817.112666666667, 1855.1703333333332, 999.9527333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.005116666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.104883333333333), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[42.4174733184413, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[808.2196395406393, 0, 0, 0, 0, 0]","[3220.780360459361, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1709, 0, 0, 0, 0, 0]","[(393.477, 1.9496666666666667, 0.0514), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3901.523, 1858.0503333333334, 999.9486), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.005038888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10496111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[45.6192603623728, 12.61416934090348, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[396.5155755317726, 1022.0287790173022, 0, 0, 0, 0]","[3632.484424468227, 7079.971220982698, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1838, 1022, 0, 0, 0, 0]","[(20.926666666666666, 0.0238, 0.023600000000000003), (0.0, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.073333333334, 1859.9762, 999.9764), (17180.0, 1800.0, 1524.999), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.042083333333333334, 0.014955555555555557), (2, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.05791666666666, 10.095044444444444), (16103, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[33.06031273268801, 34.42359911133054, 0.0, 0.0, 0.0, 0.0]","[2, 3, 0, 0, 0, 0]","[959.1150055475518, 2279.43513277655, 0, 0, 0, 0]","[3069.884994452448, 5822.56486722345, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1332, 2789, 0, 0, 0, 0]","[(88.07959999999999, 0.00013333333333333334, 0.001), (268.08506666666676, 0.007, 0.0031333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4206.9204, 1859.9998666666668, 999.999), (16911.914933333333, 1799.993, 1524.9968666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0007222222222222222), (6, 0.0, 0.001811111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109277777777777), (16099, 51.900000000000006, 6.188188888888888), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[49.83866964507322, 34.42359911133054, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[1266.0957682473554, 756.6049761212511, 0, 0, 0, 0]","[2762.9042317526446, 7345.395023878749, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2008, 2789, 0, 0, 0, 0]","[(150.64426666666665, 0.00013333333333333337, 0.0011333333333333334), (238.37526666666668, 0.007, 0.0030666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4144.355733333334, 1859.9998666666668, 999.9988666666667), (16941.624733333334, 1799.993, 1524.9969333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.001333333333333333), (6, 0.0, 0.0016611111111111108), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108666666666666), (16099, 51.900000000000006, 6.188338888888889), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[47.40630429386945, 23.994075536904468, 24.275339829929862, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[997.5234221773339, 802.9360123670964, 2424.6995821340292, 0, 0, 0]","[3031.476577822666, 7299.063987632903, 13686.30041786597, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1910, 1944, 3911, 0, 0, 0]","[(130.372, 0.0004666666666666667, 0.0015333333333333332), (324.3587333333333, 0.0, 0.0), (22.3696, 0.009133333333333334, 0.0002666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4164.628, 1859.9995333333334, 999.9984666666667), (16855.641266666666, 1800.0, 1525.0), (34337.6304, 1882.6908666666668, 1333.7497333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0011722222222222223), (4, 0.0, 0.0012166666666666667), (4, 0.0, 0.001977777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108827777777778), (16101, 51.900000000000006, 6.188783333333332), (32208, 58.2, 11.63802222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[42.83941424671134, 26.07998025178968, 39.12233877475017, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[253.15647776580917, 971.062093797411, 3259.009080151573, 0, 0, 0]","[3775.843522234191, 7130.937906202589, 12851.990919848427, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1726, 2113, 6303, 0, 0, 0]","[(124.43, 0.0003333333333333333, 0.0014), (20.9708, 6.666666666666668e-05, 0.0), (34.77706666666667, 0.011400000000000002, 0.0026000000000000003), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4170.57, 1859.9996666666666, 999.9986), (17159.0292, 1799.9999333333333, 1525.0), (34325.22293333333, 1882.6886, 1333.7474), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0009833333333333332), (2, 0.0, 0.00075), (7, 0.0, 0.0018833333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109016666666665), (16103, 51.900000000000006, 6.1892499999999995), (32205, 58.2, 11.638116666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[25.24199553239017, 41.705751666255246, 41.72925330519521, 0.0, 0.0, 0.0]","[2, 3, 3, 0, 0, 0]","[873.2041266538829, 1950.1428691479782, 2647.7836930219532, 0, 0, 0]","[3155.7958733461173, 6151.857130852022, 13463.216306978047, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1017, 3379, 6723, 0, 0, 0]","[(515.1993333333334, 4.806, 0.02386666666666667), (1423.2660666666666, 0.008266666666666667, 0.21006666666666665), (8.125399999999999, 0.05646666666666667, 0.05539999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3779.8006666666665, 1855.194, 999.9761333333333), (15756.733933333333, 1799.9917333333333, 1524.7899333333332), (34351.8746, 1882.6435333333334, 1333.6946), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0051111111111111105), (5, 0.21001666666666666, 0.11889444444444447), (7, 0.0, 0.0012833333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.104888888888889), (16100, 51.68998333333334, 6.071105555555555), (32205, 58.2, 11.638716666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[40.25812856788285, 29.72105652925204, 32.04022096704115, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[1114.8526667123483, 0, 4165.808216992642, 0, 0, 0]","[2914.1473332876517, 8102, 11945.191783007358, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1622, 2408, 5162, 0, 0, 0]","[(454.03200000000004, 1.925, 0.025933333333333333), (1557.4838666666667, 0.010733333333333333, 0.20006666666666664), (42.816266666666664, 0.05346666666666666, 0.05213333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3840.968, 1858.075, 999.9740666666667), (15622.516133333333, 1799.9892666666667, 1524.7999333333332), (34317.18373333333, 1882.6465333333333, 1333.6978666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.005433333333333333), (4, 0.058233333333333324, 0.052005555555555555), (4, 0.0, 0.0015611111111111108), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.104566666666667), (16101, 51.84176666666667, 6.137994444444444), (32208, 58.2, 11.638438888888889), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
