interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[10.697443534375775, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[431.4771930300991, 0, 0, 0, 0, 0]","[3597.522806969901, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[431, 0, 0, 0, 0, 0]","[(14.5486, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4280.4514, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 1.6666666666666667e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.109983333333332), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[22.58624968974932, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[439.0876958201859, 0, 0, 0, 0, 0]","[3589.912304179814, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[910, 0, 0, 0, 0, 0]","[(50.1126, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4244.8874, 1859.9953333333333, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0011222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108877777777778), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[23.802432365351205, 10.577635151814366, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[788.0514184312868, 454.65570876498435, 0, 0, 0, 0]","[3240.948581568713, 7647.344291235016, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[959, 857, 0, 0, 0, 0]","[(65.97226666666667, 4.134066666666667, 4.1416), (34.25326666666667, 0.0028, 0.0036), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4229.027733333333, 1855.8659333333333, 995.8584), (17145.746733333333, 1799.9972, 1524.9964), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00105), (2, 0.0, 0.0031666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10895), (16103, 51.900000000000006, 6.1868333333333325), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[40.580789277736415, 10.577635151814366, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[630.8641912186804, 522.8352352017342, 0, 0, 0, 0]","[3398.1358087813196, 7579.164764798265, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1635, 857, 0, 0, 0, 0]","[(78.46773333333333, 12.11286666666667, 12.139333333333331), (30.05886666666666, 0.0028666666666666667, 0.003733333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4216.532266666667, 1847.8871333333334, 987.8606666666667), (17149.941133333334, 1799.9971333333333, 1524.9962666666668), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0017000000000000001), (2, 0.0, 0.003022222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.1083), (16103, 51.900000000000006, 6.186977777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[34.47505584512286, 40.2493211552703, 0.0, 0.0, 0.0, 0.0]","[2, 3, 0, 0, 0, 0]","[1015.8272248127253, 2358.1320214996003, 0, 0, 0, 0]","[3013.172775187275, 5743.8679785004, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1389, 3261, 0, 0, 0, 0]","[(51.14575714285715, 0.001, 0.0), (134.74086666666668, 0.008266666666666667, 0.009), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4243.854242857143, 1859.999, 1000.0), (17045.259133333333, 1799.9917333333333, 1524.991), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0006341269841269842), (7, 0.0007666666666666667, 0.0050666666666666655), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109365873015873), (16098, 51.89923333333334, 6.1849333333333325), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[53.85951849094069, 29.659343372006912, 12.010427658121781, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[893.4714778202965, 1064.628201689945, 1535.423044210032, 0, 0, 0]","[3135.5285221797035, 7037.371798310055, 14575.576955789968, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2170, 2403, 1935, 0, 0, 0]","[(99.23876666666668, 0.03933333333333333, 0.0012666666666666666), (106.42986666666665, 0.0048000000000000004, 0.0036), (130.023, 0.01833333333333333, 0.006), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4195.761233333334, 1859.9606666666666, 999.9987333333333), (17073.570133333335, 1799.9952, 1524.9964), (34229.977, 1882.6816666666666, 1333.744), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00827936507936508), (5, 3.3333333333333335e-05, 0.00215), (1, 0.11005, 0.05073333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.101720634920634), (16100, 51.89996666666667, 6.187849999999999), (32211, 58.08995, 11.589266666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[50.50881111938447, 25.413478153542336, 22.680156414871828, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[1015.4693169989118, 1590.1439136415859, 2564.030260026373, 0, 0, 0]","[3013.530683001088, 6511.856086358414, 13546.969739973627, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2035, 2059, 3654, 0, 0, 0]","[(87.42406666666668, 0.03806666666666667, 0.0012), (235.57940000000002, 0.05686666666666667, 0.027533333333333333), (130.0232, 0.02746666666666667, 0.012066666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4207.5759333333335, 1859.9619333333333, 999.9988), (16944.4206, 1799.9431333333334, 1524.9724666666666), (34229.9768, 1882.6725333333334, 1333.7379333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0005944444444444445), (5, 0.0, 0.006461111111111112), (2, 0.00315, 0.004072222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109405555555554), (16100, 51.900000000000006, 6.183538888888888), (32210, 58.196850000000005, 11.635927777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[47.62968478530652, 37.01555171562577, 22.680156414871828, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[860.2347944898927, 579.2040495482095, 1739.3188752290168, 0, 0, 0]","[3168.765205510107, 7522.79595045179, 14371.681124770983, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1919, 2999, 3654, 0, 0, 0]","[(64.13693333333333, 0.038799999999999994, 0.005133333333333333), (188.34919999999997, 0.056266666666666666, 0.02666666666666667), (318.76640000000003, 0.03206666666666667, 0.012599999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4230.863066666667, 1859.9612, 999.9948666666667), (16991.6508, 1799.9437333333333, 1524.9733333333334), (34041.2336, 1882.6679333333334, 1333.7374), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0005388888888888889), (7, 1.666666666666667e-05, 0.002728968253968254), (2, 0.0056500000000000005, 0.027144444444444447), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109461111111111), (16098, 51.89998333333334, 6.1872710317460315), (32210, 58.19435, 11.612855555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[43.80739637627203, 24.64823500370279, 38.4271615666315, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[424.2092031852845, 1503.7583079186495, 2993.3706330632194, 0, 0, 0]","[3604.7907968147156, 6598.24169208135, 13117.62936693678, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1765, 1997, 6191, 0, 0, 0]","[(188.131, 0.0, 0.0), (88.29813333333333, 0.0, 0.0), (1220.5413999999998, 0.03426666666666667, 0.012200000000000003), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4106.869, 1860.0, 1000.0), (17091.701866666666, 1800.0, 1525.0), (33139.4586, 1882.6657333333335, 1333.7378), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00030000000000000003), (4, 0.0, 0.00035), (4, 0.004566666666666667, 0.02792222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1097), (16101, 51.900000000000006, 6.189649999999999), (32208, 58.195433333333334, 11.612077777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[28.81608339538347, 54.02369785238213, 26.41052696915151, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[919.991730291697, 2490.3070589227646, 1210.24148979592, 0, 0, 0]","[3109.008269708303, 5611.692941077235, 14900.75851020408, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1161, 4377, 4255, 0, 0, 0]","[(304.7852, 0.08446666666666666, 0.004733333333333333), (653.0431333333333, 7.663399999999999, 2.4926), (1168.8121333333333, 0.0002, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3990.2148, 1859.9155333333333, 999.9952666666667), (16526.956866666667, 1792.3366, 1522.5074), (33191.18786666667, 1882.6998, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.08133888888888888), (9, 0.0, 0.021133333333333334), (3, 0.04506666666666667, 0.016016666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.028661111111111), (16096, 51.900000000000006, 6.168866666666666), (32209, 58.15493333333334, 11.623983333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
