interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[12.186646810622983, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[253.15647776580917, 0, 0, 0, 0, 0]","[3775.843522234191, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[491, 0, 0, 0, 0, 0]","[(44.738800000000005, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4250.2612, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0004222222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.109577777777778), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[26.40853809878382, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[541.3552859267407, 0, 0, 0, 0, 0]","[3487.6447140732594, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1064, 0, 0, 0, 0, 0]","[(116.74113333333332, 0.0046, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4178.258866666667, 1859.9954, 999.9999333333334), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0011388888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.10886111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[28.170761975676346, 11.602073562083435, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[706.4998634397998, 579.2040495482095, 0, 0, 0, 0]","[3322.5001365602, 7522.79595045179, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1135, 940, 0, 0, 0, 0]","[(59.156533333333336, 0.0046, 6.666666666666668e-05), (2.4026666666666667, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4235.843466666666, 1859.9954, 999.9999333333334), (17177.597333333335, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010833333333333335), (2, 0.0, 8.333333333333333e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108916666666666), (16103, 51.900000000000006, 6.189916666666666), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[38.17324398113676, 11.602073562083435, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[830.733835537409, 668.1037271435606, 0, 0, 0, 0]","[3198.266164462591, 7433.896272856439, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1538, 940, 0, 0, 0, 0]","[(69.03046666666665, 0.015333333333333334, 0.01173333333333333), (7.208333333333332, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4225.969533333333, 1859.9846666666667, 999.9882666666666), (17172.791666666668, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0017944444444444444), (2, 0.0, 8.88888888888889e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108205555555555), (16103, 51.900000000000006, 6.189911111111111), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[41.474311243484735, 25.697358676869907, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[871.0048579756086, 802.9360123670964, 0, 0, 0, 0]","[3157.9951420243915, 7299.063987632903, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1671, 2082, 0, 0, 0, 0]","[(339.3881333333333, 0.014866666666666667, 0.0124), (11.315066666666667, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3955.6118666666666, 1859.9851333333334, 999.9876), (17168.684933333334, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0030166666666666666), (3, 0.0, 8.333333333333333e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.106983333333332), (16102, 51.900000000000006, 6.189916666666666), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[41.573591461901216, 26.8822512959763, 10.421451182421947, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[1056.288711422705, 2162.79934266085, 1470.918755855893, 0, 0, 0]","[2972.711288577295, 5939.20065733915, 14640.081244144107, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1675, 2178, 1679, 0, 0, 0]","[(143.3048, 0.015, 0.012799999999999999), (1428.16, 0.14286666666666667, 0.5943999999999999), (41.943, 0.004666666666666667, 0.0002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4151.6952, 1859.985, 999.9872), (15751.84, 1799.8571333333334, 1524.4056), (34318.057, 1882.6953333333333, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.008033333333333333, 0.003438888888888889), (4, 0.005116666666666666, 0.1869), (1, 0.0, 0.0015166666666666672), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09196666666666, 10.10656111111111), (16101, 51.89488333333334, 6.0031), (32211, 58.2, 11.638483333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[45.892280963018116, 42.076030609726, 10.421451182421947, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[672.1360686758244, 2306.8791975622976, 987.5310756622861, 0, 0, 0]","[3356.8639313241756, 5795.120802437703, 15123.468924337714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1849, 3409, 1679, 0, 0, 0]","[(134.04219999999998, 0.004866666666666667, 0.0026666666666666666), (1343.5748, 0.20006666666666667, 0.7402666666666667), (33.5544, 0.004533333333333333, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4160.9578, 1859.9951333333333, 999.9973333333334), (15836.4252, 1799.7999333333332, 1524.2597333333333), (34326.4456, 1882.6954666666668, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.002872222222222222), (6, 0.0006, 0.11390555555555557), (1, 0.0, 0.0010277777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107127777777777), (16099, 51.89940000000001, 6.076094444444444), (32211, 58.2, 11.638972222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[41.17647058823529, 42.076030609726, 20.87393706163491, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[736.2093913775516, 2267.323768394199, 1159.8783019726538, 0, 0, 0]","[3292.7906086224484, 5834.676231605801, 14951.121698027346, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1659, 3409, 3363, 0, 0, 0]","[(44.17046666666667, 0.007, 0.0021333333333333334), (1451.2284000000002, 0.14726666666666666, 0.5943999999999999), (64.3126, 0.0092, 0.00020000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4250.8295333333335, 1859.993, 999.9978666666667), (15728.7716, 1799.8527333333334, 1524.4056), (34295.6874, 1882.6908, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0011166666666666664), (6, 0.005116666666666666, 0.18771111111111113), (3, 0.0, 0.002372222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108883333333333), (16099, 51.89488333333334, 6.002288888888889), (32209, 58.2, 11.637627777777777), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[37.3541821792008, 43.483090594914835, 22.549810688349574, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[412.8830870829142, 2007.7494257434446, 2381.6602499811443, 0, 0, 0]","[3616.1169129170858, 6094.250574256555, 13729.339750018855, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1505, 3523, 3633, 0, 0, 0]","[(20.620333333333335, 0.0030666666666666663, 0.0028666666666666667), (1630.1852666666668, 0.19986666666666666, 0.7436), (16.645799999999998, 0.004266666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.379666666667, 1859.9969333333333, 999.9971333333333), (15549.814733333333, 1799.8001333333334, 1524.2564), (34343.3542, 1882.6957333333335, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00013333333333333334), (7, 0.0006, 0.11399444444444445), (4, 0.0, 0.0008777777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109866666666665), (16098, 51.89940000000001, 6.076005555555555), (32208, 58.2, 11.639122222222221), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[24.79523454951601, 53.2214268081955, 32.6733287815778, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[680.9817626661878, 3162.0585258079827, 1630.8020564194846, 0, 0, 0]","[3348.018237333812, 4939.941474192017, 14480.197943580515, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[999, 4312, 5264, 0, 0, 0]","[(20.446133333333332, 0.0, 0.0), (1716.4738, 0.2132, 0.5354666666666666), (1260.3438666666668, 0.0046, 0.0008666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4274.553866666667, 1860.0, 1000.0), (15463.5262, 1799.7868, 1524.4645333333333), (33099.65613333333, 1882.6954, 1333.7491333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0002611111111111111), (10, 0.0018833333333333334, 0.12286666666666668), (6, 0.0, 0.0009277777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109738888888888), (16095, 51.898116666666674, 6.067133333333333), (32206, 58.2, 11.639072222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
