interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
76,"[94.96152891536362, 105.3443594174278, 112.50077586741978, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[622.7711369650315, 1405.2432801320929, 3566.2480087014337, 0, 0, 0]","[3406.2288630349685, 6696.756719867907, 12544.751991298566, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3826, 8535, 18125, 0, 0, 0]","[(65.73729047619047, 0.010333333333333333, 0.010199999999999999), (92.40466666666666, 0.0028666666666666667, 0.014400000000000001), (335.544, 0.016466666666666664, 0.009866666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4229.2627095238095, 1859.9896666666666, 999.9898), (17087.595333333335, 1799.9971333333333, 1524.9856), (34024.456, 1882.6835333333333, 1333.7401333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0007619047619047619), (3, 0.0001, 0.0005499999999999999), (4, 0.0, 0.01596111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109238095238094), (16102, 51.8999, 6.18945), (32208, 58.2, 11.624038888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
77,"[90.66765946885084, 100.99975314737102, 113.7980261932841, 9.977661950856293, 9.93581831646507, 10.992489603376574]","[2, 2, 2, 1, 1, 1]","[966.9181943390472, 1179.908260083401, 1980.5304480756645, 320.82012437998486, 0, 1771.6346260561663]","[3062.081805660953, 6922.091739916599, 14130.469551924336, 3708.179875620015, 8102, 14339.365373943834]","[4029, 8102, 16111, 4029, 8102, 16111]","[3653, 8183, 18334, 402, 805, 1771]","[(20.246233333333333, 0.0, 0.0), (4.280666666666666, 0.0008, 0.0008666666666666667), (262.84220000000005, 0.019533333333333333, 0.0016), (48.234, 0.010333333333333333, 0.010666666666666666), (111.848, 0.0007333333333333332, 0.0012666666666666666), (427.8186, 0.011466666666666667, 0.006066666666666666)]","[(4274.753766666667, 1860.0, 1000.0), (17175.719333333334, 1799.9992, 1524.9991333333332), (34097.1578, 1882.6804666666667, 1333.7484), (4246.766, 1859.9896666666666, 999.9893333333333), (17068.152, 1799.9992666666667, 1524.9987333333333), (33932.1814, 1882.6885333333335, 1333.7439333333334)]","[(3, 0.0, 0.00015158730158730158), (3, 0.0, 5.555555555555555e-05), (4, 0.05115, 0.037088888888888887), (1, 1.666666666666667e-05, 0.0008833333333333333), (1, 0.0, 4.4444444444444447e-05), (3, 1.666666666666667e-05, 0.017866666666666666)]","[(4023, 67.1, 10.109848412698412), (16102, 51.900000000000006, 6.189944444444444), (32208, 58.14885, 11.60291111111111), (4025, 67.09998333333333, 10.109116666666667), (16104, 51.900000000000006, 6.189955555555555), (32209, 58.199983333333336, 11.622133333333332)]"
78,"[102.03524447753784, 90.6936558874352, 134.10092483396437, 27.227599900719778, 16.24290298691681, 23.28843647197567]","[2, 0, 2, 2, 1, 2]","[594.1340891818422, 0, 3557.836177947559, 630.6083617488752, 1316.2296517212078, 2706.4527252712674]","[3434.8659108181578, 8102, 12553.16382205244, 3398.3916382511247, 6785.770348278792, 13404.547274728733]","[4029, 8102, 16111, 4029, 8102, 16111]","[4111, 7348, 21605, 1097, 1316, 3752]","[(66.4524, 0.0002, 0.00013333333333333334), (0, 0, 0), (1010.1278666666667, 0.004666666666666667, 0.0010666666666666667), (53.8262, 0.010466666666666668, 0.010933333333333335), (0.524, 0.0, 0.0), (747.9834000000001, 0.009133333333333334, 0.005533333333333334)]","[(4228.5476, 1859.9998, 999.9998666666667), (17180, 1800.0, 1525.0), (33349.87213333333, 1882.6953333333333, 1333.7489333333333), (4241.1738, 1859.9895333333334, 999.9890666666666), (17179.476, 1800.0, 1525.0), (33612.0166, 1882.6908666666668, 1333.7444666666668)]","[(4, 0.0, 0.0008166666666666666), (0, 0, 0), (3, 0.0, 0.0016333333333333339), (3, 0.0, 0.0008833333333333334), (2, 0.0, 0.0), (6, 0.06125, 0.04721666666666667)]","[(4022, 67.1, 10.109183333333332), (16105, 51.900000000000006, 6.1899999999999995), (32209, 58.2, 11.638366666666666), (4023, 67.1, 10.109116666666667), (16103, 51.900000000000006, 6.1899999999999995), (32206, 58.13875, 11.592783333333331)]"
79,"[84.23926532638372, 120.0444334732165, 121.14704239339582, 31.968230330106728, 16.24290298691681, 36.24231891254423]","[1, 2, 1, 2, 1, 3]","[526.216990066169, 1770.7348112455406, 987.5310756622861, 358.9476726212114, 0, 0]","[3502.7830099338307, 6331.26518875446, 15123.468924337714, 3670.0523273787885, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3394, 9726, 19518, 1288, 1316, 5839]","[(0.0, 0.0, 0.0), (1252.3482666666669, 0.007066666666666666, 0.003), (33.5544, 0.004533333333333333, 0.0), (47.534533333333336, 0.0, 0.0), (0.6113333333333333, 0.0, 0.0), (1718.9640000000002, 0.013000000000000003, 0.011466666666666667)]","[(4295.0, 1860.0, 1000.0), (15927.651733333332, 1799.9929333333334, 1524.997), (34326.4456, 1882.6954666666668, 1333.75), (4247.4654666666665, 1860.0, 1000.0), (17179.388666666666, 1800.0, 1525.0), (32641.036, 1882.6870000000001, 1333.7385333333334)]","[(3, 0.0, 1.6666666666666667e-05), (3, 0.0, 0.00045), (1, 0.0, 0.0010277777777777776), (5, 0.0, 0.0005111111111111111), (2, 0.0, 0.0), (8, 0.0008666666666666667, 0.033111111111111105)]","[(4023, 67.1, 10.109983333333332), (16102, 51.900000000000006, 6.18955), (32211, 58.2, 11.638972222222222), (4021, 67.1, 10.109488888888889), (16103, 51.900000000000006, 6.1899999999999995), (32204, 58.199133333333336, 11.606888888888887)]"
80,"[19.3596425912137, 30.782522833868182, 15.722177394326858, 29.411764705882355, 17.427795606023206, 10.421451182421947]","[1, 2, 1, 2, 1, 1]","[620.8906222193348, 956.2374912637823, 1061.4250322148832, 421.1059521014839, 0, 1679.4439962534511]","[3408.1093777806655, 7145.762508736218, 15049.574967785116, 3607.894047898516, 8102, 14431.55600374655]","[4029, 8102, 16111, 4029, 8102, 16111]","[780, 2494, 2533, 1185, 1412, 1679]","[(35.65126666666667, 0.038266666666666664, 0.0012666666666666666), (1026.9047333333335, 0.007266666666666667, 0.0028666666666666667), (6.291, 0.0, 0.0), (60.8172, 0.0002666666666666667, 0.0002), (872.4144, 0.0002, 0.0008), (64.3126, 0.004733333333333333, 6.666666666666668e-05)]","[(4259.348733333333, 1859.9617333333333, 999.9987333333333), (16153.095266666667, 1799.9927333333333, 1524.9971333333333), (34353.709, 1882.7, 1333.75), (4234.1828, 1859.9997333333333, 999.9998), (16307.5856, 1799.9998, 1524.9992), (34295.6874, 1882.6952666666666, 1333.7499333333333)]","[(3, 0.0, 0.007622222222222224), (3, 0.0, 0.0005055555555555555), (3, 0.0, 0.00029444444444444445), (6, 0.0, 0.0004444444444444444), (2, 0.0, 6.666666666666667e-05), (1, 0.0, 0.0014666666666666667)]","[(4023, 67.1, 10.102377777777777), (16102, 51.900000000000006, 6.189494444444444), (32209, 58.2, 11.639705555555555), (4020, 67.1, 10.109555555555556), (16103, 51.900000000000006, 6.189933333333332), (32211, 58.2, 11.638533333333331)]"
81,"[38.3469843633656, 34.37422858553443, 43.05753832785054, 14.643832216430877, 0.0, 10.421451182421947]","[2, 2, 3, 1, 0, 1]","[1134.339905561304, 2159.65185063188, 4136.082134628032, 0, 0, 0]","[2894.660094438696, 5942.34814936812, 11974.917865371968, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1545, 2785, 6937, 590, 0, 1679]","[(92.97326666666669, 0.042800000000000005, 0.0012666666666666666), (1143.6458, 6.666666666666668e-05, 0.0042), (88.0792, 0.009066666666666667, 6.666666666666668e-05), (0.0, 0.0, 0.0), (0, 0, 0), (67.1088, 0.0046, 0.0)]","[(4202.026733333333, 1859.9572, 999.9987333333333), (16036.3542, 1799.9999333333333, 1524.9958), (34271.9208, 1882.6909333333333, 1333.7499333333333), (4295.0, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34292.8912, 1882.6954, 1333.75)]","[(4, 0.0, 0.0016722222222222223), (4, 0.0, 0.0002444444444444445), (6, 0.0, 0.0021), (3, 0.0, 0.0), (0, 0, 0), (1, 0.0, 0.0010555555555555557)]","[(4022, 67.1, 10.108327777777777), (16101, 51.900000000000006, 6.189755555555555), (32206, 58.2, 11.637899999999998), (4023, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32211, 58.2, 11.638944444444443)]"
82,"[52.6433358153388, 52.38212786966181, 27.329153994165477, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[716.6652111956242, 2046.6440571158987, 4003.554688012182, 0, 0, 0]","[3312.334788804376, 6055.355942884102, 12107.445311987818, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2121, 4244, 4403, 0, 0, 0]","[(89.30253333333332, 0.043, 0.0012), (1367.3419999999999, 0.0, 0.005533333333333333), (76.89513333333333, 0.009133333333333334, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4205.6974666666665, 1859.957, 999.9988), (15812.658, 1800.0, 1524.9944666666668), (34283.10486666667, 1882.6908666666668, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0022277777777777777), (5, 1.666666666666667e-05, 0.00012777777777777776), (3, 0.0, 0.00185), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107772222222222), (16100, 51.89998333333334, 6.189872222222221), (32209, 58.2, 11.63815), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
83,"[45.47034003474808, 45.08763268328808, 38.32785053690026, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[722.2175727496524, 1988.0650271157933, 1746.7766281727716, 0, 0, 0]","[3306.7824272503476, 6113.934972884206, 14364.22337182723, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1832, 3653, 6175, 0, 0, 0]","[(87.90466666666667, 0.004666666666666667, 0.0), (409.5992, 0.0015333333333333334, 0.005333333333333333), (434.80879999999996, 0.0254, 0.009866666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4207.095333333334, 1859.9953333333333, 1000.0), (16770.4008, 1799.9984666666667, 1524.9946666666667), (33925.1912, 1882.6746, 1333.7401333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0014888888888888888), (6, 0.0, 0.00011666666666666668), (6, 0.0, 0.017738888888888887), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10851111111111), (16099, 51.900000000000006, 6.1898833333333325), (32206, 58.2, 11.62226111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
84,"[39.73690742119633, 48.98790422117996, 24.809136614735277, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[292.65991900139494, 1521.9636309878945, 3365.8271748199586, 0, 0, 0]","[3736.340080998605, 6580.036369012106, 12745.172825180041, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1601, 3969, 3997, 0, 0, 0]","[(127.0512, 0.08446666666666666, 0.004733333333333333), (441.40586666666667, 0.004066666666666666, 0.005866666666666667), (1613.4081333333336, 0.011466666666666667, 0.007066666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4167.9488, 1859.9155333333333, 999.9952666666667), (16738.594133333332, 1799.9959333333334, 1524.9941333333334), (32746.591866666666, 1882.6885333333335, 1333.7429333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.08110555555555554), (5, 0.011300000000000001, 0.0011777777777777778), (5, 0.045983333333333334, 0.034077777777777776), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.028894444444443), (16100, 51.88870000000001, 6.188822222222222), (32207, 58.15401666666667, 11.60592222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
85,"[28.394142467113426, 45.65539372994322, 54.416237353361055, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[635.832393898483, 3145.9025703537077, 4253.280694353512, 0, 0, 0]","[3393.167606101517, 4956.097429646292, 11857.719305646488, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1144, 3699, 8767, 0, 0, 0]","[(235.57939999999996, 0.0848, 0.004200000000000001), (440.0511333333334, 0.0044666666666666665, 0.003933333333333333), (1446.3343333333332, 0.013333333333333332, 0.005933333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4059.4206, 1859.9152, 999.9958), (16739.948866666666, 1799.9955333333332, 1524.9960666666666), (32913.66566666667, 1882.6866666666667, 1333.7440666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.08172777777777777), (6, 0.015133333333333334, 0.0041444444444444445), (11, 0.0, 0.023283333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.028272222222222), (16099, 51.884866666666674, 6.185855555555555), (32201, 58.2, 11.616716666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
86,"[46.6120625465376, 45.65539372994322, 43.42374774998448, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[413.8959424085754, 1066.837241037742, 2226.127752300277, 0, 0, 0]","[3615.1040575914244, 7035.1627589622585, 13884.872247699723, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1878, 3699, 6996, 0, 0, 0]","[(229.20033333333333, 0.0844, 0.004066666666666666), (383.5151333333333, 0.0052, 0.0067333333333333325), (1056.9636, 0.004533333333333333, 0.001066666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4065.799666666667, 1859.9156, 999.9959333333334), (16796.484866666666, 1799.9948, 1524.9932666666666), (33303.0364, 1882.6954666666668, 1333.7489333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.11763333333333334), (6, 0.01145, 0.004016666666666667), (8, 0.0, 0.0013444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 9.992366666666666), (16099, 51.88855, 6.185983333333333), (32204, 58.2, 11.638655555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
87,"[33.804914370811616, 53.35719575413478, 27.428465023896713, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[1057.5654929305697, 2945.0303545252063, 1492.620801770176, 0, 0, 0]","[2971.4345070694303, 5156.969645474794, 14618.379198229824, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1362, 4323, 4419, 0, 0, 0]","[(198.17986666666664, 0.016466666666666664, 0.016533333333333334), (543.5101333333333, 0.0044, 0.0048000000000000004), (1405.8774666666668, 0.3472, 0.013933333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4096.820133333334, 1859.9835333333333, 999.9834666666667), (16636.489866666667, 1799.9956, 1524.9952), (32954.122533333335, 1882.3528000000001, 1333.7360666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0001, 0.012799999999999999), (10, 0.012733333333333334, 0.006777777777777777), (4, 0.0007166666666666667, 0.00025555555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09989999999999, 10.097199999999999), (16095, 51.88726666666667, 6.183222222222222), (32208, 58.199283333333334, 11.639744444444442), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
88,"[45.56962025316456, 42.779560602320416, 25.969834274719133, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1051.9481233833956, 1227.2879232088728, 2665.6459604643796, 0, 0, 0]","[2977.051876616604, 6874.712076791127, 13445.354039535621, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1836, 3466, 4184, 0, 0, 0]","[(239.59833333333333, 0.020933333333333335, 0.014800000000000002), (464.9547333333334, 0.012733333333333334, 0.18919999999999998), (89.74013333333333, 0.004666666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4055.4016666666666, 1859.9790666666668, 999.9852), (16715.045266666668, 1799.9872666666668, 1524.8108), (34270.25986666667, 1882.6953333333333, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0, 0.008011111111111111), (8, 0.0002833333333333333, 0.0030666666666666676), (3, 0.0, 0.0011166666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.1, 10.101988888888888), (16097, 51.89971666666667, 6.186933333333333), (32209, 58.2, 11.638883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
89,"[44.08041697691735, 29.992594421130587, 50.406554527962264, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[917.3053340353913, 426.392095219676, 5548.0033641165755, 0, 0, 0]","[3111.6946659646087, 7675.607904780324, 10562.996635883424, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1776, 2430, 8121, 0, 0, 0]","[(264.58939999999996, 0.018866666666666667, 0.008933333333333333), (490.0335333333334, 0.01313333333333333, 0.18953333333333333), (192.84980000000002, 0.009600000000000001, 0.0004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4030.4106, 1859.9811333333334, 999.9910666666667), (16689.966466666665, 1799.9868666666666, 1524.8104666666666), (34167.1502, 1882.6904, 1333.7496), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.00013333333333333334, 0.007183333333333334), (5, 0.00035, 0.004394444444444445), (7, 0.0, 0.008088888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.09986666666666, 10.102816666666666), (16100, 51.89965000000001, 6.185605555555555), (32205, 58.2, 11.63191111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
90,"[53.114916852817075, 48.51888422611701, 72.29842964434238, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1545.8706279233716, 1064.805751606491, 1535.423044210032, 0, 0, 0]","[2483.1293720766284, 7037.194248393509, 14575.576955789968, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2140, 3931, 11648, 0, 0, 0]","[(404.3995333333333, 0.5272666666666668, 0.15786666666666668), (90.1764, 0.07913333333333333, 0.06766666666666667), (325.05766666666665, 0.023199999999999995, 0.006866666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3890.6004666666668, 1859.4727333333333, 999.8421333333333), (17089.8236, 1799.9208666666666, 1524.9323333333334), (34034.94233333333, 1882.6768, 1333.7431333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0047666666666666664), (6, 0.0018666666666666669, 0.0009388888888888888), (7, 0.11006666666666666, 0.05483333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.105233333333333), (16099, 51.89813333333334, 6.18906111111111), (32205, 58.089933333333335, 11.585166666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
91,"[69.89327376520228, 34.127375956553934, 48.128607783501955, 0.0, 0.0, 0.0]","[4, 1, 2, 0, 0, 0]","[842.9718334985355, 0, 2732.980765252856, 0, 0, 0]","[3186.0281665014645, 8102, 13378.019234747144, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2816, 2765, 7754, 0, 0, 0]","[(499.46986666666663, 0.009133333333333332, 0.028866666666666662), (123.03226666666663, 0.08486666666666666, 0.07306666666666667), (132.8194, 0.027333333333333338, 0.008666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3795.530133333333, 1859.9908666666668, 999.9711333333333), (17056.967733333335, 1799.9151333333334, 1524.9269333333334), (34227.1806, 1882.6726666666666, 1333.7413333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.05158333333333333, 0.023466666666666667), (3, 0.0, 0.00016666666666666666), (4, 0.00315, 0.002872222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.04841666666665, 10.086533333333334), (16102, 51.900000000000006, 6.189833333333333), (32208, 58.196850000000005, 11.637127777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
92,"[70.29039463886821, 58.158479387805485, 79.1260629383651, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[694.3373387380856, 1109.6784976349732, 4765.273092346825, 0, 0, 0]","[3334.6626612619143, 6992.321502365026, 11345.726907653174, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2832, 4712, 12748, 0, 0, 0]","[(348.12593333333336, 0.0074666666666666675, 0.02153333333333333), (110.44886666666667, 0.005533333333333332, 0.004066666666666666), (171.96560000000002, 0.031599999999999996, 0.008799999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3946.8740666666667, 1859.9925333333333, 999.9784666666667), (17069.551133333334, 1799.9944666666668, 1524.9959333333334), (34188.0344, 1882.6684, 1333.7412), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0045), (5, 0.0, 0.002344444444444445), (5, 0.0056500000000000005, 0.026166666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.1055), (16100, 51.900000000000006, 6.187655555555555), (32207, 58.19435, 11.613833333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
93,"[60.362372797220154, 84.11503332510492, 79.1260629383651, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[1019.6813018317702, 2548.303485767354, 2031.6206895189841, 0, 0, 0]","[3009.3186981682297, 5553.696514232646, 14079.379310481016, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2432, 6815, 12748, 0, 0, 0]","[(74.09839999999998, 0.00013333333333333334, 0.001), (306.8818, 0.008133333333333333, 0.007933333333333334), (167.77120000000002, 0.0388, 0.011400000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4220.9016, 1859.9998666666668, 999.999), (16873.1182, 1799.9918666666667, 1524.9920666666667), (34192.2288, 1882.6612, 1333.7386), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0007111111111111111), (10, 0.0, 0.008977777777777777), (5, 0.004566666666666667, 0.028816666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.109288888888889), (16095, 51.900000000000006, 6.1810222222222215), (32207, 58.195433333333334, 11.611183333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
94,"[83.79250434350955, 98.29671686003456, 77.45018931165043, 0.0, 10.096272525302394, 0.0]","[3, 3, 1, 0, 1, 0]","[1637.4881082253803, 522.8352352017342, 0, 0, 0, 0]","[2391.5118917746195, 7579.164764798265, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3376, 7964, 12478, 0, 818, 0]","[(83.18606666666666, 6.666666666666668e-05, 0.001), (202.02459999999996, 0.008066666666666666, 0.007866666666666666), (10.485, 0.0, 0.0), (0, 0, 0), (31.457, 0.0, 0.0), (0, 0, 0)]","[(4211.813933333333, 1859.9999333333333, 999.999), (16977.9754, 1799.9919333333332, 1524.9921333333334), (34349.515, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17148.543, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0006833333333333333), (8, 0.0, 0.007966666666666667), (1, 0.0, 5.555555555555557e-06), (0, 0, 0), (2, 0.0, 0.0006611111111111111), (0, 0, 0)]","[(4021, 67.1, 10.109316666666667), (16097, 51.900000000000006, 6.182033333333333), (32211, 58.2, 11.639994444444444), (4026, 67.1, 10.11), (16103, 51.900000000000006, 6.189338888888888), (32212, 58.2, 11.639999999999999)]"
95,"[84.18962521717548, 72.43890397432733, 116.18769784619205, 16.827997021593447, 0.0, 0.0]","[3, 1, 3, 1, 0, 0]","[1135.5411385327693, 0, 4758.348710881536, 0, 0, 0]","[2893.4588614672307, 8102, 11352.651289118465, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3392, 5869, 18719, 678, 0, 0]","[(10.834333333333333, 0.0, 0.0), (29.3598, 0.0032, 0.0036666666666666666), (1121.975333333333, 0.004533333333333333, 0.0009333333333333334), (75.49719999999999, 0.0004, 0.0014666666666666665), (0, 0, 0), (0, 0, 0)]","[(4284.165666666667, 1860.0, 1000.0), (17150.6402, 1799.9968, 1524.9963333333333), (33238.024666666664, 1882.6954666666668, 1333.7490666666667), (4219.5028, 1859.9996, 999.9985333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0002555555555555556), (2, 0.0, 0.0030055555555555547), (6, 0.0, 0.0014666666666666667), (1, 0.0, 0.0005499999999999999), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109744444444443), (16103, 51.900000000000006, 6.186994444444444), (32206, 58.2, 11.638533333333331), (4025, 67.1, 10.109449999999999), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
