interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
34,"[89.72449739389427, 91.98963218958282, 106.97039289926138, 0.0, 16.24290298691681, 0.0]","[3, 2, 3, 0, 1, 0]","[783.8427431623236, 877.505143074861, 2122.456120514357, 0, 0, 0]","[3245.1572568376764, 7224.494856925139, 13988.543879485644, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3615, 7453, 17234, 0, 1316, 0]","[(41.9852, 0.0, 0.0), (1129.6654, 0.004733333333333333, 0.0009999999999999998), (1605.7179333333333, 0.002266666666666667, 0.006733333333333334), (0, 0, 0), (0.524, 0.0, 0.0), (0, 0, 0)]","[(4253.0148, 1860.0, 1000.0), (16050.3346, 1799.9952666666666, 1524.999), (32754.282066666667, 1882.6977333333334, 1333.7432666666666), (4295, 1860.0, 1000.0), (17179.476, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 5.555555555555555e-05), (3, 0.0, 0.001127777777777778), (6, 0.0008666666666666667, 0.01782222222222222), (0, 0, 0), (2, 0.0, 0.0), (0, 0, 0)]","[(4021, 67.1, 10.109944444444444), (16102, 51.900000000000006, 6.188872222222222), (32206, 58.199133333333336, 11.622177777777777), (4026, 67.1, 10.11), (16103, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
35,"[87.68925291635642, 94.07553690446804, 95.29513996648252, 0.0, 0.0, 13.202160014896656]","[3, 2, 2, 0, 0, 1]","[605.2074355786712, 628.7750658402916, 2895.6233365808603, 0, 0, 0]","[3423.7925644213287, 7473.224934159708, 13215.37666341914, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3533, 7622, 15353, 0, 0, 2127]","[(31.324399999999997, 0.002, 0.001), (234.88066666666668, 0.0046, 0.0002), (1263.8833333333334, 0.004866666666666667, 0.0009333333333333333), (0, 0, 0), (0, 0, 0), (335.544, 0.0038, 0.0019333333333333331)]","[(4263.6756, 1859.998, 999.999), (16945.119333333332, 1799.9954, 1524.9998), (33096.11666666667, 1882.6951333333334, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34024.456, 1882.6962, 1333.7480666666668)]","[(5, 0.0, 0.00039999999999999996), (5, 0.0, 0.0053999999999999986), (4, 0.0, 0.0011333333333333334), (0, 0, 0), (0, 0, 0), (1, 0.0, 0.0015333333333333332)]","[(4021, 67.1, 10.109599999999999), (16100, 51.900000000000006, 6.1846), (32208, 58.2, 11.638866666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32211, 58.2, 11.638466666666666)]"
36,"[85.90220898485977, 119.92100715872624, 117.05046241698219, 0.0, 0.0, 10.117311153870027]","[2, 3, 2, 0, 0, 1]","[604.1926300925959, 1556.691810846939, 2001.543193618997, 0, 0, 1492.2814312988123]","[3424.807369907404, 6545.308189153061, 14109.456806381004, 4029, 8102, 14618.718568701188]","[4029, 8102, 16111, 4029, 8102, 16111]","[3461, 9716, 18858, 0, 0, 1630]","[(27.48046666666666, 0.002, 0.001), (220.89919999999998, 0.11513333333333334, 0.10839999999999998), (74.79806666666666, 0.004733333333333333, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (1224.7365333333335, 0.0, 0.0009333333333333332)]","[(4267.519533333333, 1859.998, 999.999), (16959.1008, 1799.8848666666668, 1524.8916), (34285.20193333333, 1882.6952666666666, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (33135.26346666666, 1882.7, 1333.7490666666667)]","[(2, 0.0, 0.0003777777777777778), (6, 0.0, 0.009138888888888889), (5, 0.00065, 0.0012333333333333332), (0, 0, 0), (0, 0, 0), (2, 0.0, 4.9999999999999996e-05)]","[(4024, 67.1, 10.109622222222221), (16099, 51.900000000000006, 6.180861111111111), (32207, 58.19935, 11.638766666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32210, 58.2, 11.639949999999999)]"
37,"[82.25366095805411, 118.47691927919033, 90.80131587114394, 0.0, 15.366576154036041, 22.543603748991373]","[2, 3, 0, 0, 1, 2]","[1145.7803001955651, 673.0779275711528, 0, 0, 0, 0]","[2883.2196998044346, 7428.922072428847, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3314, 9599, 14629, 0, 1245, 3632]","[(23.635666666666665, 0.0, 0.0), (1612.709066666667, 0.007066666666666668, 0.0032666666666666664), (0, 0, 0), (0, 0, 0), (114.64406666666663, 0.0, 6.666666666666668e-05), (1062.5556666666666, 0.0, 0.0008)]","[(4271.364333333333, 1860.0, 1000.0), (15567.290933333334, 1799.9929333333334, 1524.9967333333334), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17065.355933333332, 1800.0, 1524.9999333333333), (33297.44433333333, 1882.7, 1333.7492)]","[(2, 0.0, 0.001), (5, 0.0, 0.005727777777777778), (0, 0, 0), (0, 0, 0), (3, 0.0, 0.003872222222222222), (5, 0.0, 0.00015555555555555554)]","[(4024, 67.1, 10.109), (16100, 51.900000000000006, 6.184272222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16102, 51.900000000000006, 6.186127777777777), (32207, 58.2, 11.639844444444444)]"
38,"[94.76296847853065, 94.22364848185634, 151.5051827943641, 17.051377513030527, 13.934830905949147, 0.0]","[2, 0, 3, 1, 1, 0]","[817.6945007405131, 0, 5125.3894173128165, 0, 774.2450027182396, 0]","[3211.305499259487, 8102, 10985.610582687183, 4029, 7327.754997281761, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3818, 7634, 24409, 687, 1129, 0]","[(13.9798, 0.0, 0.0), (0, 0, 0), (1362.7979333333335, 0.09366666666666665, 0.34273333333333333), (18.6118, 0.0, 0.0), (1184.8901333333333, 0.00013333333333333334, 0.0006666666666666666), (0, 0, 0)]","[(4281.0202, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (32997.202066666665, 1882.6063333333334, 1333.4072666666666), (4276.3882, 1860.0, 1000.0), (15995.109866666666, 1799.9998666666668, 1524.9993333333334), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0018277777777777778), (0, 0, 0), (5, 0.00085, 0.5114500000000001), (1, 0.0, 0.0), (2, 0.0, 7.222222222222222e-05), (0, 0, 0)]","[(4024, 67.1, 10.10817222222222), (16105, 51.900000000000006, 6.1899999999999995), (32207, 58.19915, 11.128549999999999), (4025, 67.1, 10.11), (16103, 51.900000000000006, 6.189927777777777), (32212, 58.2, 11.639999999999999)]"
39,"[94.14246711342766, 107.29449518637372, 133.97678604680033, 11.36758500868702, 13.934830905949147, 17.528396747563775]","[2, 1, 2, 1, 1, 1]","[834.4672619052247, 604.8833407955718, 3197.762774771634, 0, 0, 0]","[3194.532738094775, 7497.116659204428, 12913.237225228366, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3793, 8693, 21585, 458, 1129, 2824]","[(28.922000000000004, 0.0016666666666666668, 0.0016), (318.7666, 0.0030666666666666668, 0.0016666666666666668), (1399.499, 0.0, 0.0006666666666666666), (7.8638, 0.0, 0.0), (1003.1375333333331, 0.0003333333333333333, 0.001066666666666667), (390.06966666666676, 0.00013333333333333334, 0.00013333333333333334)]","[(4266.078, 1859.9983333333332, 999.9984), (16861.2334, 1799.9969333333333, 1524.9983333333332), (32960.501, 1882.7, 1333.7493333333334), (4287.1362, 1860.0, 1000.0), (16176.862466666667, 1799.9996666666666, 1524.9989333333333), (33969.93033333333, 1882.6998666666668, 1333.7498666666668)]","[(2, 0.0, 0.0013333333333333333), (3, 0.04546666666666667, 0.011127777777777778), (4, 0.0, 0.0001111111111111111), (1, 0.0, 0.0008388888888888889), (2, 0.0032, 0.0015333333333333332), (1, 0.0, 0.0005444444444444444)]","[(4024, 67.1, 10.108666666666666), (16102, 51.854533333333336, 6.178872222222222), (32208, 58.2, 11.639888888888887), (4025, 67.1, 10.10916111111111), (16103, 51.896800000000006, 6.188466666666666), (32211, 58.2, 11.639455555555555)]"
40,"[24.91933482253661, 10.281411997037768, 23.338091986841288, 16.406056093323404, 13.058504073068377, 13.853888647507913]","[2, 1, 2, 1, 1, 1]","[840.2579474806807, 375.11332887515897, 2060.4280407364645, 0, 0, 1478.5590999631372]","[3188.7420525193193, 7726.886671124841, 14050.571959263536, 4029, 8102, 14632.440900036863]","[4029, 8102, 16111, 4029, 8102, 16111]","[1004, 833, 3760, 661, 1058, 2232]","[(24.90273333333333, 0.0026, 0.007799999999999999), (385.87559999999996, 0.0066, 0.20946666666666666), (54.525199999999984, 0.29753333333333337, 0.0019333333333333331), (23.0682, 0.0, 0.0), (194.3354, 0.003733333333333333, 0.0022666666666666664), (1375.7314, 0.0002, 0.0009333333333333332)]","[(4270.097266666667, 1859.9974, 999.9922), (16794.1244, 1799.9934, 1524.7905333333333), (34305.4748, 1882.4024666666667, 1333.7480666666668), (4271.9318, 1860.0, 1000.0), (16985.6646, 1799.9962666666668, 1524.9977333333334), (32984.2686, 1882.6998, 1333.7490666666667)]","[(2, 0.0, 0.0006388888888888889), (2, 0.21001666666666666, 0.11820555555555558), (3, 0.003, 0.06097777777777777), (1, 0.0, 0.0013722222222222222), (3, 0.0006833333333333333, 0.003388888888888888), (2, 0.0, 5.555555555555555e-05)]","[(4024, 67.1, 10.109361111111111), (16103, 51.68998333333334, 6.071794444444444), (32209, 58.197, 11.579022222222221), (4025, 67.1, 10.108627777777777), (16102, 51.89931666666667, 6.186611111111111), (32210, 58.2, 11.639944444444444)]"
41,"[38.0987838173244, 25.746729202666007, 28.51467941158215, 0.0, 0.0, 13.853888647507913]","[3, 2, 2, 0, 0, 1]","[1373.279339117586, 525.789895885378, 2101.304008308446, 0, 0, 0]","[2655.720660882414, 7576.210104114622, 14009.695991691555, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1535, 2086, 4594, 0, 0, 2232]","[(241.17093333333332, 0.005933333333333332, 0.013733333333333334), (545.259, 0.012866666666666667, 0.20393333333333333), (72.0013333333333, 0.2166, 0.004533333333333333), (0, 0, 0), (0, 0, 0), (1051.3714666666665, 0.0002, 0.0008)]","[(4053.8290666666667, 1859.9940666666666, 999.9862666666667), (16634.741, 1799.9871333333333, 1524.7960666666668), (34287.99866666667, 1882.4834, 1333.7454666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (33308.628533333336, 1882.6998, 1333.7492)]","[(3, 0.0, 0.001138888888888889), (5, 0.058233333333333324, 0.05305), (4, 0.0002833333333333333, 0.09433888888888889), (0, 0, 0), (0, 0, 0), (2, 0.0, 6.111111111111111e-05)]","[(4023, 67.1, 10.10886111111111), (16100, 51.84176666666667, 6.13695), (32208, 58.19971666666667, 11.54566111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32210, 58.2, 11.639938888888887)]"
42,"[52.84189625217175, 15.452974574179215, 45.136863012848366, 0.0, 0.0, 0.0]","[4, 1, 3, 0, 0, 0]","[1496.3751438261113, 0, 2157.5984783299377, 0, 0, 0]","[2532.6248561738885, 8102, 13953.401521670063, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2129, 1252, 7272, 0, 0, 0]","[(276.64719999999994, 0.0068000000000000005, 0.014266666666666667), (114.6442, 0.002, 0.004666666666666667), (88.07966666666668, 0.222, 0.0018000000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018.3528, 1859.9932, 999.9857333333333), (17065.3558, 1799.998, 1524.9953333333333), (34271.920333333335, 1882.478, 1333.7482), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.001622222222222222), (3, 0.0, 0.0002722222222222222), (5, 0.0, 0.054966666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.108377777777777), (16102, 51.900000000000006, 6.189727777777778), (32207, 58.2, 11.585033333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
43,"[52.767436088359396, 14.848185633176994, 32.34436099559307, 0.0, 0.0, 0.0]","[4, 1, 2, 0, 0, 0]","[1280.2324935599215, 538.4606800435287, 1061.4250322148832, 0, 0, 0]","[2748.7675064400783, 7563.539319956471, 15049.574967785116, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2126, 1203, 5211, 0, 0, 0]","[(279.7936666666667, 0.009933333333333334, 0.007866666666666666), (13.981, 0.0, 0.001), (28.6606, 0.0046, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4015.2063333333335, 1859.9900666666667, 999.9921333333333), (17166.019, 1800.0, 1524.999), (34331.3394, 1882.6954, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 1.666666666666667e-05, 0.002138888888888889), (3, 0.0, 0.0), (4, 0.0, 0.0013388888888888888), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09998333333333, 10.107861111111111), (16102, 51.900000000000006, 6.1899999999999995), (32208, 58.2, 11.63866111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
44,"[52.39513526929759, 27.437669711182423, 15.722177394326858, 0.0, 0.0, 0.0]","[4, 2, 1, 0, 0, 0]","[886.6847651834962, 1672.2115883435035, 2533.8807882880765, 0, 0, 0]","[3142.315234816504, 6429.7884116564965, 13577.119211711924, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2111, 2223, 2533, 0, 0, 0]","[(383.7781333333333, 0.013200000000000002, 0.006466666666666667), (41.943, 0.004733333333333333, 0.0010666666666666667), (8.388, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3911.2218666666668, 1859.9868, 999.9935333333333), (17138.057, 1799.9952666666666, 1524.9989333333333), (34351.612, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0030555555555555553), (4, 0.04748333333333333, 0.01772777777777778), (3, 0.0, 0.00014444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.106944444444444), (16101, 51.85251666666667, 6.1722722222222215), (32209, 58.2, 11.639855555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
45,"[35.318937701662946, 51.02443841026907, 15.722177394326858, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[721.4543864452465, 1873.3365481642209, 0, 0, 0, 0]","[3307.5456135547533, 6228.663451835779, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1423, 4134, 2533, 0, 0, 0]","[(123.03280000000001, 0.014066666666666665, 0.00020000000000000004), (341.1360666666667, 0.05753333333333333, 0.0276), (4.194, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4171.9672, 1859.9859333333334, 999.9998), (16838.863933333334, 1799.9424666666666, 1524.9724), (34355.806, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0036722222222222217), (8, 0.0, 0.00795), (3, 0.0, 0.00014444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.106327777777777), (16097, 51.900000000000006, 6.182049999999999), (32209, 58.2, 11.639855555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
46,"[34.4005956813105, 48.642310540607255, 12.947675501210353, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[768.7019806356891, 2773.219083844105, 2086.9171845041096, 0, 0, 0]","[3260.2980193643107, 5328.780916155894, 14024.08281549589, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1386, 3941, 2086, 0, 0, 0]","[(47.098, 0.03846666666666667, 0.028866666666666672), (342.5338, 0.0566, 0.026000000000000002), (0.0, 0.004733333333333333, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4247.902, 1859.9615333333334, 999.9711333333333), (16837.4662, 1799.9434, 1524.974), (34360.0, 1882.6952666666666, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0021111111111111113), (8, 0.0, 0.006506746031746032), (3, 0.0, 0.0014222222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.107888888888889), (16097, 51.900000000000006, 6.183493253968254), (32209, 58.2, 11.638577777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
47,"[40.90344998758997, 54.46803258454702, 25.560176277077773, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[1045.1482888116511, 2317.1435254696426, 3798.1427897302738, 0, 0, 0]","[2983.851711188349, 5784.856474530357, 12312.857210269725, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1648, 4413, 4118, 0, 0, 0]","[(3576.0803999999994, 0.029466666666666672, 0.024199999999999996), (292.9010666666667, 0.056999999999999995, 0.026), (12.582600000000001, 0.004733333333333333, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(718.9196000000006, 1859.9705333333334, 999.9758), (16887.098933333335, 1799.943, 1524.974), (34347.4174, 1882.6952666666666, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0011333333333333334), (9, 0.0, 0.005188888888888889), (4, 0.0, 0.0020722222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108866666666666), (16096, 51.900000000000006, 6.18481111111111), (32208, 58.2, 11.637927777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
48,"[42.24373293621246, 46.494692668476915, 54.664514927689154, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[1563.7798267167072, 1862.6581632496195, 6721.0106163073, 0, 0, 0]","[2465.2201732832928, 6239.34183675038, 9389.9893836927, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1702, 3767, 8807, 0, 0, 0]","[(2316.3469333333337, 0.026666666666666672, 0.027133333333333332), (580.2112, 0.005066666666666667, 0.0004), (402.6521333333334, 0.027533333333333333, 0.0029333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(1978.6530666666663, 1859.9733333333334, 999.9728666666666), (16599.7888, 1799.9949333333334, 1524.9996), (33957.34786666666, 1882.6724666666667, 1333.7470666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00010555555555555554), (7, 0.012733333333333334, 0.005966666666666667), (10, 0.05115, 0.03891111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109894444444445), (16098, 51.88726666666667, 6.184033333333333), (32202, 58.14885, 11.601088888888889), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
49,"[54.182179200794245, 34.028634904961734, 54.32313326298802, 0.0, 0.0, 0.0]","[4, 2, 4, 0, 0, 0]","[965.39499553252, 1227.2879232088728, 6677.268818804801, 0, 0, 0]","[3063.60500446748, 6874.712076791127, 9433.731181195199, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2183, 2757, 8752, 0, 0, 0]","[(1619.7857333333334, 0.0238, 0.02426666666666667), (516.5980666666668, 0.017133333333333334, 0.18906666666666663), (522.1892, 0.004, 0.002133333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(2675.214266666667, 1859.9762, 999.9757333333333), (16663.401933333334, 1799.9828666666667, 1524.8109333333334), (33837.8108, 1882.6960000000001, 1333.7478666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(10, 0.0, 0.0008555555555555556), (4, 0.0002833333333333333, 0.0040500000000000015), (8, 0.06125, 0.026455555555555555), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4016, 67.1, 10.109144444444444), (16101, 51.89971666666667, 6.185949999999999), (32204, 58.13875, 11.613544444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
50,"[56.78828493422685, 61.34287830165391, 90.08751784495065, 0.0, 0.0, 0.0]","[3, 3, 5, 0, 0, 0]","[872.8690438388687, 2679.580530653958, 3108.3075084827765, 0, 0, 0]","[3156.1309561611315, 5422.419469346042, 13002.692491517224, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2288, 4970, 14514, 0, 0, 0]","[(33.858799999999995, 0.029133333333333334, 0.02893333333333334), (474.56726666666674, 0.0338, 0.21086666666666667), (583.0064, 0.010066666666666668, 0.007200000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4261.1412, 1859.9708666666668, 999.9710666666666), (16705.432733333335, 1799.9662, 1524.7891333333334), (33776.9936, 1882.6899333333333, 1333.7428), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0007222222222222222), (6, 0.00035, 0.004061111111111112), (9, 0.0008666666666666667, 0.01813333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109277777777777), (16099, 51.89965000000001, 6.185938888888888), (32203, 58.199133333333336, 11.621866666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
51,"[59.444030776867706, 72.95729449518637, 49.041027869157716, 0.0, 0.0, 0.0]","[3, 4, 2, 0, 0, 0]","[713.4831560787418, 1568.4278707165406, 3005.541392197615, 0, 0, 0]","[3315.5168439212584, 6533.57212928346, 13105.458607802386, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2395, 5911, 7901, 0, 0, 0]","[(24.37806666666667, 0.024200000000000006, 0.02733333333333333), (493.3976, 0.031799999999999995, 0.20873333333333333), (58.0204, 0.004666666666666667, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4270.621933333333, 1859.9758, 999.9726666666667), (16686.6024, 1799.9682, 1524.7912666666666), (34301.9796, 1882.6953333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0006999999999999999), (8, 0.07660000000000003, 0.0033722222222222218), (2, 0.0, 0.0010166666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.1093), (16097, 51.82340000000001, 6.186627777777777), (32210, 58.2, 11.638983333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
52,"[77.8108711839166, 93.72994322389533, 79.86468872199119, 0.0, 0.0, 0.0]","[3, 4, 3, 0, 0, 0]","[655.4589093289841, 1412.7511751445977, 1397.7390594094966, 0, 0, 0]","[3373.541090671016, 6689.248824855402, 14713.260940590504, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3135, 7594, 12867, 0, 0, 0]","[(12.407, 0.026800000000000004, 0.026466666666666666), (60.0734, 0.020466666666666664, 0.021933333333333332), (14.6794, 0.0048, 0.0002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4282.593, 1859.9732, 999.9735333333333), (17119.9266, 1799.9795333333334, 1524.9780666666666), (34345.3206, 1882.6952, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 2.7777777777777776e-05), (7, 0.0, 0.0001611111111111111), (4, 0.0, 0.0010555555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109972222222222), (16098, 51.900000000000006, 6.189838888888889), (32208, 58.2, 11.638944444444443), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
53,"[78.58029287664434, 68.39052085904714, 89.23096021351871, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[166.15920635027632, 2095.4152950039743, 3999.5076165532764, 0, 0, 0]","[3862.8407936497238, 6006.584704996026, 12111.492383446723, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[3166, 5541, 14376, 0, 0, 0]","[(25.077399999999997, 6.666666666666668e-05, 0.0), (19.922400000000003, 0.0002, 0.0011333333333333334), (240.47273333333337, 0.0036666666666666666, 0.0046), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4269.9226, 1859.9999333333333, 1000.0), (17160.0776, 1799.9998, 1524.9988666666666), (34119.527266666664, 1882.6963333333333, 1333.7454), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 2.2222222222222223e-05), (2, 0.0, 0.0004222222222222222), (7, 0.0, 0.0036166666666666665), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109977777777777), (16103, 51.900000000000006, 6.189577777777777), (32205, 58.2, 11.636383333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
54,"[73.9885827748821, 117.04517403110344, 103.46967910123519, 0.0, 0.0, 12.699397926882256]","[2, 4, 3, 0, 0, 1]","[258.4739753298793, 4367.467153801657, 0, 0, 0, 1791.9824020518593]","[3770.526024670121, 3734.5328461983427, 16111, 4029, 8102, 14319.017597948141]","[4029, 8102, 16111, 4029, 8102, 16111]","[2981, 9483, 16670, 0, 0, 2046]","[(55.04946666666666, 0.010933333333333335, 0.011666666666666664), (154.3574, 8.2774, 0.148), (233.48173333333335, 0.0028, 0.004), (0, 0, 0), (0, 0, 0), (50.331333333333326, 0.00013333333333333334, 6.666666666666668e-05)]","[(4239.950533333334, 1859.9890666666668, 999.9883333333333), (17025.6426, 1791.7226, 1524.852), (34126.518266666666, 1882.6972, 1333.746), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34309.668666666665, 1882.6998666666668, 1333.7499333333333)]","[(4, 0.0, 0.0007555555555555555), (6, 8.906633333333335, 3.6879166666666663), (6, 0.0, 0.0011999999999999997), (0, 0, 0), (0, 0, 0), (1, 0.0, 0.0011611111111111112)]","[(4022, 67.1, 10.109244444444444), (16099, 42.993366666666674, 2.502083333333333), (32206, 58.2, 11.638799999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32211, 58.2, 11.638838888888888)]"
