interval,activecontainers,ips,apparentips,ram,disk,creationids,hostalloc,active
61,7,"[0, 1614.403632382624, 1412.7511751445977, 860.8075397068225, 0, 382.88732801202605, 439.38745374493504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2001.543193618997, 1620.380595458781, 1459.768279373831, 860.8075397068225, 1338.6974430050514, 431.445012565758, 589.1686918820019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(50.3308, 0.0, 0.0), (159.38306666666668, 0.0, 0.0), (0.0, 0.0, 0.001), (3.4076, 0.020733333333333333, 0.020399999999999998), (50.506066666666655, 0.0004, 0.0028), (75.49719999999999, 0.0002, 6.666666666666668e-05), (41.943, 0.004666666666666667, 0.00013333333333333334), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 0.0, 7.777777777777777e-05), (3, 0.0, 0.00035), (1, 0.0, 0.0), (3, 0.0, 0.0), (2, 3.3333333333333335e-05, 0.00031666666666666665), (1, 0.0, 0.00016666666666666666), (2, 0.0, 0.0010944444444444443), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[169, 172, 173, 174, 170, 171, 175, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 1, 1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
62,7,"[2046.8749041745743, 1605.3328675697371, 1288.2134803649737, 0, 541.3552859267407, 421.765057241239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2046.8749041745743, 1620.380595458781, 1459.768279373831, 860.8075397068225, 572.2598602075298, 431.445012565758, 589.1686918820019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(79.69153333333334, 6.666666666666668e-05, 6.666666666666668e-05), (74.09926666666667, 0.0, 0.0), (0.0, 0.0, 0.001), (4.456, 0.019066666666666666, 0.018533333333333332), (75.4974, 0.0046, 6.666666666666668e-05), (39.14653333333333, 0.0, 0.0002666666666666667), (30.758200000000002, 0.004733333333333333, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 0.001694444444444444), (3, 0.0, 0.0), (1, 0.0, 0.0), (3, 0.0, 0.0), (2, 0.0, 0.0011222222222222222), (1, 0.00065, 0.00016666666666666666), (2, 0.0, 0.0010166666666666666), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[176, 172, 173, 174, 177, 171, 175, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 1, 1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
63,8,"[1791.9824020518593, 1606.2761227071271, 1459.768279373831, 3054.608628262828, 540.3406570895235, 0, 860.8075397068225, 398.9829821031236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2046.8749041745743, 1620.380595458781, 1459.768279373831, 3157.4334564205146, 572.2598602075298, 431.445012565758, 860.8075397068225, 531.5634697569955, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(50.331333333333326, 0.00013333333333333334, 6.666666666666668e-05), (92.2744, 0.0, 0.0), (0.0, 0.0, 0.001), (13.981, 0.004533333333333333, 6.666666666666668e-05), (39.146800000000006, 0.0046, 6.666666666666668e-05), (51.379599999999996, 6.666666666666668e-05, 6.666666666666668e-05), (3.4076, 0.020733333333333333, 0.020399999999999998), (2.3588, 0.029066666666666668, 0.028866666666666672), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 0.0011611111111111112), (3, 1.666666666666667e-05, 0.0002722222222222222), (1, 0.0, 0.0), (2, 0.0, 0.0010944444444444443), (2, 0.0, 0.0010611111111111112), (1, 0.0, 8.88888888888889e-05), (3, 0.0, 0.0), (3, 0.0, 2.2222222222222223e-05), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[176, 172, 173, 178, 177, 171, 179, 180, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 1, 2, 0, 0, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
64,9,"[1825.229444830043, 0, 0, 1330.8480150536827, 0, 1010.2298734214519, 0, 394.16843119387465, 588.3749139370615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2046.8749041745743, 1620.380595458781, 1459.768279373831, 3157.4334564205146, 572.2598602075298, 1057.0143914888952, 860.8075397068225, 531.5634697569955, 696.3141790534435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(40.5448, 0.0, 0.0), (134.2174, 0.0, 6.666666666666668e-05), (0.0, 0.0, 0.001), (2.7962, 0.0046, 0.0), (13.981, 0.0044, 6.666666666666668e-05), (41.9426, 0.0, 0.0004), (4.456, 0.019066666666666666, 0.018533333333333332), (3.9317333333333333, 0.023666666666666673, 0.023399999999999997), (223.696, 0.0, 0.0022), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 0.0011555555555555555), (3, 0.0, 0.0006000000000000001), (1, 0.0, 2.7777777777777776e-05), (2, 0.0, 0.0010388888888888889), (2, 0.0, 0.0010388888888888889), (3, 0.0, 0.000611111111111111), (3, 0.0, 0.0), (3, 0.0, 2.2222222222222223e-05), (2, 0.0, 0.0012277777777777777), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[176, 172, 173, 178, 177, 181, 179, 180, 182, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 1, 2, 0, 1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
65,9,"[0, 1809.1393031047937, 879.886654267754, 0, 1809.1393031047937, 1057.0143914888952, 630.8641912186804, 0, 617.0938870944013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2046.8749041745743, 2630.6390172682836, 879.886654267754, 3123.180348447603, 2630.6390172682836, 1057.0143914888952, 675.6860318862409, 531.5634697569955, 696.3141790534435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(62.914199999999994, 0.0002, 0.00013333333333333334), (1073.7413333333332, 0.0, 0.0008666666666666667), (25.68966666666667, 0.0158, 0.015933333333333334), (8.3886, 0.0044, 0.0), (1073.7413333333332, 0.0, 0.0008666666666666667), (54.17586666666667, 0.0, 0.00013333333333333334), (32.15606666666666, 0.0009333333333333332, 6.666666666666668e-05), (5.5048, 0.026666666666666672, 0.026466666666666666), (61.516400000000004, 0.0, 0.0020666666666666667), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 0.00125), (1, 0.0, 5.555555555555555e-05), (3, 0.0, 0.008994444444444446), (2, 0.0, 0.00105), (1, 0.0, 5.555555555555555e-05), (3, 0.0, 0.0005777777777777778), (1, 0.0, 0.000638888888888889), (3, 0.0, 2.7777777777777776e-05), (2, 0.008016666666666667, 0.0014444444444444444), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[176, 183, 184, 178, 185, 181, 186, 180, 182, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 1, 2, 2, 1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
66,8,"[844.2204475370198, 0, 712.8675123780805, 396.6300035307897, 1749.2896693505322, 0, 675.6860318862409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[844.2204475370198, 2630.6390172682836, 879.886654267754, 420.2515221397388, 2630.6390172682836, 1057.0143914888952, 675.6860318862409, 0, 696.3141790534435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(67.1088, 0.0046, 6.666666666666668e-05), (1152.0349333333334, 0.0002, 0.0008666666666666667), (24.291466666666672, 0.0, 0.0), (36.04426666666667, 0.0, 0.0), (1152.0349333333334, 0.0002, 0.0008666666666666667), (61.51586666666668, 0.0, 0.0006666666666666666), (35.6514, 0.001, 0.0), 0, (117.4404, 0.00013333333333333334, 0.0026666666666666666), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 0.0010722222222222222), (1, 0.04506666666666667, 0.01591111111111111), (3, 0.0, 0.005672222222222222), (2, 5e-05, 9.999999999999999e-05), (1, 0.04506666666666667, 0.01591111111111111), (3, 0.0, 0.0007277777777777777), (1, 0.0, 0.0006222222222222223), 0, (2, 0.0, 0.0012000000000000001), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[187, 183, 184, 188, 185, 181, 186, -1, 182, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 2, 1, 0, 2, 1, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
67,8,"[794.1978327487292, 1547.3700596382855, 0, 388.19137110999964, 2630.6390172682836, 802.9360123670964, 0, 544.3301019191064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[844.2204475370198, 2514.5409276262694, 879.886654267754, 420.2515221397388, 2630.6390172682836, 1142.2577824644004, 675.6860318862409, 556.239182294382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(27.962, 0.0046, 0.0), (33.5544, 0.004733333333333333, 6.666666666666668e-05), (20.62133333333333, 0.0, 0.0), (14.54853333333333, 0.0, 0.0), (1213.5516666666667, 0.0, 0.0006666666666666666), (4.194, 0.0, 0.0), (48.234, 0.001066666666666667, 0.0), (3.319866666666667, 6.0545333333333335, 6.029066666666668), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 0.0010333333333333334), (2, 0.0, 0.0010999999999999998), (3, 0.0, 0.00047222222222222235), (2, 0.0, 0.00018888888888888888), (1, 1.666666666666667e-05, 4.9999999999999996e-05), (1, 0.0, 0.0), (1, 0.0, 0.0006333333333333333), (1, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[187, 189, 184, 188, 185, 190, 186, 191, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 2, 1, 0, 2, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
68,9,"[0, 1451.4337628278006, 1626.0301554285925, 0, 0, 1126.8386350113344, 960.3441183327393, 555.1758979727082, 319.3147248848671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[844.2204475370198, 2514.5409276262694, 1929.1756166240234, 420.2515221397388, 2630.6390172682836, 1142.2577824644004, 970.9311642340316, 556.239182294382, 597.5596412478345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(13.981, 0.0044666666666666665, 0.0), (41.943, 0.004666666666666667, 6.666666666666668e-05), (39.146800000000006, 0.004733333333333333, 6.666666666666668e-05), (8.737533333333333, 0.020333333333333328, 0.020666666666666667), (939.5234, 0.00013333333333333334, 0.0006), (2.097, 0.0, 0.0), (14.6794, 0.0002, 0.0006), (3.1452, 0.00013333333333333334, 0.00013333333333333334), (3.3202, 0.0005333333333333334, 0.003933333333333333), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 0.00105), (2, 0.0, 0.0010388888888888889), (2, 0.0, 0.0010999999999999998), (2, 0.0, 9.444444444444444e-05), (1, 0.0, 6.666666666666667e-05), (1, 0.0, 0.0), (1, 0.0, 0.000988888888888889), (1, 0.0, 0.0), (1, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[187, 189, 192, 188, 185, 190, 193, 191, 194, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 2, 2, 0, 2, 1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
69,9,"[774.7480887690614, 0, 1929.1756166240234, 835.6545807750889, 451.83259181833955, 0, 907.7776025314058, 0, 401.4926806578124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3139.7929355615533, 2514.5409276262694, 1929.1756166240234, 1056.8997874446347, 530.6080136093541, 1142.2577824644004, 970.9311642340316, 556.239182294382, 597.5596412478345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(20.79633333333333, 6.666666666666668e-05, 6.666666666666668e-05), (41.943, 0.0046, 0.0), (36.3506, 0.004666666666666667, 0.0), (81.0898, 0.0, 0.0), (211.1128, 0.003733333333333333, 0.006266666666666668), (0.0, 0.0, 0.0), (46.137, 0.0, 0.0004), (3.1454, 0.0004, 0.0004), (3.582, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 0.0006944444444444445), (2, 0.0, 0.0010722222222222222), (2, 0.0, 0.0010333333333333334), (2, 0.0, 0.0002611111111111111), (1, 0.0, 0.0010055555555555558), (1, 0.0, 0.0), (1, 0.0, 0.0006555555555555556), (1, 0.0, 0.0), (1, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[195, 189, 192, 196, 197, 190, 193, 191, 194, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 2, 1, 0, 1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
70,9,"[0, 906.3109000214981, 0, 786.6350890147144, 530.6080136093541, 1225.132191172346, 0, 563.9394620750188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3139.7929355615533, 1719.417756124193, 1929.1756166240234, 1056.8997874446347, 530.6080136093541, 1363.0685776325743, 970.9311642340316, 595.4061779423231, 597.5596412478345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(23.941866666666666, 0.0, 0.0), (33.5544, 0.0048, 0.003466666666666667), (16.7772, 0.0046, 0.0), (83.886, 0.0, 0.0005333333333333334), (185.94693333333333, 0.0036666666666666666, 0.0061333333333333335), (545.259, 0.6861333333333334, 1.4692), (29.3598, 0.0002, 0.0007333333333333332), (83.886, 0.0046, 6.666666666666668e-05), (1.2230666666666665, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 0.0, 0.0008222222222222222), (1, 0.0, 0.0023166666666666665), (2, 0.0, 0.0010555555555555557), (2, 0.0, 0.0003833333333333333), (1, 0.0, 0.0005777777777777778), (1, 0.07585, 0.04698333333333333), (1, 0.0, 0.0006277777777777777), (3, 0.0, 0.0010888888888888888), (1, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[195, 198, 192, 196, 197, 199, 193, 200, 194, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 2, 1, 0, 1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
71,8,"[2529.022779409242, 0, 956.2374912637823, 0, 498.23678477280083, 1277.9500456799758, 423.04803616590937, 513.0313782311925, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2529.022779409242, 1719.417756124193, 1529.225866320342, 1056.8997874446347, 530.6080136093541, 1363.0685776325743, 568.7994490698327, 595.4061779423231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(58.7202, 0.004666666666666667, 6.666666666666668e-05), (184.5492, 0.005, 0.0038666666666666663), (1001.0402666666668, 0.0002666666666666667, 0.0008), (139.81, 0.0, 0.0), (191.5396, 0.0036666666666666666, 0.0062), (738.1968, 0.7232666666666667, 1.2136), (36.3506, 0.004666666666666667, 6.666666666666668e-05), (64.3126, 0.004733333333333333, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.0010999999999999998), (1, 0.0, 0.0024277777777777774), (2, 0.0, 6.666666666666667e-05), (2, 0.0, 0.0026833333333333336), (1, 1.666666666666667e-05, 0.0006000000000000001), (1, 0.0017166666666666665, 0.0023777777777777777), (1, 0.0, 0.0011277777777777777), (3, 0.0, 0.00105), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[201, 198, 202, 196, 197, 199, 203, 200, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 1, 1, 0, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
72,8,"[0, 1630.8020564194846, 903.6492783485028, 563.9394620750188, 0, 0, 568.7994490698327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2529.022779409242, 1630.8020564194846, 1529.225866320342, 595.4061779423231, 530.6080136093541, 1363.0685776325743, 568.7994490698327, 595.4061779423231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(61.516400000000004, 0.004666666666666667, 0.0), (1241.5137333333334, 0.0002, 0.0008), (838.86, 6.666666666666668e-05, 0.0008), (83.886, 0.0046, 6.666666666666668e-05), (222.2977333333333, 0.0036666666666666666, 0.0062), (564.8324, 0.6947333333333332, 1.3258666666666665), (67.1088, 0.0046, 0.0), (0.0, 0.0046, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.0010555555555555557), (2, 0.0, 6.111111111111111e-05), (2, 0.0, 0.00011666666666666667), (3, 0.0, 0.0010888888888888888), (1, 0.0, 0.0004777777777777777), (1, 0.00225, 0.06516111111111111), (1, 0.0, 0.001027777777777778), (3, 0.0, 0.0010444444444444444), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[201, 204, 202, 205, 197, 199, 203, 200, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2, 2, 1, 0, 0, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
73,8,"[1179.908260083401, 1492.2814312988123, 0, 513.0313782311925, 774.7480887690614, 1334.8952441792542, 430.621655722556, 413.8959424085754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1316.2296517212078, 1630.8020564194846, 1529.225866320342, 595.4061779423231, 3139.7929355615533, 1338.6974430050514, 568.7994490698327, 734.3877176919028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0.655, 0.0, 0.0), (1224.7365333333335, 0.0, 0.0009333333333333332), (978.6701999999999, 0.0, 0.0008), (64.3126, 0.004733333333333333, 0.0), (20.79633333333333, 6.666666666666668e-05, 6.666666666666668e-05), (47.3602, 0.0006, 0.004533333333333333), (30.758200000000002, 0.0046, 6.666666666666668e-05), (4.106666666666667, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.0), (2, 0.0, 4.9999999999999996e-05), (2, 1.666666666666667e-05, 6.111111111111111e-05), (3, 0.0, 0.00105), (1, 0.0, 0.0006944444444444445), (2, 0.0007666666666666667, 0.00029444444444444445), (1, 0.0, 0.0011166666666666666), (3, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[206, 204, 202, 205, 207, 208, 203, 209, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 2, 1, 0, 2, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
74,9,"[1316.2296517212078, 1514.0646763633874, 2122.456120514357, 0, 0, 1319.7662997972957, 0, 510.71238379368026, 438.82270636743755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1316.2296517212078, 1630.8020564194846, 2127.7849120179944, 595.4061779423231, 3139.7929355615533, 1338.6974430050514, 568.7994490698327, 734.3877176919028, 464.8590468950376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0.524, 0.0, 0.0), (1012.2248666666667, 0.0, 0.0008), (294.999, 0.0006, 0.00046666666666666666), (0.0, 0.0046, 0.0), (23.941866666666666, 0.0, 0.0), (50.506066666666655, 0.0004, 0.0028), (53.1278, 0.004666666666666667, 0.0), (3.844133333333333, 0.0, 0.0), (1.31, 0.00013333333333333334, 0.00013333333333333334), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 0.0, 0.0), (2, 0.0, 7.777777777777777e-05), (1, 0.0, 0.0016055555555555554), (3, 0.0, 0.0010444444444444444), (1, 0.0, 0.0008222222222222222), (2, 3.3333333333333335e-05, 0.00031666666666666665), (1, 0.0, 0.0010388888888888889), (3, 0.0, 0.0), (3, 0.0, 0.0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[206, 204, 210, 205, 207, 208, 203, 209, 211, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 2, 2, 0, 2, 1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
