interval,selection,decision,schedule,schedulingtime
70,[],"[(1, 2), (5, 1), (7, 0)]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 0), (5, 1), (6, 1), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010752677917480469
71,[],"[(0, 2), (2, 1), (6, 0)]","[(0, 2), (1, 2), (2, 1), (3, 1), (4, 0), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0001690387725830078
72,[],"[(1, 2), (3, 0)]","[(0, 2), (1, 2), (2, 1), (3, 0), (4, 0), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0001842975616455078
73,[],"[(0, 1), (4, 2), (5, 1), (7, 0)]","[(0, 1), (1, 2), (2, 1), (3, 0), (4, 2), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00021958351135253906
74,[],"[(2, 2), (8, 0)]","[(0, 1), (1, 2), (2, 2), (3, 0), (4, 2), (5, 1), (6, 0), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00027871131896972656
75,"[5, 2]","[(5, 4), (2, 5), (3, 1), (4, 1), (6, 0)]","[(0, 1), (1, 2), (2, 5), (3, 1), (4, 1), (5, 4), (6, 0), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00039267539978027344
76,[],"[(0, 2), (1, 2), (2, 1), (5, 0)]","[(0, 2), (1, 2), (2, 1), (3, 1), (4, 1), (5, 0), (6, 0), (None, None), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0002262592315673828
77,"[6, 3, 1]","[(6, 3), (3, 4), (1, 5), (4, 2), (7, 1), (8, 0)]","[(0, 2), (1, 5), (2, 1), (3, 4), (4, 2), (5, 0), (6, 3), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0007989406585693359
78,"[8, 7, 4]","[(8, 3), (7, 4), (4, 5), (0, 2), (2, 2), (3, 0)]","[(0, 2), (1, 5), (2, 2), (3, 0), (4, 5), (5, 0), (6, 3), (7, 4), (8, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.000438690185546875
79,"[3, 2]","[(3, 3), (2, 5), (5, 1), (6, 1), (9, 0)]","[(0, 2), (1, 5), (2, 5), (3, 3), (4, 5), (5, 1), (6, 1), (7, 4), (8, 3), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0005023479461669922
80,"[9, 6, 0]","[(9, 3), (6, 4), (0, 5), (1, 2), (2, 1), (4, 0)]","[(0, 5), (1, 2), (2, 1), (3, 3), (4, 0), (5, 1), (6, 4), (None, None), (None, None), (9, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0008053779602050781
81,[],"[(3, 1), (5, 2), (6, 2), (7, 0)]","[(0, 5), (1, 2), (2, 1), (3, 1), (4, 0), (5, 2), (6, 2), (7, 0), (None, None), (9, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",7.2479248046875e-05
82,[],"[(0, 1), (1, 0)]","[(0, 1), (1, 0), (2, 1), (3, 1), (4, 0), (5, 2), (6, 2), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010585784912109375
83,[],"[(2, 2), (4, 1), (8, 0)]","[(0, 1), (1, 0), (2, 2), (3, 1), (4, 1), (5, 2), (6, 2), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010848045349121094
84,[],"[(3, 2), (5, 1), (6, 0)]","[(0, 1), (1, 0), (2, 2), (3, 2), (4, 1), (5, 1), (6, 0), (None, None), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010037422180175781
85,[],"[(0, 2), (1, 1), (4, 2), (7, 1), (8, 0)]","[(0, 2), (1, 1), (2, 2), (3, 2), (4, 2), (5, 1), (6, 0), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",8.559226989746094e-05
86,[],"[(2, 0)]","[(0, 2), (1, 1), (2, 0), (3, 2), (4, 2), (5, 1), (6, 0), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00013184547424316406
87,[],"[(0, 2), (4, 1), (5, 1), (6, 0)]","[(0, 2), (1, 1), (2, 0), (3, 2), (4, 1), (5, 1), (6, 0), (7, 1), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",8.392333984375e-05
88,[],"[(3, 2), (7, 0)]","[(0, 2), (1, 1), (2, 0), (3, 2), (4, 1), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00010848045349121094
89,[],"[(1, 2), (2, 1), (4, 2), (8, 0)]","[(0, 2), (1, 2), (2, 1), (3, 2), (4, 2), (5, 1), (6, 0), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.72747802734375e-05
90,[],"[(3, 2), (5, 1), (6, 0)]","[(0, 2), (1, 2), (2, 1), (3, 2), (4, 2), (5, 1), (6, 0), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.000110626220703125
91,[],"[(0, 2), (1, 0)]","[(0, 2), (1, 0), (None, None), (3, 2), (None, None), (5, 1), (6, 0), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00016880035400390625
92,[],"[(2, 2), (4, 1), (5, 1), (7, 0)]","[(0, 2), (1, 0), (2, 2), (3, 2), (4, 1), (5, 1), (6, 0), (7, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00015163421630859375
93,[],"[(1, 1), (6, 1), (8, 0)]","[(0, 2), (1, 1), (2, 2), (3, 2), (4, 1), (5, 1), (6, 1), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00027251243591308594
94,[5],"[(5, 4), (0, 0)]","[(0, 0), (1, 1), (2, 2), (None, None), (4, 1), (5, 4), (6, 1), (7, 0), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003159046173095703
95,[8],"[(8, 3), (2, 2), (3, 2), (4, 2), (5, 0)]","[(0, 0), (1, 1), (2, 2), (3, 2), (4, 2), (5, 0), (None, None), (7, 0), (8, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0002624988555908203
96,[2],"[(2, 5), (1, 2), (6, 1), (7, 1), (8, 0)]","[(0, 0), (1, 2), (2, 5), (3, 2), (4, 2), (5, 0), (6, 1), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.00032067298889160156
97,"[6, 4]","[(6, 4), (4, 5), (0, 1), (9, 0)]","[(0, 1), (1, 2), (2, 5), (3, 2), (4, 5), (5, 0), (6, 4), (7, 1), (8, 0), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0005033016204833984
98,"[7, 3]","[(7, 4), (3, 5), (2, 1), (4, 0)]","[(0, 1), (1, 2), (2, 1), (3, 5), (4, 0), (None, None), (6, 4), (7, 4), (8, 0), (9, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0004680156707763672
99,"[9, 2]","[(9, 3), (2, 4), (1, 2), (3, 2), (5, 1), (6, 0)]","[(0, 1), (1, 2), (2, 4), (3, 2), (4, 0), (5, 1), (6, 0), (None, None), (None, None), (9, 3), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0003833770751953125
100,"[5, 3]","[(5, 4), (3, 5), (0, 2), (4, 1), (7, 1), (8, 0)]","[(0, 2), (1, 2), (2, 4), (3, 5), (4, 1), (5, 4), (6, 0), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",0.0004987716674804688
101,[],"[(2, 2), (3, 1), (6, 0)]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 4), (6, 0), (7, 1), (8, 0), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]",9.584426879882812e-05
