interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[11.36758500868702, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[279.90489652563247, 0, 0, 0, 0, 0]","[3749.0951034743675, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[458, 0, 0, 0, 0, 0]","[(58.7202, 0.004733333333333333, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4236.2798, 1859.9952666666666, 999.9998666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0, 0.0010944444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.1, 10.108905555555555), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[23.0578307272276, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[267.6050494897803, 0, 0, 0, 0, 0]","[3761.3949505102196, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[929, 0, 0, 0, 0, 0]","[(55.96726666666667, 0.004666666666666667, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4239.032733333333, 1859.9953333333333, 999.9998666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0011500000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108849999999999), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[23.603871928518245, 15.41594667983214, 0.0, 0.0, 0.0, 0.0]","[2, 1, 0, 0, 0, 0]","[384.2661505437094, 762.5521196399111, 0, 0, 0, 0]","[3644.7338494562905, 7339.447880360089, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[951, 1249, 0, 0, 0, 0]","[(33.42233333333334, 4.1293999999999995, 4.1416), (121.63446666666664, 0.017466666666666665, 0.003533333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4261.577666666667, 1855.8706, 995.8584), (17058.365533333334, 1799.9825333333333, 1524.9964666666667), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00010555555555555557), (1, 0.0032333333333333337, 0.00037777777777777777), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109894444444445), (16104, 51.89676666666667, 6.189622222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[28.319682303301068, 26.05529498889163, 0.0, 0.0, 0.0, 0.0]","[2, 2, 0, 0, 0, 0]","[761.7810697082625, 1198.6958736677843, 0, 0, 0, 0]","[3267.2189302917377, 6903.304126332216, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1141, 2111, 0, 0, 0, 0]","[(38.27186666666667, 12.107333333333337, 12.139266666666664), (228.938, 0.0027333333333333333, 0.02153333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4256.728133333333, 1847.8926666666666, 987.8607333333333), (16951.062, 1799.9972666666667, 1524.9784666666667), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0012166666666666667), (2, 0.0007666666666666667, 0.0008722222222222221), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108783333333333), (16103, 51.89923333333334, 6.189127777777777), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[39.73690742119633, 26.05529498889163, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[682.6820777450583, 0, 0, 0, 0, 0]","[3346.3179222549415, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1601, 2111, 0, 0, 0, 0]","[(60.02946666666667, 10.272666666666666, 10.300266666666666), (179.82980000000003, 0.0182, 0.015266666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4234.970533333333, 1849.7273333333333, 989.6997333333334), (17000.1702, 1799.9818, 1524.9847333333332), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0014666666666666667), (2, 0.0015333333333333332, 0.0008444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108533333333332), (16103, 51.89846666666667, 6.189155555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[41.97071233556714, 10.639348309059491, 34.13195953075538, 0.0, 0.0, 0.0]","[3, 1, 2, 0, 0, 0]","[431.82754378726725, 277.9961214515266, 3985.554423168875, 0, 0, 0]","[3597.172456212733, 7824.003878548473, 12125.445576831125, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1691, 862, 5499, 0, 0, 0]","[(45.34953333333333, 0.0006666666666666666, 0.005866666666666666), (55.574, 0.0027333333333333333, 0.021466666666666665), (43.16566666666667, 0.006999999999999999, 0.0025333333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4249.650466666667, 1859.9993333333334, 999.9941333333334), (17124.426, 1799.9972666666667, 1524.9785333333334), (34316.83433333333, 1882.693, 1333.7474666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0020777777777777778), (1, 0.00075, 0.0005888888888888889), (5, 0.0, 0.0011166666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.107922222222221), (16104, 51.89925000000001, 6.18941111111111), (32207, 58.2, 11.638883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[27.32688011913626, 38.59540854110096, 34.13195953075538, 0.0, 0.0, 0.0]","[2, 3, 2, 0, 0, 0]","[792.0841412960251, 1994.0475577194002, 5499.94485385129, 0, 0, 0]","[3236.9158587039747, 6107.9524422806, 10611.05514614871, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1101, 3127, 5499, 0, 0, 0]","[(33.553466666666665, 0.0004, 0.005733333333333333), (102.06, 0.0176, 0.0284), (37.31126666666667, 0.005333333333333334, 0.0006666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4261.446533333334, 1859.9996, 999.9942666666667), (17077.94, 1799.9824, 1524.9716), (34322.688733333336, 1882.6946666666668, 1333.7493333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0001611111111111111), (6, 0.0001, 0.010072222222222224), (5, 0.0, 0.00105), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109838888888888), (16099, 51.8999, 6.1799277777777775), (32207, 58.2, 11.63895), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[42.56639364606602, 27.95606023204147, 46.614114580100555, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[765.8613432309784, 1897.240693024506, 1135.5979072025643, 0, 0, 0]","[3263.1386567690215, 6204.759306975494, 14975.402092797436, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1715, 2265, 7510, 0, 0, 0]","[(50.37366666666666, 0.0005333333333333334, 0.005799999999999999), (51.55406666666667, 0.0005333333333333334, 0.0011333333333333332), (54.962399999999995, 0.0464, 0.0023333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4244.626333333334, 1859.9994666666666, 999.9942), (17128.445933333333, 1799.9994666666666, 1524.9988666666666), (34305.0376, 1882.6536, 1333.7476666666666), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.00029444444444444445), (5, 0.0, 0.008455555555555555), (7, 0.0, 0.0011944444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.109705555555555), (16100, 51.900000000000006, 6.181544444444444), (32205, 58.2, 11.638805555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[40.03474807644577, 40.42211799555665, 12.475948109986966, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[842.5414900300243, 1001.7714058927403, 2010.2595573766505, 0, 0, 0]","[3186.4585099699757, 7100.22859410726, 14100.74044262335, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1613, 3275, 2010, 0, 0, 0]","[(29.489866666666664, 0.00013333333333333334, 6.666666666666668e-05), (128.9734, 0.0004, 6.666666666666668e-05), (56.622800000000005, 0.040799999999999996, 0.0014), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4265.510133333333, 1859.9998666666668, 999.9999333333334), (17051.0266, 1799.9996, 1524.9999333333333), (34303.3772, 1882.6592, 1333.7486), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 4.9999999999999996e-05), (8, 0.0, 0.002888888888888889), (2, 0.0, 0.00011666666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10995), (16097, 51.900000000000006, 6.18711111111111), (32210, 58.2, 11.639883333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[42.5415735914619, 26.40088866946433, 42.43684439203029, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1329.0477929516355, 1683.1853453991293, 2794.0952755833573, 0, 0, 0]","[2699.9522070483645, 6418.81465460087, 13316.904724416643, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1714, 2139, 6837, 0, 0, 0]","[(18.174466666666664, 6.666666666666668e-05, 6.666666666666668e-05), (1600.1261333333337, 0.0005333333333333334, 0.0009333333333333334), (106.9544, 0.05046666666666667, 0.0051333333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4276.825533333334, 1859.9999333333333, 999.9999333333334), (15579.873866666667, 1799.9994666666666, 1524.9990666666667), (34253.0456, 1882.6495333333335, 1333.7448666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00018333333333333334), (5, 0.0, 0.0012722222222222223), (5, 0.0, 0.003588888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109816666666665), (16100, 51.900000000000006, 6.188727777777777), (32207, 58.2, 11.63641111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
