interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[19.4837428642343, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[760.9816372485877, 0, 0, 0, 0, 0]","[3268.0183627514125, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[785, 0, 0, 0, 0, 0]","[(128.62506666666664, 0.00046666666666666666, 0.0014), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4166.3749333333335, 1859.9995333333334, 999.9986), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(2, 0.0705, 0.025599999999999998), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4024, 67.0295, 10.084399999999999), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[37.627202779846115, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[1311.2487344368103, 0, 0, 0, 0, 0]","[2717.75126556319, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1516, 0, 0, 0, 0, 0]","[(174.76206666666664, 0.0018, 0.001266666666666667), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4120.237933333334, 1859.9982, 999.9987333333333), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.001038888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.10896111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[55.7458426408538, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[837.7117023415803, 0, 0, 0, 0, 0]","[3191.2882976584197, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2246, 0, 0, 0, 0, 0]","[(176.1598666666667, 0.0036666666666666666, 0.0019333333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4118.840133333333, 1859.9963333333333, 999.9980666666667), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.001238888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.10876111111111), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[51.84909406800695, 15.61342878301654, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[858.9392960523562, 985.1530201747586, 0, 0, 0, 0]","[3170.0607039476436, 7116.846979825242, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2089, 1265, 0, 0, 0, 0]","[(306.1834, 0.02013333333333333, 0.016933333333333335), (499.1218, 0.0004, 0.0003333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3988.8166, 1859.9798666666666, 999.9830666666667), (16680.8782, 1799.9996, 1524.9996666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(9, 0.0001, 0.013383333333333332), (2, 0.012733333333333334, 0.0036666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4017, 67.09989999999999, 10.096616666666666), (16103, 51.88726666666667, 6.186333333333333), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[44.427897741375034, 28.943470747963467, 0.0, 0.0, 0.0, 0.0]","[3, 2, 0, 0, 0, 0]","[1044.0578581845962, 2292.0936748153636, 0, 0, 0, 0]","[2984.942141815404, 5809.906325184636, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1790, 2345, 0, 0, 0, 0]","[(252.22513333333333, 0.0228, 0.014533333333333336), (524.9862, 0.09166666666666667, 0.2567333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4042.7748666666666, 1859.9772, 999.9854666666666), (16655.0138, 1799.9083333333333, 1524.7432666666666), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0075722222222222215), (5, 0.00215, 0.0038944444444444456), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.102427777777777), (16100, 51.897850000000005, 6.186105555555555), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[37.676842889054356, 42.75487533942236, 0.0, 0.0, 0.0, 0.0]","[3, 3, 0, 0, 0, 0]","[279.90489652563247, 1831.833903167715, 0, 0, 0, 0]","[3749.0951034743675, 6270.166096832285, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1518, 3464, 0, 0, 0, 0]","[(241.65186666666662, 0.0206, 0.008733333333333333), (658.5045333333334, 0.10259999999999998, 0.26266666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4053.3481333333334, 1859.9794, 999.9912666666667), (16521.495466666667, 1799.8974, 1524.7373333333333), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.00011666666666666667, 0.00745), (8, 0.00035, 0.005227777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09988333333332, 10.102549999999999), (16097, 51.89965000000001, 6.184772222222222), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[25.16753536857781, 55.56652678351024, 16.20631866426665, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[868.0766037955789, 2974.3618323060177, 2191.1105592662866, 0, 0, 0]","[3160.923396204421, 5127.638167693982, 13919.889440733714, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1014, 4502, 2611, 0, 0, 0]","[(53.65146666666667, 6.059200000000001, 6.029200000000001), (772.4062000000001, 0.0174, 0.1893333333333333), (995.4474, 0.0003333333333333333, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4241.348533333334, 1853.9408, 993.9708), (16407.5938, 1799.9826, 1524.8106666666667), (33364.5526, 1882.6996666666666, 1333.7492), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0010555555555555557), (10, 0.07660000000000003, 0.005661111111111111), (1, 0.0, 6.111111111111111e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108944444444443), (16095, 51.82340000000001, 6.184338888888888), (32211, 58.2, 11.639938888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[36.684040704889554, 39.9530980004937, 32.4126373285333, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[463.43512885869814, 2072.8346278424588, 4802.571187232073, 0, 0, 0]","[3565.564871141302, 6029.165372157541, 11308.428812767928, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1478, 3237, 5222, 0, 0, 0]","[(151.3434, 0.005066666666666666, 0.003), (232.6082, 0.0046, 0.0), (2085.9660000000003, 0.0003333333333333333, 0.0016666666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4143.6566, 1859.9949333333334, 999.997), (16947.3918, 1799.9954, 1525.0), (32274.034, 1882.6996666666666, 1333.7483333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0004166666666666667, 0.0019555555555555554), (8, 0.0, 0.0022666666666666664), (2, 0.04608333333333333, 0.01636111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09958333333333, 10.108044444444443), (16097, 51.900000000000006, 6.187733333333333), (32210, 58.15391666666667, 11.623638888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[21.494167287168032, 49.34584053320168, 43.23133262988021, 0.0, 0.0, 0.0]","[2, 4, 3, 0, 0, 0]","[769.0898466133544, 2168.6779894754873, 2737.587508188715, 0, 0, 0]","[3259.9101533866456, 5933.322010524513, 13373.412491811285, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[866, 3998, 6965, 0, 0, 0]","[(409.6425333333333, 0.5272666666666668, 0.15786666666666668), (413.05066666666664, 0.0009333333333333332, 0.0028666666666666667), (2333.4304, 0.0018, 0.004066666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3885.357466666667, 1859.4727333333333, 999.8421333333333), (16766.949333333334, 1799.9990666666667, 1524.9971333333333), (32026.5696, 1882.6982, 1333.7459333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.004844444444444444), (9, 0.04601666666666666, 0.01757777777777778), (4, 0.04608333333333333, 0.018416666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.105155555555555), (16096, 51.85398333333334, 6.172422222222222), (32208, 58.15391666666667, 11.621583333333332), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[33.38297344254158, 33.10293754628486, 38.998199987586126, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[651.195338100041, 1067.0604529593884, 3824.046610463454, 0, 0, 0]","[3377.804661899959, 7034.939547040612, 12286.953389536546, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1345, 2682, 6283, 0, 0, 0]","[(486.53819999999996, 0.013333333333333332, 0.03133333333333333), (364.90379999999993, 0.0007333333333333332, 0.002266666666666667), (1311.4186, 0.0061333333333333335, 0.003), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3808.4618, 1859.9866666666667, 999.9686666666666), (16815.0962, 1799.9992666666667, 1524.9977333333334), (33048.5814, 1882.6938666666667, 1333.747), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0004166666666666667, 0.00575), (7, 0.0, 0.001138888888888889), (5, 0.0, 0.0028833333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.09958333333333, 10.104249999999999), (16098, 51.900000000000006, 6.188861111111111), (32207, 58.2, 11.637116666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
