interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable,numfailures
1,"[16.406056093323404, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0]","[383.59399772098897, 0, 0, 0, 0, 0]","[3645.406002279011, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[661, 0, 0, 0, 0, 0]","[(8.7374, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4286.2626, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(1, 0.0, 0.0012000000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4025, 67.1, 10.108799999999999), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
2,"[26.97939935467858, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 0, 0, 0, 0, 0]","[827.9688140805051, 0, 0, 0, 0, 0]","[3201.031185919495, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1087, 0, 0, 0, 0, 0]","[(23.242133333333335, 0.0038666666666666663, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.757866666667, 1859.9961333333333, 999.998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.001511111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.108488888888889), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
3,"[43.18689501116902, 0.0, 0.0, 0.0, 0.0, 0.0]","[3, 0, 0, 0, 0, 0]","[776.2010950169997, 0, 0, 0, 0, 0]","[3252.7989049830003, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1740, 0, 0, 0, 0, 0]","[(31.6302, 0.004, 0.002), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4263.3698, 1859.996, 999.998), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0015333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108466666666667), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
4,"[36.78332092330603, 11.478647247593186, 0.0, 0.0, 0.0, 0.0]","[3, 1, 0, 0, 0, 0]","[1117.2937675049052, 689.008795365434, 0, 0, 0, 0]","[2911.706232495095, 7412.991204634566, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1482, 930, 0, 0, 0, 0]","[(47.14046666666667, 0.014933333333333335, 0.013666666666666664), (3.7130666666666663, 0.0008, 0.0008), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4247.859533333333, 1859.9850666666666, 999.9863333333333), (17176.286933333333, 1799.9992, 1524.9992), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0009277777777777778), (3, 0.0, 9.999999999999999e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109072222222222), (16102, 51.900000000000006, 6.1899), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
5,"[50.40953090096798, 11.478647247593186, 0.0, 0.0, 0.0, 0.0]","[4, 1, 0, 0, 0, 0]","[803.1895246587034, 0, 0, 0, 0, 0]","[3225.8104753412968, 8102, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2031, 930, 0, 0, 0, 0]","[(441.84159999999997, 1.4091333333333331, 0.0178), (3.014133333333333, 0.0002, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3853.1584000000003, 1858.5908666666667, 999.9822), (17176.985866666666, 1799.9998, 1524.9998666666668), (34360, 1882.7, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.010638888888888889), (3, 0.0, 9.999999999999999e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.09936111111111), (16102, 51.900000000000006, 6.1899), (32212, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
6,"[37.42864234301315, 27.153789187854848, 13.816647011358699, 0.0, 0.0, 0.0]","[3, 2, 1, 0, 0, 0]","[632.717519457118, 1612.891365630781, 1594.192548763792, 0, 0, 0]","[3396.282480542882, 6489.108634369219, 14516.807451236207, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1508, 2200, 2226, 0, 0, 0]","[(408.02573333333333, 0.6584, 0.014133333333333333), (102.9342, 0.003333333333333333, 0.026), (1185.5895333333335, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3886.9742666666666, 1859.3416, 999.9858666666667), (17077.0658, 1799.9966666666667, 1524.974), (33174.41046666667, 1882.7, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.0012), (3, 0.0015166666666666666, 0.0008833333333333334), (2, 0.04596666666666667, 0.01621111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.108799999999999), (16102, 51.89848333333334, 6.189116666666666), (32210, 58.15403333333334, 11.623788888888887), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
7,"[43.2861752295855, 45.371513206615646, 13.816647011358699, 0.0, 0.0, 0.0]","[3, 3, 1, 0, 0, 0]","[760.9816372485877, 2374.8921603164254, 0, 0, 0, 0]","[3268.0183627514125, 5727.107839683575, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1744, 3676, 2226, 0, 0, 0]","[(183.41219999999998, 0.010933333333333335, 0.012333333333333335), (1214.5993999999998, 0.0018, 0.015933333333333334), (984.2627333333332, 6.666666666666668e-05, 0.0009333333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4111.5878, 1859.9890666666668, 999.9876666666667), (15965.4006, 1799.9982, 1524.9840666666666), (33375.73726666666, 1882.6999333333333, 1333.7490666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0705, 0.02643333333333333), (4, 0.00013333333333333334, 0.00085), (2, 0.0, 0.0001277777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.0295, 10.083566666666666), (16101, 51.899866666666675, 6.18915), (32210, 58.2, 11.639872222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
8,"[29.610325142715315, 60.096272525302396, 11.060765936316802, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[1034.3425205186334, 4046.0977192609025, 1199.393839122536, 0, 0, 0]","[2994.657479481367, 4055.9022807390975, 14911.606160877463, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1193, 4869, 1782, 0, 0, 0]","[(164.97546666666665, 0.004666666666666667, 0.0011333333333333336), (1971.6706, 1.0015333333333334, 0.012533333333333334), (67.1088, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4130.024533333333, 1859.9953333333333, 999.9988666666667), (15208.3294, 1798.9984666666667, 1524.9874666666667), (34292.8912, 1882.7, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 1.666666666666667e-05, 0.0017055555555555556), (9, 0.14671666666666666, 0.04045), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.09998333333333, 10.108294444444445), (16096, 51.753283333333336, 6.14955), (32209, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
9,"[43.90667659468851, 60.096272525302396, 11.060765936316802, 0.0, 0.0, 0.0]","[3, 4, 1, 0, 0, 0]","[552.5170330977096, 0, 1243.311401391711, 0, 0, 0]","[3476.48296690229, 8102, 14867.688598608289, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1769, 4869, 1782, 0, 0, 0]","[(114.4684, 0.004733333333333333, 0.0015333333333333334), (1542.8026666666665, 0.7774666666666666, 0.0116), (47.5354, 0.0, 0.001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4180.5316, 1859.9952666666666, 999.9984666666667), (15637.197333333334, 1799.2225333333333, 1524.9884), (34312.4646, 1882.7, 1333.749), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0017944444444444444), (9, 0.009483333333333335, 0.006116666666666666), (3, 0.0, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.108205555555555), (16096, 51.89051666666667, 6.183883333333333), (32209, 58.2, 11.639999999999999), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
10,"[39.041945892280964, 15.675141940261664, 56.86797839985104, 0.0, 0.0, 0.0]","[3, 1, 5, 0, 0, 0]","[908.4485487287782, 1120.000055532975, 6461.477636393161, 0, 0, 0]","[3120.5514512712216, 6981.999944467025, 9649.522363606839, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1573, 1270, 9162, 0, 0, 0]","[(65.53546666666666, 0.0092, 0.00020000000000000004), (7.339466666666667, 0.0, 0.0), (211.1126, 0.018466666666666666, 0.0014000000000000002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4229.464533333334, 1859.9908, 999.9998), (17172.660533333332, 1800.0, 1525.0), (34148.8874, 1882.6815333333334, 1333.7486), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0021444444444444445), (3, 0.0, 0.0), (9, 0.0, 0.004611111111111112), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.107855555555554), (16102, 51.900000000000006, 6.1899999999999995), (32203, 58.2, 11.635388888888889), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
11,"[45.12285927029039, 29.215008639842015, 45.80721246353423, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[711.3368720614958, 913.2092102616807, 6675.404783607533, 0, 0, 0]","[3317.663127938504, 7188.790789738319, 9435.595216392467, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1818, 2367, 7380, 0, 0, 0]","[(40.36886666666667, 0.004733333333333333, 0.0), (52.16566666666667, 0.0, 6.666666666666668e-05), (130.02293333333333, 0.0182, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4254.631133333333, 1859.9952666666666, 1000.0), (17127.834333333332, 1800.0, 1524.9999333333333), (34229.977066666666, 1882.6818, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.00105), (4, 0.003833333333333334, 0.002977777777777777), (6, 0.0, 0.0039055555555555553), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10895), (16101, 51.89616666666667, 6.187022222222222), (32206, 58.2, 11.636094444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
12,"[41.523951352692976, 39.84201431745248, 45.80721246353423, 0.0, 0.0, 0.0]","[3, 3, 4, 0, 0, 0]","[867.3697926922866, 860.8075397068225, 1896.9355398285493, 0, 0, 0]","[3161.630207307713, 7241.192460293178, 14214.06446017145, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1673, 3228, 7380, 0, 0, 0]","[(101.53606666666667, 0.004666666666666667, 0.0), (72.74366666666667, 0.020733333333333333, 0.020466666666666664), (149.5964, 0.0182, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4193.463933333333, 1859.9953333333333, 1000.0), (17107.256333333335, 1799.9792666666667, 1524.9795333333334), (34210.4036, 1882.6818, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0015388888888888887), (7, 0.0039, 0.0026611111111111115), (6, 0.0, 0.004372222222222223), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10846111111111), (16098, 51.896100000000004, 6.187338888888888), (32206, 58.2, 11.635627777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]","[0, 0, 0, 0, 0, 0]"
